dt_int,observed,estimate,upper,lower
2020-03-16,2,2,2,2
2020-03-19,1,1,1,1
2020-03-20,2,2,2,2
2020-03-21,1,1,1,1
2020-03-22,4,4,4,4
2020-03-23,4,4,4,4
2020-03-25,4,4,4,4
2020-03-26,1,1,1,1
2020-03-27,3,3,3,3
2020-03-28,3,3,3,3
2020-03-29,1,1,1,1
2020-03-30,5,5,5,5
2020-03-31,2,2,2,2
2020-04-01,4,4,4,4
2020-04-02,5,5,5,5
2020-04-03,4,4,4,4
2020-04-04,3,3,3,3
2020-04-05,3,3,3,3
2020-04-06,2,2,2,2
2020-04-08,2,2,2,2
2020-04-09,2,2,2,2
2020-04-10,2,2,2,2
2020-04-11,2,2,2,2
2020-04-13,1,1,1,1
2020-04-15,2,2,2,2
2020-04-16,3,3,3,3
2020-04-17,2,2,2,2
2020-04-20,2,2,2,2
2020-04-21,3,3,3,3
2020-04-23,2,2,2,2
2020-04-24,4,4,4,4
2020-04-25,4,4,4,4
2020-04-26,1,1,1,1
2020-04-27,3,3,3,3
2020-04-28,1,1,3,1
2020-04-29,9,9,10,9
2020-04-30,3,3,5,3
2020-05-01,7,7,8,7
2020-05-02,4,4,8,4
2020-05-03,3,3,8,3
2020-05-04,4,4,11,4
2020-05-05,4,4,9,4
2020-05-06,5,5,11,5
2020-05-07,11,11,15,11
2020-05-08,5,5,7,5
2020-05-09,3,3,9,3
2020-05-10,5,5,10,5
2020-05-11,10,10,18,10
2020-05-12,5,5,9,5
2020-05-13,10,10,22,10
2020-05-14,2,2,8,2
2020-05-15,9,9,17,9
2020-05-16,11,11,20,11
2020-05-17,4,4,11,4
2020-05-18,13,13,25,13
2020-05-19,6,6,14,6
2020-05-20,7,7,15,7
2020-05-21,11,11,25,11
2020-05-22,10,10,26,10
2020-05-23,6,6,13,6
2020-05-24,12,12,23,12
2020-05-25,10,10,23,10
2020-05-26,8,9,21,8
2020-05-27,8,9,24,8
2020-05-28,12,14,31,12
2020-05-29,9,13,28,9
2020-05-30,10,13,37,10
2020-05-31,14,19,42,14
2020-06-01,20,28,41,20
2020-06-02,7,13,39,7
2020-06-03,4,8,39,4
2020-06-04,11,16,42,11
2020-06-05,4,14,22,4
2020-06-06,NA,2,27,NA
2020-06-07,NA,6,16,NA
