"estimate","lower","upper","onset_date","n.reported"
419,419,419,2020-04-04,419
411,409,421,2020-04-05,409
449,445,460,2020-04-06,445
424,419,435,2020-04-07,418
454,448,467,2020-04-08,446
453,447,466,2020-04-09,444
584,576,600,2020-04-10,571
412,405,426,2020-04-11,401
463,455,479,2020-04-12,450
499,491,517,2020-04-13,483
486,477,504,2020-04-14,468
597,587,618,2020-04-15,574
523,513,543,2020-04-16,500
573,562,594,2020-04-17,546
599,587,620,2020-04-18,567
535,522,555,2020-04-19,502
816,800,843,2020-04-20,764
562,548,582,2020-04-21,519
609,594,632,2020-04-22,559
634,617,657,2020-04-23,576
647,630,671,2020-04-24,581
700,680,726,2020-04-25,620
589,569,612,2020-04-26,511
676,654,702,2020-04-27,578
585,563,611,2020-04-28,486
547,523,573,2020-04-29,437
701,672,734,2020-04-30,542
904,868,945,2020-05-01,678
614,583,649,2020-05-02,429
628,593,668,2020-05-03,411
705,664,752,2020-05-04,424
752,702,806,2020-05-05,406
657,606,714,2020-05-06,295
701,639,768,2020-05-07,265
714,645,792,2020-05-08,225
698,617,785,2020-05-09,163
871,763,993,2020-05-10,154
1003,859,1169,2020-05-11,114
1047,849,1284,2020-05-12,56
1094,780,1527,2020-05-13,12
