"dt_sin_pri","n.casos"
2020-02-08,1
2020-02-14,1
2020-02-16,1
2020-02-20,3
2020-02-22,1
2020-02-25,1
2020-02-27,3
2020-02-28,2
2020-02-29,1
2020-03-01,9
2020-03-02,4
2020-03-03,8
2020-03-04,4
2020-03-05,10
2020-03-06,16
2020-03-07,15
2020-03-08,22
2020-03-09,38
2020-03-10,43
2020-03-11,50
2020-03-12,63
2020-03-13,81
2020-03-14,113
2020-03-15,115
2020-03-16,145
2020-03-17,114
2020-03-18,145
2020-03-19,141
2020-03-20,188
2020-03-21,172
2020-03-22,190
2020-03-23,230
2020-03-24,215
2020-03-25,195
2020-03-26,187
2020-03-27,161
2020-03-28,164
2020-03-29,153
2020-03-30,138
2020-03-31,143
2020-04-01,136
2020-04-02,112
2020-04-03,90
2020-04-04,82
2020-04-05,97
2020-04-06,89
2020-04-07,81
2020-04-08,79
2020-04-09,70
2020-04-10,79
2020-04-11,44
2020-04-12,34
2020-04-13,31
2020-04-14,10
2020-04-15,21
2020-04-16,11
2020-04-17,4
2020-04-18,3
