dt_int,observed,estimate,upper,lower
2019-12-30,2,2,2,2
2019-12-31,1,1,1,1
2020-01-01,4,4,4,4
2020-01-02,4,4,4,4
2020-01-03,6,6,6,6
2020-01-04,9,9,9,9
2020-01-05,5,5,5,5
2020-01-06,3,3,3,3
2020-01-07,5,5,5,5
2020-01-09,5,5,5,5
2020-01-10,3,3,3,3
2020-01-11,3,3,3,3
2020-01-12,2,2,2,2
2020-01-13,3,3,3,3
2020-01-14,2,2,2,2
2020-01-15,5,5,5,5
2020-01-16,1,1,1,1
2020-01-17,6,6,6,6
2020-01-18,3,3,3,3
2020-01-19,1,1,1,1
2020-01-20,3,3,3,3
2020-01-21,2,2,2,2
2020-01-22,4,4,4,4
2020-01-23,1,1,1,1
2020-01-24,3,3,3,3
2020-01-25,6,6,6,6
2020-01-26,6,6,6,6
2020-01-27,3,3,3,3
2020-01-28,7,7,7,7
2020-01-29,3,3,3,3
2020-01-30,6,6,6,6
2020-01-31,3,3,3,3
2020-02-01,2,2,2,2
2020-02-02,4,4,4,4
2020-02-03,8,8,8,8
2020-02-04,4,4,4,4
2020-02-05,4,4,4,4
2020-02-06,6,6,6,6
2020-02-07,2,2,2,2
2020-02-08,3,3,3,3
2020-02-09,4,4,4,4
2020-02-10,4,4,4,4
2020-02-11,3,3,3,3
2020-02-12,6,6,6,6
2020-02-13,5,5,5,5
2020-02-14,3,3,3,3
2020-02-15,8,8,8,8
2020-02-16,4,4,4,4
2020-02-17,10,10,10,10
2020-02-18,7,7,7,7
2020-02-19,12,12,12,12
2020-02-20,11,11,11,11
2020-02-21,2,2,2,2
2020-02-22,5,5,5,5
2020-02-23,8,8,8,8
2020-02-24,5,5,5,5
2020-02-25,12,12,12,12
2020-02-26,11,11,11,11
2020-02-27,13,13,13,13
2020-02-28,13,13,13,13
2020-02-29,8,8,8,8
2020-03-01,6,6,6,6
2020-03-02,13,13,13,13
2020-03-03,19,19,19,19
2020-03-04,18,18,18,18
2020-03-05,12,12,12,12
2020-03-06,13,13,13,13
2020-03-07,20,20,20,20
2020-03-08,9,9,9,9
2020-03-09,26,26,26,26
2020-03-10,24,24,24,24
2020-03-11,34,34,34,34
2020-03-12,61,61,61,61
2020-03-13,55,55,55,55
2020-03-14,68,68,68,68
2020-03-15,93,93,93,93
2020-03-16,152,152,152,152
2020-03-17,187,187,187,187
2020-03-18,273,273,273,273
2020-03-19,340,340,340,340
2020-03-20,388,388,388,388
2020-03-21,385,385,385,385
2020-03-22,310,310,310,310
2020-03-23,453,453,453,453
2020-03-24,470,470,470,470
2020-03-25,506,506,506,506
2020-03-26,605,605,605,605
2020-03-27,574,574,574,574
2020-03-28,484,484,484,484
2020-03-29,460,460,460,460
2020-03-30,663,663,663,663
2020-03-31,568,568,568,568
2020-04-01,542,542,542,542
2020-04-02,560,560,560,560
2020-04-03,476,476,476,476
2020-04-04,460,460,460,460
2020-04-05,405,405,405,405
2020-04-06,535,535,535,535
2020-04-07,528,528,528,528
2020-04-08,502,502,502,502
2020-04-09,471,471,471,471
2020-04-10,394,394,394,394
2020-04-11,416,416,416,416
2020-04-12,397,397,397,397
2020-04-13,509,509,509,509
2020-04-14,537,537,537,537
2020-04-15,553,553,553,553
2020-04-16,515,515,515,515
2020-04-17,525,525,525,525
2020-04-18,415,415,415,415
2020-04-19,465,465,465,465
2020-04-20,580,580,580,580
2020-04-21,593,593,593,593
2020-04-22,767,767,767,767
2020-04-23,742,742,742,742
2020-04-24,717,717,717,717
2020-04-25,607,607,607,607
2020-04-26,604,604,604,604
2020-04-27,798,798,798,798
2020-04-28,724,724,724,724
2020-04-29,745,745,745,745
2020-04-30,751,751,751,751
2020-05-01,712,712,712,712
2020-05-02,634,634,634,634
2020-05-03,618,618,618,618
2020-05-04,725,725,725,725
2020-05-05,712,712,712,712
2020-05-06,759,759,759,759
2020-05-07,633,633,633,633
2020-05-08,646,646,646,646
2020-05-09,590,590,590,590
2020-05-10,599,599,599,599
2020-05-11,855,855,855,855
2020-05-12,796,796,796,796
2020-05-13,735,735,735,735
2020-05-14,750,750,750,750
2020-05-15,723,723,723,723
2020-05-16,625,625,626,625
2020-05-17,644,645,652,644
2020-05-18,803,803,808,803
2020-05-19,786,787,794,786
2020-05-20,763,766,782,763
2020-05-21,779,785,799,779
2020-05-22,760,763,776,760
2020-05-23,635,643,661,635
2020-05-24,577,583,599,577
2020-05-25,715,720,732,715
2020-05-26,753,765,791,753
2020-05-27,726,739,764,726
2020-05-28,649,660,694,652
2020-05-29,646,659,676,648
2020-05-30,556,568,608,558
2020-05-31,548,575,595,554
2020-06-01,741,761,806,743
2020-06-02,686,717,757,689
2020-06-03,639,668,703,644
2020-06-04,661,695,724,666
2020-06-05,625,662,709,637
2020-06-06,581,620,662,604
2020-06-07,510,560,609,527
2020-06-08,724,782,833,745
2020-06-09,650,715,771,678
2020-06-10,669,740,793,702
2020-06-11,543,639,692,595
2020-06-12,591,685,757,647
2020-06-13,498,612,680,561
2020-06-14,441,574,656,500
2020-06-15,560,700,772,654
2020-06-16,550,723,826,656
2020-06-17,528,719,824,638
2020-06-18,512,739,844,644
2020-06-19,385,655,766,557
2020-06-20,318,606,713,505
2020-06-21,253,568,700,449
2020-06-22,278,628,803,494
2020-06-23,NA,356,462,195
