date,observed,estimate,upper,lower,type
2020-03-01,0,0,0,0,covid
2020-03-02,0,0,0,0,covid
2020-03-03,0,0,0,0,covid
2020-03-04,0,0,0,0,covid
2020-03-05,0,0,0,0,covid
2020-03-06,0,0,0,0,covid
2020-03-07,0,0,0,0,covid
2020-03-08,0,0,0,0,covid
2020-03-09,0,0,0,0,covid
2020-03-10,0,0,0,0,covid
2020-03-11,0,0,0,0,covid
2020-03-12,0,0,0,0,covid
2020-03-13,0,0,0,0,covid
2020-03-14,1,1,1,1,covid
2020-03-15,3,3,3,3,covid
2020-03-16,5,5,5,5,covid
2020-03-17,6,6,6,6,covid
2020-03-18,9,9,9,9,covid
2020-03-19,11,11,11,11,covid
2020-03-20,14,14,14,14,covid
2020-03-21,13,13,13,13,covid
2020-03-22,16,16,16,16,covid
2020-03-23,20,20,20,20,covid
2020-03-24,30,30,30,30,covid
2020-03-25,37,37,37,37,covid
2020-03-26,48,48,48,48,covid
2020-03-27,65,65,65,65,covid
2020-03-28,74,74,74,74,covid
2020-03-29,92,92,92,92,covid
2020-03-30,110,110,110,110,covid
2020-03-31,115,115,115,115,covid
2020-04-01,124,124,124,124,covid
2020-04-02,134,134,134,134,covid
2020-04-03,133,133,133,133,covid
2020-04-04,130,130,130,130,covid
2020-04-05,128,128,128,128,covid
2020-04-06,128,128,128,128,covid
2020-04-07,125,125,125,125,covid
2020-04-08,126,126,126,126,covid
2020-04-09,136,136,136,136,covid
2020-04-10,139,139,139,139,covid
2020-04-11,143,143,143,143,covid
2020-04-12,144,144,144,144,covid
2020-04-13,148,148,148,148,covid
2020-04-14,142,142,142,142,covid
2020-04-15,147,147,147,147,covid
2020-04-16,149,149,149,149,covid
2020-04-17,149,149,149,149,covid
2020-04-18,151,151,151,151,covid
2020-04-19,152,152,152,152,covid
2020-04-20,155,155,155,155,covid
2020-04-21,152,152,152,152,covid
2020-04-22,174,174,174,174,covid
2020-04-23,178,178,178,178,covid
2020-04-24,188,188,188,188,covid
2020-04-25,192,192,192,192,covid
2020-04-26,196,196,196,196,covid
2020-04-27,208,208,208,208,covid
2020-04-28,216,216,216,216,covid
2020-04-29,227,227,227,227,covid
2020-04-30,242,242,242,242,covid
2020-05-01,243,243,243,243,covid
2020-05-02,261,261,261,261,covid
2020-05-03,261,261,261,261,covid
2020-05-04,283,283,283,283,covid
2020-05-05,284,284,284,284,covid
2020-05-06,291,291,291,291,covid
2020-05-07,311,311,311,311,covid
2020-05-08,316,316,316,316,covid
2020-05-09,314,314,314,314,covid
2020-05-10,324,324,324,324,covid
2020-05-11,330,330,330,330,covid
2020-05-12,337,337,337,337,covid
2020-05-13,345,345,345,345,covid
2020-05-14,357,357,357,357,covid
2020-05-15,373,373,373,373,covid
2020-05-16,380,380,380,380,covid
2020-05-17,388,388,388,388,covid
2020-05-18,434,434,434,434,covid
2020-05-19,461,461,461,461,covid
2020-05-20,475,475,475,475,covid
2020-05-21,470,470,470,470,covid
2020-05-22,483,483,483,483,covid
2020-05-23,500,500,500,500,covid
2020-05-24,500,500,500,500,covid
2020-05-25,528,528,528,528,covid
2020-05-26,552,552,552,552,covid
2020-05-27,563,563,563,563,covid
2020-05-28,566,566,566,566,covid
2020-05-29,574,574,574,574,covid
2020-05-30,576,576,576,576,covid
2020-05-31,608,608,608,608,covid
2020-06-01,632,632,634,632,covid
2020-06-02,637,637,642,637,covid
2020-06-03,645,645,651,645,covid
2020-06-04,679,679,686,679,covid
2020-06-05,689,689,697,689,covid
2020-06-06,711,711,719,711,covid
2020-06-07,734,734,749,734,covid
2020-06-08,771,771,789,771,covid
2020-06-09,791,791,814,791,covid
2020-06-10,855,855,885,855,covid
2020-06-11,883,883,918,883,covid
2020-06-12,927,927,965,927,covid
2020-06-13,949,949,994,949,covid
2020-06-14,974,974,1031,974,covid
2020-06-15,1022,1022,1083,1022,covid
2020-06-16,1030,1030,1095,1030,covid
2020-06-17,1056,1056,1130,1056,covid
2020-06-18,1061,1063,1148,1061,covid
2020-06-19,1060,1064,1153,1060,covid
2020-06-20,1053,1057,1164,1053,covid
2020-06-21,1057,1063,1184,1057,covid
2020-06-22,1079,1088,1220,1079,covid
2020-06-23,1075,1089,1235,1075,covid
2020-06-24,1072,1102,1250,1072,covid
2020-06-25,1076,1114,1275,1077,covid
2020-06-26,1056,1103,1269,1057,covid
2020-06-27,1040,1112,1291,1041,covid
2020-06-28,1043,1133,1323,1044,covid
2020-06-29,1044,1151,1356,1049,covid
2020-06-30,1047,1165,1388,1059,covid
2020-07-01,1042,1190,1427,1058,covid
2020-07-02,1024,1190,1469,1053,covid
2020-07-03,973,1169,1481,1014,covid
2020-07-04,953,1189,1504,1005,covid
2020-07-05,927,1192,1543,998,covid
2020-07-06,910,1206,1597,1002,covid
2020-07-07,886,1212,1653,989,covid
2020-03-01,53,53,53,53,srag
2020-03-02,52,52,52,52,srag
2020-03-03,50,50,50,50,srag
2020-03-04,47,47,47,47,srag
2020-03-05,50,50,50,50,srag
2020-03-06,47,47,47,47,srag
2020-03-07,47,47,47,47,srag
2020-03-08,52,52,52,52,srag
2020-03-09,60,60,60,60,srag
2020-03-10,61,61,61,61,srag
2020-03-11,69,69,69,69,srag
2020-03-12,71,71,71,71,srag
2020-03-13,75,75,75,75,srag
2020-03-14,88,88,88,88,srag
2020-03-15,98,98,98,98,srag
2020-03-16,119,119,119,119,srag
2020-03-17,130,130,130,130,srag
2020-03-18,146,146,146,146,srag
2020-03-19,169,169,169,169,srag
2020-03-20,187,187,187,187,srag
2020-03-21,202,202,202,202,srag
2020-03-22,236,236,236,236,srag
2020-03-23,298,298,298,298,srag
2020-03-24,344,344,344,344,srag
2020-03-25,373,373,373,373,srag
2020-03-26,403,403,403,403,srag
2020-03-27,424,424,424,424,srag
2020-03-28,428,428,428,428,srag
2020-03-29,459,459,459,459,srag
2020-03-30,492,492,492,492,srag
2020-03-31,520,520,520,520,srag
2020-04-01,534,534,534,534,srag
2020-04-02,566,566,566,566,srag
2020-04-03,567,567,567,567,srag
2020-04-04,578,578,578,578,srag
2020-04-05,581,581,581,581,srag
2020-04-06,588,588,588,588,srag
2020-04-07,591,591,591,591,srag
2020-04-08,590,590,590,590,srag
2020-04-09,605,605,605,605,srag
2020-04-10,597,597,597,597,srag
2020-04-11,600,600,600,600,srag
2020-04-12,601,601,601,601,srag
2020-04-13,608,608,608,608,srag
2020-04-14,596,596,596,596,srag
2020-04-15,607,607,607,607,srag
2020-04-16,610,610,610,610,srag
2020-04-17,617,617,617,617,srag
2020-04-18,611,611,611,611,srag
2020-04-19,632,632,632,632,srag
2020-04-20,647,647,647,647,srag
2020-04-21,657,657,657,657,srag
2020-04-22,708,708,708,708,srag
2020-04-23,728,728,728,728,srag
2020-04-24,742,742,742,742,srag
2020-04-25,721,721,721,721,srag
2020-04-26,733,733,733,733,srag
2020-04-27,758,758,758,758,srag
2020-04-28,769,769,769,769,srag
2020-04-29,788,788,788,788,srag
2020-04-30,790,790,790,790,srag
2020-05-01,802,802,802,802,srag
2020-05-02,841,841,841,841,srag
2020-05-03,846,846,846,846,srag
2020-05-04,897,897,897,897,srag
2020-05-05,909,909,909,909,srag
2020-05-06,916,916,916,916,srag
2020-05-07,929,929,929,929,srag
2020-05-08,936,936,936,936,srag
2020-05-09,930,930,930,930,srag
2020-05-10,954,954,954,954,srag
2020-05-11,972,972,972,972,srag
2020-05-12,998,998,998,998,srag
2020-05-13,1018,1018,1018,1018,srag
2020-05-14,1056,1056,1056,1056,srag
2020-05-15,1106,1106,1106,1106,srag
2020-05-16,1110,1110,1110,1110,srag
2020-05-17,1146,1146,1146,1146,srag
2020-05-18,1220,1220,1220,1220,srag
2020-05-19,1238,1238,1238,1238,srag
2020-05-20,1261,1261,1261,1261,srag
2020-05-21,1263,1263,1263,1263,srag
2020-05-22,1293,1293,1293,1293,srag
2020-05-23,1314,1314,1314,1314,srag
2020-05-24,1317,1317,1317,1317,srag
2020-05-25,1354,1354,1354,1354,srag
2020-05-26,1388,1388,1388,1388,srag
2020-05-27,1391,1391,1391,1391,srag
2020-05-28,1407,1407,1407,1407,srag
2020-05-29,1424,1424,1424,1424,srag
2020-05-30,1415,1415,1415,1415,srag
2020-05-31,1463,1463,1463,1463,srag
2020-06-01,1512,1512,1512,1512,srag
2020-06-02,1537,1537,1537,1537,srag
2020-06-03,1569,1569,1569,1569,srag
2020-06-04,1607,1607,1607,1607,srag
2020-06-05,1643,1643,1643,1643,srag
2020-06-06,1680,1680,1681,1680,srag
2020-06-07,1713,1713,1716,1713,srag
2020-06-08,1780,1780,1787,1780,srag
2020-06-09,1823,1823,1833,1823,srag
2020-06-10,1892,1892,1907,1892,srag
2020-06-11,1927,1927,1947,1927,srag
2020-06-12,1983,1983,2007,1983,srag
2020-06-13,2013,2013,2046,2013,srag
2020-06-14,2048,2048,2090,2048,srag
2020-06-15,2133,2133,2183,2133,srag
2020-06-16,2147,2147,2204,2147,srag
2020-06-17,2195,2196,2264,2195,srag
2020-06-18,2223,2225,2302,2223,srag
2020-06-19,2228,2234,2324,2228,srag
2020-06-20,2244,2250,2348,2244,srag
2020-06-21,2281,2293,2400,2281,srag
2020-06-22,2358,2370,2489,2358,srag
2020-06-23,2386,2404,2535,2386,srag
2020-06-24,2423,2442,2577,2423,srag
2020-06-25,2483,2503,2659,2483,srag
2020-06-26,2521,2544,2710,2521,srag
2020-06-27,2538,2571,2750,2538,srag
2020-06-28,2578,2618,2806,2578,srag
2020-06-29,2650,2705,2905,2651,srag
2020-06-30,2703,2769,2982,2705,srag
2020-07-01,2750,2827,3064,2752,srag
2020-07-02,2804,2908,3141,2809,srag
