"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-04-06,14,NA,14,10.3,NA,NA
2020-04-07,3,NA,3,11.6,NA,NA
2020-04-08,17,NA,17,12.2,NA,NA
2020-04-09,13,NA,13,13.3,NA,NA
2020-04-10,22,NA,22,14.3,NA,NA
2020-04-11,11,NA,11,14.2,NA,NA
2020-04-12,18,NA,18,15.7,NA,NA
2020-04-13,12,NA,12,16.7,NA,NA
2020-04-14,14,NA,14,18.1,NA,NA
2020-04-15,19,NA,19,19,NA,NA
2020-04-16,13,NA,13,19.6,NA,NA
2020-04-17,18,NA,18,18.7,NA,NA
2020-04-18,27,NA,27,19.1,NA,NA
2020-04-19,27,NA,27,19.4,NA,NA
2020-04-20,31,NA,31,19.2,NA,NA
2020-04-21,27,NA,17,20.2,NA,NA
2020-04-22,NA,9,9,21.1,8,12
2020-04-23,NA,16,16,21.9,12,22
2020-04-24,NA,17,17,22.3,12,25
2020-04-25,NA,17,17,22.9,11,26
2020-04-26,NA,23,23,27.1,16,36
2020-04-27,NA,27,27,31.6,18,43
2020-04-28,NA,35,35,35.3,24,55
2020-04-29,NA,31,31,37.9,18,53
2020-04-30,NA,37,37,40.8,21,63
2020-05-01,NA,59,59,43.5,37,99
2020-05-02,NA,54,54,46,32,93
2020-05-03,NA,53,53,47.5,32,92
2020-05-04,NA,43,43,49.8,24,78
2020-05-05,NA,46,46,52.1,26,81
2020-05-06,NA,50,50,51.5,28,89
2020-05-07,NA,52,52,50.4,29,93.0249999999996
2020-05-08,NA,50,50,49.1,27,91
2020-05-09,NA,54,54,48.9,30,98
2020-05-10,NA,60,60,48.2,34,114
2020-05-11,NA,53,53,47.7,29,99
2020-05-12,NA,43,43,46.9,21,80
2020-05-13,NA,40,40,46.4,20,74
2020-05-14,NA,41,41,45.7,21,75
2020-05-15,NA,39,39,44.4,19,72
2020-05-16,NA,45,45,44.1,24,83.0249999999996
2020-05-17,NA,44,44,44.7,22,86
2020-05-18,NA,45,45,46.25,22,88
2020-05-19,NA,47,47,47.85,23,91
2020-05-20,NA,47,47,49.85,22,94
2020-05-21,NA,50,50,51.15,24,104
2020-05-22,NA,49,49,52.75,22,108
2020-05-23,NA,55.5,55.5,54.55,26,124
2020-05-24,NA,57,57,56.05,25,134
2020-05-25,NA,59,59,57.55,24,146
2020-05-26,NA,58,58,58.3888888888889,22,158
2020-05-27,NA,60,60,59.5625,22,171
2020-05-28,NA,63,63,60.1428571428571,23,199
2020-05-29,NA,62,62,60.6666666666667,20,209
2020-05-30,NA,62,62,61,18,233
