"t_start","t_end","Mean.R","Std.R","Quantile.0.025.R","Quantile.0.05.R","Quantile.0.25.R","Median.R","Quantile.0.75.R","Quantile.0.95.R","Quantile.0.975.R","data"
29,36,2.05477437610239,0.395593310290846,1.3618768221203,1.45364224615761,1.77589264845366,2.02650009891545,2.3030613660664,2.75434564957629,2.90236539831979,2020-03-29
36,43,2.12838376746603,0.27324141183937,1.64381358728482,1.71079258792933,1.93687472784316,2.11166236708801,2.30085612920772,2.60061077580845,2.70686539924291,2020-04-05
43,50,1.7244623173337,0.156155647289421,1.44552149554107,1.48492203055561,1.61575155615822,1.71409926213052,1.8218985531254,1.99541422372254,2.05783761265531,2020-04-12
50,57,1.40766983506021,0.0905133575478865,1.24492281583915,1.26851472609188,1.34458533337211,1.40276194652767,1.46465773315773,1.56312729484785,1.60067752416204,2020-04-19
57,64,1.16593789643706,0.0548789896026095,1.06413981933882,1.08021247302731,1.12827160214602,1.16372511361996,1.20089667939765,1.25927919408611,1.27954912748825,2020-04-26
64,71,0.982735149390128,0.0397122971121851,0.90738319590045,0.919204576914059,0.955506274144594,0.981829155934144,1.00912430798979,1.04892034775379,1.06192673847627,2020-05-03
71,78,0.901598175868967,0.0395354335469581,0.826118445668354,0.83779035962707,0.874357005237187,0.901062316430257,0.927866476342508,0.967378245672712,0.98033959516886,2020-05-10
78,85,0.777349403858192,0.0426004532788183,0.695597324260981,0.70860220877163,0.748255369809954,0.776630807655548,0.805663416497754,0.848643043917701,0.862637329653796,2020-05-17
85,92,0.713731059424784,0.0554075190548545,0.608147660936963,0.624599507841281,0.67588377251342,0.712252405421623,0.750610957351121,0.806908686227492,0.825385255101986,2020-05-24
92,99,0.705172628801094,0.0652919386692563,0.582116984173743,0.601028234537068,0.660101423843497,0.703407992743191,0.748359519658252,0.814970484409769,0.838603599407573,2020-05-31
99,106,0.811733333636717,0.0893147395399237,0.644149834792363,0.669701336190668,0.750788623534171,0.808794072003441,0.870082223536588,0.963574441648884,0.996934844420682,2020-06-07
106,113,0.889799077271394,0.098662784197714,0.706996259263004,0.734074815026673,0.821296411199797,0.885743054730552,0.954177196738778,1.05894491634517,1.09334778235057,2020-06-14
113,120,0.887869248209678,0.109203944437651,0.687505436654672,0.715847179723655,0.811458720719793,0.883683973034979,0.958770105456809,1.07554546225774,1.11484865237451,2020-06-21
120,127,0.84160662054611,0.117541636059095,0.626586360337617,0.657272752984771,0.75968949734143,0.836634122420363,0.917718430231583,1.04315282739986,1.08558795975407,2020-06-28
127,134,0.954713975433812,0.145456519838311,0.692228978388292,0.728992952179941,0.852807167782731,0.946922306681856,1.04854495925206,1.20533308619233,1.25991971170159,2020-07-05
134,141,1.17259994969059,0.159214828490836,0.881081564162325,0.923806469882091,1.06214810916608,1.16581420654888,1.27484841178187,1.44742783119927,1.50539810490321,2020-07-12
141,148,1.11151613860244,0.139119337715182,0.85635352418893,0.893408810899752,1.01462614893372,1.10639362136651,1.20176219232098,1.34929548374387,1.39821226206442,2020-07-19
148,155,0.909726734311027,0.120806599334204,0.688739745549697,0.720147944449439,0.825908425916464,0.904682518275209,0.988407004333486,1.11615330180177,1.16082647843715,2020-07-26
155,162,1.10626703653593,0.143621586552862,0.842310454226416,0.880015895678225,1.00645994195459,1.10056153251886,1.19924541213689,1.35093916459968,1.40301891859068,2020-08-02
162,169,0.927257991467078,0.123819577916602,0.700547503255887,0.73372454468056,0.841895608009039,0.920822961271766,1.00689526318428,1.14113625803756,1.1860716214836,2020-08-09
169,176,0.934436155322372,0.137685319636971,0.684102228627849,0.719405935719477,0.83827569113613,0.927666220003275,1.02297230281475,1.17173680788464,1.22323375218291,2020-08-16
176,183,1.10707994474606,0.150354838943676,0.832077654160686,0.871543466311319,1.00257216314174,1.10045671648829,1.20437751030612,1.36493385862638,1.41980788379671,2020-08-23
183,190,0.878497468450762,0.129474748047483,0.64171762278002,0.67646164769001,0.7882405175477,0.872029909662339,0.96313537155363,1.09979600016093,1.14738356502922,2020-08-30
190,197,1.07166818724837,0.158753620333201,0.782889781773325,0.823928487346266,0.96159397506232,1.06422297550377,1.17275716257297,1.34487655413188,1.40594286286767,2020-09-06
197,204,0.930105629820125,0.143207238303631,0.671171893963673,0.707034324787968,0.830486739607191,0.922728824098729,1.02120070094841,1.17741344564361,1.23391643229608,2020-09-13
204,211,0.987766812472799,0.163288208427094,0.691809896215316,0.735563183073816,0.873435404523397,0.978959320207296,1.09316765379906,1.27220628359175,1.33477402618383,2020-09-20
211,218,1.06114221842445,0.166521352927611,0.760399205523679,0.803234612795708,0.944187384914205,1.05225770462162,1.16933990206359,1.34824223604803,1.41312513907118,2020-09-27
218,225,1.18563366590428,0.167661864754268,0.881252524623199,0.924178815511898,1.06768667458626,1.177556431892,1.29415045860417,1.47396526538369,1.5373856213541,2020-10-04
225,232,1.2540850869238,0.152095421378693,0.973614122437656,1.01637556719477,1.14885096461218,1.24769736601924,1.35106603920379,1.515362229331,1.5733565506352,2020-10-11
232,239,1.03438736508569,0.118532028799284,0.815887805388811,0.847406668587863,0.951934080190286,1.0302592533539,1.11230114594664,1.2362061043585,1.27923845507222,2020-10-18
239,246,1.11694305459742,0.120850722877867,0.893465578499102,0.926129100865787,1.03285562520313,1.11284084526839,1.19645104106715,1.32173265593753,1.36557135387931,2020-10-25
246,253,1.0435599610336,0.108805210017224,0.842018815231127,0.872087520574071,0.968132151358483,1.03980835686603,1.11437926323763,1.22933185735921,1.2678739877807,2020-11-01
253,260,0.926843852262409,0.101903400301319,0.739320803324568,0.766209490303509,0.856158582473003,0.923549192467544,0.992921038996071,1.10022771110961,1.13754617289346,2020-11-08
260,267,0.924580997753913,0.109927438573877,0.72192172609173,0.752020876133061,0.848087055382508,0.920894442389212,0.996100892307845,1.11176455392722,1.15115577018701,2020-11-15
267,274,0.943266401598058,0.117912311328965,0.726242896003217,0.758546900681127,0.861443072000233,0.938414130936511,1.01957955830303,1.14528072790623,1.18716046166086,2020-11-22
274,281,1.07307373702538,0.127827220382084,0.837601172678363,0.87258548801915,0.985295200944823,1.06786163753215,1.15593643098056,1.29200764330411,1.33750022565818,2020-11-29
