"estimativa","ic.inf","ic.sup","data"
9.90360182135091,6.95743850634134,17.1549388267338,2020-03-15
9.14605461676783,6.64418206389005,14.6535730680529,2020-03-16
7.94269708370189,6.04240787303611,11.5756271614631,2020-03-17
7.44959943051851,5.80940016253298,10.3717486637677,2020-03-18
7.6598081703644,5.99552821033524,10.5951143277303,2020-03-19
7.26121828280505,5.8050969153115,9.68603388091165,2020-03-20
7.35871682497637,5.92232834579121,9.70920175183619,2020-03-21
8.05692391149765,6.42334165391743,10.7988194124397,2020-03-22
8.82134244669571,6.96079172658331,12.0330862634509,2020-03-23
10.1930331131347,7.86060238898172,14.4864016156894,2020-03-24
10.646522943985,8.19137701078353,15.1961639036646,2020-03-25
10.9939604072064,8.4567816155874,15.6991017085135,2020-03-26
12.1044318141319,9.16728246550241,17.8033453584794,2020-03-27
13.41712737544,9.97204521423244,20.4903650565939,2020-03-28
14.6142682701784,10.6908137482499,23.0774931085974,2020-03-29
14.4133708251629,10.6532820006893,22.2669692297812,2020-03-30
13.6324630088239,10.2843293310039,20.2058085589901,2020-03-31
11.3319237153676,8.97251032442093,15.3702479106687,2020-04-01
10.5916642961622,8.55141276869066,13.9066783494201,2020-04-02
11.0741997842863,8.91687617019725,14.6047297378907,2020-04-03
11.121289685369,9.00220895656485,14.5416149968065,2020-04-04
11.5091029839035,9.31333237112154,15.0562291874524,2020-04-05
10.4838824001478,8.67750391227423,13.2372952415302,2020-04-06
10.0551458175138,8.42642758791312,12.4619688037231,2020-04-07
10.3686736212141,8.69357781512006,12.8410752028572,2020-04-08
10.4699810282172,8.81176156019815,12.8948322801492,2020-04-09
9.76973074256432,8.35464260381339,11.7601706348558,2020-04-10
9.60994574632057,8.27744370657063,11.4521824913157,2020-04-11
10.0984902798759,8.67865225509968,12.0722007547138,2020-04-12
10.8691833501743,9.28763704553116,13.0982911101943,2020-04-13
11.8050978112935,10.0131225230433,14.3765986085345,2020-04-14
11.4633368133739,9.80842696767289,13.7885429056269,2020-04-15
11.4407207708757,9.83311086291121,13.6753322788302,2020-04-16
11.7339940326206,10.0919267418767,14.0129313982947,2020-04-17
12.0803507882028,10.3900276192511,14.4262225463803,2020-04-18
12.722093385583,10.9049870480885,15.2645471949025,2020-04-19
12.0744693928543,10.4665952743031,14.2648730701221,2020-04-20
12.2332578596455,10.6253221620305,14.4135508023265,2020-04-21
12.6972021752313,11.0132740935999,14.9879541067147,2020-04-22
13.2282575469392,11.4518018664482,15.6559902473744,2020-04-23
14.6031669269911,12.5157081953325,17.5251912368833,2020-04-24
14.3963909390153,12.4046431687567,17.1490321744283,2020-04-25
14.806571281877,12.7497274495104,17.6536687670886,2020-04-26
15.4963129363177,13.3015807300992,18.5573617857566,2020-04-27
16.0744232366782,13.7690953074829,19.3058922098471,2020-04-28
17.2388924552255,14.6609067010263,20.9158454020734,2020-04-29
17.7534141516247,15.0769271287934,21.5841838775415,2020-04-30
16.6222153443827,14.2961693559585,19.8513143912929,2020-05-01
16.4546987243023,14.2118283774686,19.5372661207072,2020-05-02
16.7398859252971,14.4633148909982,19.866148397184,2020-05-03
17.9394247792949,15.3940498856642,21.4923867993198,2020-05-04
19.8481185653309,16.8289666789452,24.1863831721563,2020-05-05
20.2962928489874,17.1946179655597,24.7622506923068,2020-05-06
21.9231983039178,18.3962838286492,27.1221643319597,2020-05-07
23.7794578588976,19.7378735096572,29.9011881133792,2020-05-08
25.4038480894849,20.8980659905271,32.3854186268141,2020-05-09
24.371823661959,20.2442831575611,30.6123908045577,2020-05-10
23.2686205324324,19.5227245490164,28.792284825941,2020-05-11
23.3889683019604,19.6528733200141,28.8780051454158,2020-05-12
24.1120373074381,20.2078094370455,29.8851693660823,2020-05-13
26.5396724567838,21.9389342985269,33.5809419904948,2020-05-14
27.0589741010006,22.3445003576308,34.2937564031136,2020-05-15
28.615501426172,23.447129629899,36.705452932611,2020-05-16
30.6685860182491,24.8629791925613,40.010152672136,2020-05-17
31.3658262954047,25.3747694956154,41.0590074444805,2020-05-18
34.1456055783592,27.2232265611403,45.7874843430713,2020-05-19
32.9359518920663,26.50241300251,43.4930276383288,2020-05-20
34.2645801312458,27.4119323002854,45.684010253448,2020-05-21
37.8484902493334,29.7197985505314,52.0962544716425,2020-05-22
41.0603422074793,31.7264822731425,58.1736562936762,2020-05-23
47.5493006425121,35.5410368516203,71.8103944952956,2020-05-24
46.344179716121,34.9300786955007,68.8364322141415,2020-05-25
45.5595328741177,34.5444829236785,66.8857306380667,2020-05-26
46.1386492448769,34.9386367576648,67.9051042367017,2020-05-27
47.1862827426748,35.6008944211319,69.9474947341695,2020-05-28
50.6898194953295,37.6303596703293,77.6291897145035,2020-05-29
50.6671178390601,37.6836107280892,77.2978046341484,2020-05-30
52.99340319891,39.0231078685783,82.5418699841918,2020-05-31
51.0280916331351,38.0151440894697,77.5845798867141,2020-06-01
49.8647749421942,37.429000687061,74.6737106071459,2020-06-02
50.1441129670932,37.649803094115,75.0477982161487,2020-06-03
51.7899754464849,38.6345491449536,78.5281220003328,2020-06-04
55.9547106089547,40.9804290042497,88.1708374699845,2020-06-05
57.2987473747561,41.7650786506087,91.2272637508691,2020-06-06
62.6095565883983,44.5899135474566,105.06755385942,2020-06-07
67.5084771337912,47.0964083297685,119.145177227143,2020-06-08
72.8169697483298,49.7019165166396,136.120904187405,2020-06-09
66.0217815068405,46.5123071812149,113.719044779521,2020-06-10
64.511688421932,45.8238700349465,108.935967554081,2020-06-11
66.85251871676,47.0638779397134,115.351856114069,2020-06-12
72.5678635591133,49.9033718947012,132.944992256214,2020-06-13
82.1075200398634,54.3249380275518,168.046056160908,2020-06-14
77.3196602853703,52.2609804258061,148.541729067737,2020-06-15
77.2300232809204,52.2958966805709,147.603412531365,2020-06-16
76.9700894406236,52.2502119140529,146.078256047511,2020-06-17
78.6009041257502,53.0728022044865,151.442734191134,2020-06-18
81.0715688107034,54.2681060283991,160.186531793223,2020-06-19
75.5767068000069,51.8236805047624,139.524792725433,2020-06-20
76.8136884906826,52.4746049655304,143.258537808701,2020-06-21
79.7778374088003,53.9168074088726,153.310372920483,2020-06-22
85.2470187683259,56.4415535582898,174.095814467261,2020-06-23
89.2640738212152,58.260131407775,190.796003203787,2020-06-24
84.4557123959231,56.2464534950264,169.424731448685,2020-06-25
83.5817001224575,55.9336248298562,165.274944471999,2020-06-26
86.8524499345632,57.4562261125012,177.835557293325,2020-06-27
94.6694736830822,60.8587036352973,213.00241879662,2020-06-28
98.2081449736507,62.3866982822831,230.62747185049,2020-06-29
92.4722909325141,60.1028592554752,200.396388224237,2020-06-30
