dt_int,observed,estimate,upper,lower
2019-12-30,2,2,2,2
2019-12-31,2,2,2,2
2020-01-01,8,8,8,8
2020-01-02,5,5,5,5
2020-01-03,7,7,7,7
2020-01-04,11,11,11,11
2020-01-05,7,7,7,7
2020-01-06,6,6,6,6
2020-01-07,6,6,6,6
2020-01-08,2,2,2,2
2020-01-09,8,8,8,8
2020-01-10,4,4,4,4
2020-01-11,6,6,6,6
2020-01-12,5,5,5,5
2020-01-13,4,4,4,4
2020-01-14,4,4,4,4
2020-01-15,10,10,10,10
2020-01-16,3,3,3,3
2020-01-17,10,10,10,10
2020-01-18,4,4,4,4
2020-01-19,1,1,1,1
2020-01-20,5,5,5,5
2020-01-21,2,2,2,2
2020-01-22,8,8,8,8
2020-01-23,4,4,4,4
2020-01-24,4,4,4,4
2020-01-25,7,7,7,7
2020-01-26,6,6,6,6
2020-01-27,3,3,3,3
2020-01-28,8,8,8,8
2020-01-29,5,5,5,5
2020-01-30,10,10,10,10
2020-01-31,6,6,6,6
2020-02-01,4,4,4,4
2020-02-02,7,7,7,7
2020-02-03,10,10,10,10
2020-02-04,7,7,7,7
2020-02-05,6,6,6,6
2020-02-06,10,10,10,10
2020-02-07,3,3,3,3
2020-02-08,3,3,3,3
2020-02-09,6,6,6,6
2020-02-10,8,8,8,8
2020-02-11,6,6,6,6
2020-02-12,8,8,8,8
2020-02-13,9,9,9,9
2020-02-14,6,6,6,6
2020-02-15,9,9,9,9
2020-02-16,5,5,5,5
2020-02-17,17,17,17,17
2020-02-18,12,12,12,12
2020-02-19,17,17,17,17
2020-02-20,17,17,17,17
2020-02-21,8,8,8,8
2020-02-22,6,6,6,6
2020-02-23,12,12,12,12
2020-02-24,9,9,9,9
2020-02-25,15,15,15,15
2020-02-26,19,19,19,19
2020-02-27,18,18,18,18
2020-02-28,16,16,16,16
2020-02-29,15,15,15,15
2020-03-01,11,11,11,11
2020-03-02,15,15,15,15
2020-03-03,28,28,28,28
2020-03-04,23,23,23,23
2020-03-05,18,18,18,18
2020-03-06,17,17,17,17
2020-03-07,25,25,25,25
2020-03-08,20,20,20,20
2020-03-09,32,32,32,32
2020-03-10,32,32,32,32
2020-03-11,45,45,45,45
2020-03-12,73,73,73,73
2020-03-13,75,75,75,75
2020-03-14,85,85,85,85
2020-03-15,120,120,120,120
2020-03-16,176,176,176,176
2020-03-17,225,225,225,225
2020-03-18,334,334,334,334
2020-03-19,392,392,392,392
2020-03-20,453,453,453,453
2020-03-21,447,447,447,447
2020-03-22,376,376,376,376
2020-03-23,529,529,529,529
2020-03-24,585,585,585,585
2020-03-25,629,629,629,629
2020-03-26,754,754,754,754
2020-03-27,736,736,736,736
2020-03-28,620,620,620,620
2020-03-29,611,611,611,611
2020-03-30,851,851,851,851
2020-03-31,761,761,761,761
2020-04-01,707,707,707,707
2020-04-02,736,736,736,736
2020-04-03,644,644,644,644
2020-04-04,602,602,602,602
2020-04-05,528,528,528,528
2020-04-06,710,710,710,710
2020-04-07,697,697,697,697
2020-04-08,671,671,671,671
2020-04-09,605,605,605,605
2020-04-10,539,539,539,539
2020-04-11,552,552,552,552
2020-04-12,545,545,545,545
2020-04-13,676,676,676,676
2020-04-14,721,721,721,721
2020-04-15,740,740,740,740
2020-04-16,689,689,689,689
2020-04-17,726,726,726,726
2020-04-18,590,590,590,590
2020-04-19,621,621,621,621
2020-04-20,773,773,773,773
2020-04-21,810,810,810,810
2020-04-22,1034,1034,1034,1034
2020-04-23,1003,1003,1003,1003
2020-04-24,985,985,985,985
2020-04-25,841,841,841,841
2020-04-26,836,836,836,836
2020-04-27,1087,1087,1087,1087
2020-04-28,1024,1024,1024,1024
2020-04-29,1030,1030,1030,1030
2020-04-30,1050,1050,1050,1050
2020-05-01,982,982,982,982
2020-05-02,885,885,885,885
2020-05-03,861,861,861,861
2020-05-04,1040,1040,1040,1040
2020-05-05,1053,1053,1053,1053
2020-05-06,1083,1083,1083,1083
2020-05-07,899,899,899,899
2020-05-08,905,905,905,905
2020-05-09,828,828,828,828
2020-05-10,852,852,852,852
2020-05-11,1207,1207,1207,1207
2020-05-12,1135,1135,1135,1135
2020-05-13,1084,1084,1084,1084
2020-05-14,1128,1128,1128,1128
2020-05-15,1051,1051,1051,1051
2020-05-16,925,925,925,925
2020-05-17,906,906,906,906
2020-05-18,1156,1156,1156,1156
2020-05-19,1154,1154,1154,1154
2020-05-20,1087,1087,1087,1087
2020-05-21,1137,1137,1137,1137
2020-05-22,1168,1168,1168,1168
2020-05-23,937,937,937,937
2020-05-24,852,852,852,852
2020-05-25,1084,1084,1084,1084
2020-05-26,1083,1083,1083,1083
2020-05-27,1103,1103,1103,1103
2020-05-28,969,969,969,969
2020-05-29,970,970,970,970
2020-05-30,844,844,844,844
2020-05-31,818,818,818,818
2020-06-01,1096,1096,1096,1096
2020-06-02,993,993,993,993
2020-06-03,936,936,936,936
2020-06-04,973,973,976,973
2020-06-05,944,944,946,944
2020-06-06,867,867,869,867
2020-06-07,783,784,790,783
2020-06-08,1030,1031,1042,1030
2020-06-09,967,971,979,967
2020-06-10,1002,1010,1025,1002
2020-06-11,827,833,851,828
2020-06-12,874,881,899,875
2020-06-13,770,783,809,773
2020-06-14,711,730,758,716
2020-06-15,831,851,888,834
2020-06-16,873,892,929,874
2020-06-17,847,874,920,855
2020-06-18,897,929,949,905
2020-06-19,781,819,847,792
2020-06-20,718,751,790,729
2020-06-21,599,630,675,617
2020-06-22,890,938,995,900
2020-06-23,791,845,895,813
2020-06-24,774,819,889,795
2020-06-25,765,817,885,798
2020-06-26,695,771,813,730
2020-06-27,538,607,676,568
2020-06-28,577,668,734,611
2020-06-29,727,824,881,772
2020-06-30,758,877,921,810
2020-07-01,741,879,927,809
2020-07-02,666,815,878,742
2020-07-03,582,740,815,678
2020-07-04,540,701,792,620
2020-07-05,543,720,833,659
2020-07-06,666,892,998,811
2020-07-07,622,865,945,782
2020-07-08,540,832,925,705
2020-07-09,423,705,864,635
2020-07-10,239,584,674,462
2020-07-11,141,451,660,355
2020-07-12,45,425,594,253
2020-07-13,1,326,510,224
2020-07-14,NA,301,453,170
2020-07-15,NA,273,385,160
2020-07-16,NA,245,313,167
