date,observed,estimate,upper,lower,type
2020-03-08,0,0,0,0,covid
2020-03-09,0,0,0,0,covid
2020-03-10,0,0,0,0,covid
2020-03-11,0,0,0,0,covid
2020-03-12,0,0,0,0,covid
2020-03-13,0,0,0,0,covid
2020-03-14,0,0,0,0,covid
2020-03-15,0,0,0,0,covid
2020-03-16,0,0,0,0,covid
2020-03-17,0,0,0,0,covid
2020-03-18,1,1,1,1,covid
2020-03-19,4,4,4,4,covid
2020-03-20,4,4,4,4,covid
2020-03-21,6,6,6,6,covid
2020-03-22,7,7,7,7,covid
2020-03-23,8,8,8,8,covid
2020-03-24,7,7,7,7,covid
2020-03-25,9,9,9,9,covid
2020-03-26,12,12,12,12,covid
2020-03-27,15,15,15,15,covid
2020-03-28,22,22,22,22,covid
2020-03-29,24,24,24,24,covid
2020-03-30,27,27,27,27,covid
2020-03-31,28,28,28,28,covid
2020-04-01,31,31,31,31,covid
2020-04-02,32,32,32,32,covid
2020-04-03,36,36,36,36,covid
2020-04-04,42,42,42,42,covid
2020-04-05,46,46,46,46,covid
2020-04-06,46,46,46,46,covid
2020-04-07,45,45,45,45,covid
2020-04-08,50,50,50,50,covid
2020-04-09,50,50,50,50,covid
2020-04-10,49,49,49,49,covid
2020-04-11,50,50,50,50,covid
2020-04-12,46,46,46,46,covid
2020-04-13,43,43,44,43,covid
2020-04-14,51,51,54,51,covid
2020-04-15,56,56,59,56,covid
2020-04-16,62,62,68,62,covid
2020-04-17,59,59,67,59,covid
2020-04-18,60,60,70,60,covid
2020-04-19,62,62,75,62,covid
2020-04-20,62,62,79,62,covid
2020-04-21,64,64,82,64,covid
2020-04-22,63,63,87,63,covid
2020-04-23,63,63,93,63,covid
2020-04-24,64,64,96,64,covid
2020-04-25,66,66,106,66,covid
2020-04-26,68,68,114,68,covid
2020-04-27,75,75,129,75,covid
2020-04-28,74,75,135,74,covid
2020-04-29,72,73,141,72,covid
2020-04-30,72,77,149,72,covid
2020-05-01,74,79,160,74,covid
2020-05-02,73,80,176,73,covid
2020-05-03,69,79,182,69,covid
2020-05-04,78,93,200,78,covid
2020-05-05,82,100,217,82,covid
2020-05-06,81,107,235,81,covid
2020-05-07,76,110,250,76,covid
2020-05-08,84,125,267,84,covid
2020-05-09,85,132,282,85,covid
2020-05-10,84,139,300,85,covid
2020-05-11,80,139,306,81,covid
2020-05-12,77,139,328,78,covid
2020-05-13,78,146,357,81,covid
2020-05-14,75,144,379,78,covid
2020-05-15,70,145,392,75,covid
2020-03-08,5,5,5,5,srag
2020-03-09,5,5,5,5,srag
2020-03-10,5,5,5,5,srag
2020-03-11,5,5,5,5,srag
2020-03-12,5,5,5,5,srag
2020-03-13,5,5,5,5,srag
2020-03-14,5,5,5,5,srag
2020-03-15,5,5,5,5,srag
2020-03-16,7,7,7,7,srag
2020-03-17,7,7,7,7,srag
2020-03-18,10,10,10,10,srag
2020-03-19,12,12,12,12,srag
2020-03-20,20,20,20,20,srag
2020-03-21,23,23,23,23,srag
2020-03-22,22,22,22,22,srag
2020-03-23,23,23,23,23,srag
2020-03-24,30,30,30,30,srag
2020-03-25,34,34,34,34,srag
2020-03-26,42,42,42,42,srag
2020-03-27,44,44,44,44,srag
2020-03-28,54,54,54,54,srag
2020-03-29,55,55,55,55,srag
2020-03-30,64,64,64,64,srag
2020-03-31,69,69,69,69,srag
2020-04-01,77,77,77,77,srag
2020-04-02,73,73,73,73,srag
2020-04-03,82,82,82,82,srag
2020-04-04,87,87,87,87,srag
2020-04-05,91,91,91,91,srag
2020-04-06,90,90,90,90,srag
2020-04-07,90,90,90,90,srag
2020-04-08,98,98,98,98,srag
2020-04-09,102,102,102,102,srag
2020-04-10,102,102,102,102,srag
2020-04-11,106,106,106,106,srag
2020-04-12,104,104,104,104,srag
2020-04-13,101,101,101,101,srag
2020-04-14,116,116,116,116,srag
2020-04-15,127,127,127,127,srag
2020-04-16,133,133,133,133,srag
2020-04-17,132,132,132,132,srag
2020-04-18,140,140,140,140,srag
2020-04-19,146,146,147,146,srag
2020-04-20,151,151,152,151,srag
2020-04-21,159,159,163,159,srag
2020-04-22,168,168,175,168,srag
2020-04-23,168,168,177,168,srag
2020-04-24,168,168,184,168,srag
2020-04-25,174,174,196,174,srag
2020-04-26,179,179,203,179,srag
2020-04-27,195,196,226,195,srag
2020-04-28,202,204,240,202,srag
2020-04-29,210,213,251,210,srag
2020-04-30,207,212,251,207,srag
2020-05-01,214,221,267,214,srag
2020-05-02,221,233,283,221,srag
2020-05-03,219,232,289,219,srag
2020-05-04,233,249,316,233,srag
2020-05-05,245,261,339,245,srag
2020-05-06,246,265,351,246,srag
2020-05-07,245,266,357,245,srag
2020-05-08,251,279,375,252,srag
2020-05-09,252,282,393,254,srag
2020-05-10,260,294,409,263,srag
2020-05-11,260,302,424,264,srag
2020-05-12,262,310,438,268,srag
2020-05-13,270,325,462,277,srag
2020-05-14,277,341,479,286,srag
2020-05-15,275,345,495,288,srag
2020-05-16,269,351,507,287,srag
2020-05-17,266,358,531,286,srag
2020-05-18,268,375,569,290,srag
2020-05-19,265,390,596,293,srag
2020-05-20,262,395,616,296,srag
2020-05-21,255,404,637,296,srag
2020-05-22,254,418,673,299,srag
2020-05-23,254,437,708,306,srag
