"municipio","DRS","DRS.nome","id","DRS.nome.nonascii"
"São Valério do Sul",13,"Ijuí",431973,"Ijui"
"São Vendelino",23,"Caxias do Sul",431975,"Caxias_do_Sul"
"São Vicente do Sul",1,"Santa Maria",431980,"Santa_Maria"
"Sapiranga",7,"Novo Hamburgo",431990,"Novo_Hamburgo"
"Sapucaia do Sul",8,"Canoas",432000,"Canoas"
"Sarandi",15,"Palmeira das Missões",432010,"Palmeira_das_Missoes"
"Seberi",15,"Palmeira das Missões",432020,"Palmeira_das_Missoes"
"Sede Nova",13,"Ijuí",432023,"Ijui"
"Segredo",27,"Cachoeira do Sul",432026,"Cachoeira_do_Sul"
"Selbach",12,"Cruz Alta",432030,"Cruz_Alta"
"Senador Salgado Filho",14,"Santa Rosa",432032,"Santa_Rosa"
"Sentinela do Sul",9,"Guaíba",432035,"Guaiba"
"Serafina Corrêa",17,"Passo Fundo",432040,"Passo_Fundo"
"Sério",29,"Lajeado",432045,"Lajeado"
"Sertão",17,"Passo Fundo",432050,"Passo_Fundo"
"Sertão Santana",9,"Guaíba",432055,"Guaiba"
"Sete de Setembro",11,"Santo Ângelo",432057,"Santo_Angelo"
"Severiano de Almeida",16,"Erechim",432060,"Erechim"
"Silveira Martins",1,"Santa Maria",432065,"Santa_Maria"
"Sinimbu",28,"Santa Cruz do Sul",432067,"Santa_Cruz_do_Sul"
"Sobradinho",27,"Cachoeira do Sul",432070,"Cachoeira_do_Sul"
"Soledade",17,"Passo Fundo",432080,"Passo_Fundo"
"Tabaí",8,"Canoas",432085,"Canoas"
"Tapejara",17,"Passo Fundo",432090,"Passo_Fundo"
"Tapera",17,"Passo Fundo",432100,"Passo_Fundo"
"Tapes",9,"Guaíba",432110,"Guaiba"
"Taquara",6,"Taquara",432120,"Taquara"
"Taquari",29,"Lajeado",432130,"Lajeado"
"Taquaruçu do Sul",15,"Palmeira das Missões",432132,"Palmeira_das_Missoes"
"Tavares",4,"Capão Da Canoa",432135,"Capao_Da_Canoa"
"Tenente Portela",15,"Palmeira das Missões",432140,"Palmeira_das_Missoes"
"Terra de Areia",4,"Capão Da Canoa",432143,"Capao_Da_Canoa"
"Teutônia",29,"Lajeado",432145,"Lajeado"
"Tio Hugo",17,"Passo Fundo",432146,"Passo_Fundo"
"Tiradentes do Sul",15,"Palmeira das Missões",432147,"Palmeira_das_Missoes"
"Toropi",1,"Santa Maria",432149,"Santa_Maria"
"Torres",4,"Capão Da Canoa",432150,"Capao_Da_Canoa"
"Tramandaí",4,"Capão Da Canoa",432160,"Capao_Da_Canoa"
"Travesseiro",29,"Lajeado",432162,"Lajeado"
"Três Arroios",16,"Erechim",432163,"Erechim"
"Três Cachoeiras",4,"Capão Da Canoa",432166,"Capao_Da_Canoa"
"Três Coroas",6,"Taquara",432170,"Taquara"
"Três de Maio",14,"Santa Rosa",432180,"Santa_Rosa"
"Três Forquilhas",4,"Capão Da Canoa",432183,"Capao_Da_Canoa"
"Três Palmeiras",15,"Palmeira das Missões",432185,"Palmeira_das_Missoes"
"Três Passos",15,"Palmeira das Missões",432190,"Palmeira_das_Missoes"
"Trindade do Sul",15,"Palmeira das Missões",432195,"Palmeira_das_Missoes"
"Triunfo",8,"Canoas",432200,"Canoas"
"Tucunduva",14,"Santa Rosa",432210,"Santa_Rosa"
"Tunas",17,"Passo Fundo",432215,"Passo_Fundo"
"Tupanci do Sul",17,"Passo Fundo",432218,"Passo_Fundo"
"Tupanciretã",12,"Cruz Alta",432220,"Cruz_Alta"
"Tupandi",8,"Canoas",432225,"Canoas"
"Tuparendi",14,"Santa Rosa",432230,"Santa_Rosa"
"Turuçu",21,"Pelotas",432232,"Pelotas"
"Ubiretama",11,"Santo Ângelo",432234,"Santo_Angelo"
"União da Serra",23,"Caxias do Sul",432235,"Caxias_do_Sul"
"Unistalda",1,"Santa Maria",432237,"Santa_Maria"
"Uruguaiana",3,"Uruguaiana",432240,"Uruguaiana"
"Vacaria",23,"Caxias do Sul",432250,"Caxias_do_Sul"
"Vale do Sol",28,"Santa Cruz do Sul",432253,"Santa_Cruz_do_Sul"
"Vale Real",23,"Caxias do Sul",432254,"Caxias_do_Sul"
"Vale Verde",28,"Santa Cruz do Sul",432252,"Santa_Cruz_do_Sul"
"Vanini",17,"Passo Fundo",432255,"Passo_Fundo"
"Venâncio Aires",28,"Santa Cruz do Sul",432260,"Santa_Cruz_do_Sul"
"Vera Cruz",28,"Santa Cruz do Sul",432270,"Santa_Cruz_do_Sul"
"Veranópolis",23,"Caxias do Sul",432280,"Caxias_do_Sul"
"Vespasiano Correa",29,"Lajeado",432285,"Lajeado"
"Viadutos",16,"Erechim",432290,"Erechim"
"Viamão",10,"Porto Alegre",432300,"Porto_Alegre"
"Vicente Dutra",15,"Palmeira das Missões",432310,"Palmeira_das_Missoes"
"Victor Graeff",17,"Passo Fundo",432320,"Passo_Fundo"
"Vila Flores",23,"Caxias do Sul",432330,"Caxias_do_Sul"
"Vila Lângaro",17,"Passo Fundo",432335,"Passo_Fundo"
"Vila Maria",17,"Passo Fundo",432340,"Passo_Fundo"
"Vila Nova do Sul",1,"Santa Maria",432345,"Santa_Maria"
"Vista Alegre",15,"Palmeira das Missões",432350,"Palmeira_das_Missoes"
"Vista Alegre do Prata",23,"Caxias do Sul",432360,"Caxias_do_Sul"
"Vista Gaúcha",15,"Palmeira das Missões",432370,"Palmeira_das_Missoes"
"Vitória das Missões",11,"Santo Ângelo",432375,"Santo_Angelo"
"Westfalia",29,"Lajeado",432377,"Lajeado"
"Xangri-lá",4,"Capão Da Canoa",432380,"Capao_Da_Canoa"
