"t_start","t_end","Mean.R","Std.R","Quantile.0.025.R","Quantile.0.05.R","Quantile.0.25.R","Median.R","Quantile.0.75.R","Quantile.0.95.R","Quantile.0.975.R","data"
22,29,1.51962356992839,0.222542148865187,1.12125057451976,1.17680454582789,1.36508328897187,1.50618780947061,1.66063400512575,1.90372823864902,1.99183968187757,2020-03-29
29,36,0.965091670123898,0.131324568849901,0.724443491606264,0.760034851500644,0.873254607465274,0.959119469543446,1.0506823290659,1.18962515755813,1.23668300862263,2020-04-05
36,43,0.859372829434886,0.136151087596805,0.614820377021902,0.649007746062607,0.763864430482706,0.852530388240853,0.945846307217789,1.09582611945819,1.14905727100613,2020-04-12
43,50,1.01328014272451,0.158222702218726,0.726014961067628,0.767529011125422,0.902555499147517,1.0053886638265,1.11443482170279,1.28500133378323,1.34550076983541,2020-04-19
50,57,1.14332479856151,0.164529195577217,0.840818184568288,0.886982829602315,1.02921350737329,1.13645008452491,1.24905392308676,1.42687230284247,1.4855866398077,2020-04-26
57,64,1.34841962284793,0.161915881947635,1.04988006701018,1.09379677869049,1.23597081808586,1.3410344370097,1.45294323750232,1.62875575426995,1.68780541897104,2020-05-03
64,71,1.16074096142695,0.121562972925603,0.937250773646689,0.970071350329871,1.07669573366911,1.1558453960162,1.2391854838861,1.36975744781279,1.4148222474123,2020-05-10
71,78,1.12014658827905,0.106987169875106,0.920102485578518,0.950272465579423,1.04669236921324,1.11693222228008,1.1902285437287,1.30241772193676,1.33883574479941,2020-05-17
78,85,1.18006089255582,0.100754004782423,0.990888993809676,1.01965663064648,1.11070079643308,1.17645553249346,1.24633936795489,1.35140195287255,1.38748761209396,2020-05-24
85,92,1.07897934316857,0.0860396785621299,0.917648173867994,0.942261457462578,1.01926120212915,1.07687697475107,1.13571118278422,1.22455480833612,1.25442614379392,2020-05-31
92,99,1.22526617613484,0.0859685745218949,1.06259763473995,1.08784868182231,1.16594003977061,1.22311257350719,1.28215334343025,1.37001026108032,1.4005829179445,2020-06-07
99,106,1.0020238357945,0.0678307066316213,0.872453784688879,0.892693160537618,0.955699809971238,1.00050143341793,1.04660843960334,1.11565204240869,1.13962550725182,2020-06-14
106,113,1.01336167314023,0.0691242936352976,0.881923463632466,0.902923174235757,0.965979515292557,1.01179111124407,1.05874870825363,1.1298400489139,1.15464630350042,2020-06-21
113,120,1.12705247304893,0.0706138523240381,0.99252028596344,1.01329665324224,1.07860709929575,1.12577013159115,1.17374394775678,1.24591420457088,1.26993400446016,2020-06-28
120,127,1.14160800823953,0.0657361928232246,1.01550371576363,1.03563334051071,1.0970623497837,1.14039706381903,1.18473084459748,1.25134003293569,1.27415842653887,2020-07-05
127,134,1.06779171996029,0.0576182305212871,0.95825093347598,0.974550079675169,1.02863953162326,1.06663194538351,1.10608686609155,1.16394454240287,1.1838955992211,2020-07-12
134,141,1.00589677927114,0.0529149138796994,0.905242070370928,0.920701738607343,0.96953345080779,1.00518762821161,1.04080205361647,1.09475008090332,1.11243333462729,2020-07-19
141,148,1.00236353965112,0.0524969387559854,0.901671403460437,0.918021069245112,0.966478256718818,1.00156117190558,1.03722459248001,1.09011561323964,1.10741248916554,2020-07-26
148,155,0.975309313659636,0.0520050835452596,0.875586097521626,0.891320769497622,0.939486062361964,0.974615137020877,1.00979227661112,1.06223687108524,1.07923213326328,2020-08-02
155,162,0.923171039856605,0.0527374764401945,0.822834088893964,0.838731519586181,0.887189490535274,0.921923797800309,0.957832050762552,1.01212234604231,1.03027254423188,2020-08-09
162,169,0.944113812272239,0.05707690867773,0.836023621735916,0.852296064004423,0.90500207587707,0.942695252637017,0.981915112963072,1.04061561440643,1.06003036955173,2020-08-16
169,176,0.962450699006044,0.0596657108381607,0.850067771564378,0.866804600327611,0.92142960392275,0.96090470649416,1.00186931957361,1.0626902550579,1.08353649107223,2020-08-23
176,183,0.939473063430718,0.0613155573492627,0.823337741374776,0.840995823079986,0.897374872682284,0.938153397870896,0.979796026545854,1.04296180620731,1.06357133185227,2020-08-30
183,190,0.921896031911712,0.0641144496608254,0.799949186947067,0.818094998378377,0.877733557815619,0.920726042562031,0.964413788574524,1.02937762075881,1.05153297660033,2020-09-06
190,197,0.930874902395368,0.0689929718449256,0.800619144272421,0.819987296979284,0.883796311463851,0.929105157419913,0.976337926999774,1.04747985454539,1.07006505304619,2020-09-13
197,204,0.875572370385633,0.0707138915690268,0.742665863018297,0.762877729667263,0.826755814293306,0.87384709840486,0.922690451950989,0.995153483672605,1.01855439940403,2020-09-20
204,211,0.851426610536603,0.0794351663320596,0.703600175238174,0.72546802565523,0.796318114363652,0.848707672865051,0.903592635535493,0.985728762716794,1.01422648727163,2020-09-27
211,218,0.934467821164219,0.0919557897263196,0.763594890587458,0.788361908431702,0.871135445080282,0.931457382833465,0.994598618377534,1.09061259629529,1.12357492799098,2020-10-04
218,225,0.961261432116107,0.0972650569210495,0.780204781208835,0.806927878110375,0.894255634483006,0.958225231851159,1.02515351714525,1.12592102422614,1.16159349435954,2020-10-11
225,232,0.9385563412107,0.0992132131083455,0.75431369276065,0.782055976507502,0.869756530989226,0.934416819649514,1.00331516328963,1.10773270814567,1.14260563585566,2020-10-18
232,239,1.02048087059649,0.108992985210289,0.818055230938696,0.847896404005673,0.944723249422604,1.01658636076031,1.09208441009287,1.20622680285674,1.24422868736025,2020-10-25
239,246,1.06328870219596,0.107932320199145,0.861811896283464,0.891942256418489,0.988445848496823,1.0592626746651,1.13380457849076,1.24736587977649,1.28521597922355,2020-11-01
246,253,1.13997758083697,0.107981404468195,0.937743237594302,0.967186372240876,1.06558087006504,1.13684611905432,1.21127149725809,1.32310247039909,1.36019869057264,2020-11-08
253,260,1.24122204886549,0.102588522429679,1.04937147637121,1.07849457603153,1.17076417208988,1.23821071734005,1.30907311679868,1.4149893091541,1.45092433961333,2020-11-15
260,267,1.15685759580381,0.084262226522992,0.997463010454087,1.02165950648485,1.09886513867458,1.15505355112281,1.21222313116906,1.29912535237098,1.32795698104028,2020-11-22
267,274,1.09809979611547,0.0737794161127242,0.957786450074336,0.979051777393237,1.04769095754519,1.09666250841494,1.14657912195848,1.22214264138721,1.24793541709302,2020-11-29
274,281,1.10846189745071,0.0685821435215786,0.978435712951866,0.997755781880741,1.06152322700795,1.1072101373613,1.15380579175687,1.22364970349056,1.24739602179357,2020-12-06
281,288,1.02121623686723,0.0613424837873092,0.904829487520985,0.922436284020015,0.979162319411269,1.02009348980799,1.06163392493175,1.12404330511935,1.14529428483481,2020-12-13
288,295,1.04476975595587,0.0613156944923641,0.929065400537356,0.946264914047683,1.00262291776972,1.04343989469821,1.08539235232496,1.14761279823712,1.16915669522851,2020-12-20
295,302,1.11969567518403,0.0614267397396412,1.00195485052719,1.02008946531905,1.07757701890801,1.11890078446054,1.16067382726577,1.22293516149262,1.24308524014571,2020-12-27
302,309,1.15632602828439,0.0577815866827288,1.04599248082713,1.06334216688505,1.11682652770061,1.15520049505479,1.19477262451041,1.25299114779781,1.27170031589424,2021-01-03
309,316,1.1129292955411,0.0517471806573996,1.01476742596513,1.02932362482716,1.07750664820178,1.11213219293389,1.14725358914745,1.1995171681883,1.21682056090286,2021-01-10
316,323,0.972220030944976,0.0437508985212885,0.888809226339351,0.901167202418704,0.942496019298605,0.971601436588633,1.00134763230105,1.04540751220495,1.06016111548191,2021-01-17
323,330,0.941840268863516,0.0449693040990497,0.855950284871289,0.868706930408531,0.911036829137217,0.941092687257486,0.971830516904208,1.0166984012656,1.03200250446386,2021-01-24
330,337,0.897868891660657,0.046091070199976,0.809530547375813,0.823342053532301,0.866065627827713,0.897402875475258,0.928474985725507,0.975118575838867,0.990519237008683,2021-01-31
337,344,0.867342134987749,0.0512827409594111,0.770068489183681,0.784901095504182,0.832244656246124,0.866336686994255,0.901177505923688,0.953488874691266,0.971628081363841,2021-02-07
344,351,0.950636030788322,0.0572900353434233,0.841439424397298,0.858862729963894,0.911433588968585,0.949320058322167,0.988811535281119,1.04618742511184,1.06638412345299,2021-02-14
351,358,1.03167202615444,0.0603002393229996,0.917415535970065,0.934892616855511,0.990207091846148,1.03038686638427,1.07187768242404,1.13321955141411,1.15369219832878,2021-02-21
358,365,1.08453585755638,0.0604616534281423,0.970435272449995,0.987462491983799,1.04296615134176,1.08308337039685,1.1242947043664,1.1864081919893,1.20646771024099,2021-02-28
365,372,1.21219812043717,0.0615022775420444,1.09472857455839,1.11249864723655,1.17022802188265,1.21146788211664,1.25292665888763,1.31516225782545,1.33693181398283,2021-03-07
372,379,1.18129858351259,0.0552392214217784,1.07685553012649,1.09296071219397,1.1435793729159,1.18018896605375,1.21778288593989,1.27452247559231,1.29423356129943,2021-03-14
379,386,1.06748184573041,0.0442606177013277,0.982608540884389,0.996377513078194,1.03738775309433,1.06668855085574,1.09692334032348,1.14133437702011,1.15635847214049,2021-03-21
386,393,0.972882734667571,0.0393710455806463,0.897186283711368,0.909138890008743,0.946106064313638,0.972428626332764,0.999166978431782,1.03818536010699,1.05161191633684,2021-03-28
393,400,0.937812057000725,0.0404179767736802,0.860098326121015,0.872127075516783,0.910107358782204,0.937172417848763,0.964901007879768,1.00487525464732,1.01844461256682,2021-04-04
400,407,1.00081880586661,0.043560230859246,0.917192543741282,0.930614598598312,0.97101196730439,1.00025200906841,1.03008213546143,1.07318589360308,1.08782108685263,2021-04-11
407,414,1.03376646396472,0.0435805147782704,0.949868961279641,0.962948317716984,1.00441795266849,1.03290110438952,1.06269167263837,1.10694751566907,1.12093024244935,2021-04-18
414,421,1.02699307433841,0.0430675739309826,0.944017911958487,0.956829445447052,0.99798194084371,1.02642577740902,1.0556065440405,1.09824766807442,1.11263135717507,2021-04-25
421,428,1.02140455458935,0.0427788927894118,0.938710768322799,0.951930913468673,0.992150876396185,1.02085316032162,1.0500285280957,1.09249700677319,1.1064498173604,2021-05-02
428,435,1.00203095219987,0.0443505106189289,0.916512405853374,0.930006177960634,0.971968718691881,1.0013806660891,1.03167302301057,1.07611099391229,1.09057327755325,2021-05-09
435,442,1.00616045538729,0.0515091957570057,0.909019481143762,0.92403582980418,0.970944614749922,1.00469756496136,1.03960018327757,1.09298324929808,1.11181700392313,2021-05-16
