date,observed,estimate,upper,lower,type
2020-03-08,6,6,6,6,covid
2020-03-09,7,7,7,7,covid
2020-03-10,8,8,8,8,covid
2020-03-11,11,11,11,11,covid
2020-03-12,18,18,18,18,covid
2020-03-13,26,26,26,26,covid
2020-03-14,35,35,35,35,covid
2020-03-15,49,49,49,49,covid
2020-03-16,68,68,68,68,covid
2020-03-17,94,94,94,94,covid
2020-03-18,126,126,128,126,covid
2020-03-19,167,167,170,167,covid
2020-03-20,201,201,204,201,covid
2020-03-21,243,243,247,243,covid
2020-03-22,280,281,288,280,covid
2020-03-23,343,345,353,343,covid
2020-03-24,396,399,409,396,covid
2020-03-25,439,444,466,439,covid
2020-03-26,494,501,535,494,covid
2020-03-27,572,590,622,573,covid
2020-03-28,622,646,685,623,covid
2020-03-29,671,700,747,674,covid
2020-03-30,733,770,826,738,covid
2020-03-31,781,828,893,788,covid
2020-04-01,816,872,945,827,covid
2020-04-02,848,912,1002,859,covid
2020-04-03,875,949,1060,891,covid
2020-04-04,878,962,1085,900,covid
2020-04-05,889,989,1123,912,covid
2020-04-06,902,1020,1161,931,covid
2020-04-07,911,1039,1202,948,covid
2020-04-08,898,1041,1224,939,covid
2020-04-09,898,1054,1254,949,covid
2020-04-10,890,1069,1282,949,covid
2020-04-11,884,1085,1308,948,covid
2020-04-12,902,1122,1364,972,covid
2020-04-13,922,1173,1422,1004,covid
2020-04-14,918,1188,1460,1007,covid
2020-04-15,928,1221,1520,1028,covid
2020-04-16,926,1236,1550,1032,covid
2020-04-17,935,1281,1613,1062,covid
2020-04-18,918,1290,1636,1057,covid
2020-04-19,912,1315,1680,1068,covid
2020-04-20,914,1341,1746,1092,covid
2020-04-21,914,1366,1789,1106,covid
2020-04-22,910,1404,1841,1119,covid
2020-04-23,884,1413,1861,1107,covid
2020-03-08,121,121,121,121,srag
2020-03-09,126,126,126,126,srag
2020-03-10,130,130,130,130,srag
2020-03-11,137,137,137,137,srag
2020-03-12,163,163,163,163,srag
2020-03-13,180,180,180,180,srag
2020-03-14,197,197,197,197,srag
2020-03-15,228,228,228,228,srag
2020-03-16,285,285,285,285,srag
2020-03-17,335,335,335,335,srag
2020-03-18,429,429,429,429,srag
2020-03-19,535,535,535,535,srag
2020-03-20,636,636,636,636,srag
2020-03-21,753,753,754,753,srag
2020-03-22,835,835,837,835,srag
2020-03-23,964,964,967,964,srag
2020-03-24,1085,1085,1091,1085,srag
2020-03-25,1188,1188,1194,1188,srag
2020-03-26,1318,1318,1330,1318,srag
2020-03-27,1459,1459,1477,1459,srag
2020-03-28,1562,1565,1584,1562,srag
2020-03-29,1646,1650,1671,1646,srag
2020-03-30,1758,1765,1794,1758,srag
2020-03-31,1878,1887,1922,1878,srag
2020-04-01,1959,1969,2011,1959,srag
2020-04-02,2027,2040,2089,2027,srag
2020-04-03,2101,2117,2169,2101,srag
2020-04-04,2133,2151,2209,2133,srag
2020-04-05,2174,2194,2258,2174,srag
2020-04-06,2219,2243,2313,2219,srag
2020-04-07,2264,2288,2368,2264,srag
2020-04-08,2280,2306,2391,2280,srag
2020-04-09,2324,2357,2449,2324,srag
2020-04-10,2346,2379,2484,2346,srag
2020-04-11,2382,2424,2527,2382,srag
2020-04-12,2444,2492,2610,2444,srag
2020-04-13,2511,2564,2683,2511,srag
2020-04-14,2575,2640,2767,2577,srag
2020-04-15,2631,2705,2831,2633,srag
2020-04-16,2687,2771,2908,2691,srag
2020-04-17,2752,2847,2987,2760,srag
2020-04-18,2787,2902,3046,2803,srag
2020-04-19,2854,2977,3151,2878,srag
2020-04-20,2917,3070,3252,2952,srag
2020-04-21,3020,3199,3406,3072,srag
2020-04-22,3113,3333,3567,3182,srag
2020-04-23,3170,3440,3697,3271,srag
2020-04-24,3184,3497,3795,3318,srag
2020-04-25,3176,3541,3869,3341,srag
