date,observed,estimate,upper,lower,type
2020-03-08,17,17,17,17,covid
2020-03-09,19,19,19,19,covid
2020-03-10,23,23,23,23,covid
2020-03-11,30,30,30,30,covid
2020-03-12,42,42,42,42,covid
2020-03-13,57,57,57,57,covid
2020-03-14,81,81,81,81,covid
2020-03-15,115,115,115,115,covid
2020-03-16,150,150,150,150,covid
2020-03-17,211,211,211,211,covid
2020-03-18,295,295,295,295,covid
2020-03-19,383,383,383,383,covid
2020-03-20,490,490,490,490,covid
2020-03-21,590,590,590,590,covid
2020-03-22,694,694,694,694,covid
2020-03-23,831,831,832,831,covid
2020-03-24,989,989,991,989,covid
2020-03-25,1173,1174,1179,1173,covid
2020-03-26,1367,1368,1383,1367,covid
2020-03-27,1557,1558,1579,1557,covid
2020-03-28,1714,1717,1744,1714,covid
2020-03-29,1851,1857,1886,1851,covid
2020-03-30,2068,2077,2118,2068,covid
2020-03-31,2222,2239,2287,2222,covid
2020-04-01,2329,2353,2416,2329,covid
2020-04-02,2459,2490,2570,2459,covid
2020-04-03,2533,2571,2673,2533,covid
2020-04-04,2586,2633,2764,2586,covid
2020-04-05,2640,2698,2846,2640,covid
2020-04-06,2732,2802,2976,2733,covid
2020-04-07,2817,2900,3109,2821,covid
2020-04-08,2822,2917,3164,2829,covid
2020-04-09,2848,2961,3234,2859,covid
2020-04-10,2857,3002,3294,2872,covid
2020-04-11,2891,3060,3381,2912,covid
2020-04-12,2928,3114,3481,2958,covid
2020-04-13,3006,3229,3635,3050,covid
2020-04-14,3031,3291,3737,3091,covid
2020-04-15,3098,3389,3891,3176,covid
2020-04-16,3119,3462,4000,3210,covid
2020-04-17,3161,3557,4114,3271,covid
2020-04-18,3121,3574,4192,3257,covid
2020-04-19,3120,3633,4284,3286,covid
2020-04-20,3191,3770,4481,3393,covid
2020-04-21,3216,3877,4640,3459,covid
2020-04-22,3306,4067,4856,3587,covid
2020-04-23,3336,4192,5025,3675,covid
2020-04-24,3332,4285,5183,3732,covid
2020-04-25,3308,4387,5368,3774,covid
2020-04-26,3292,4498,5528,3836,covid
2020-04-27,3273,4624,5725,3909,covid
2020-04-28,3183,4684,5832,3900,covid
2020-04-29,3099,4773,5990,3914,covid
2020-03-08,232,232,232,232,srag
2020-03-09,253,253,253,253,srag
2020-03-10,269,269,269,269,srag
2020-03-11,294,294,294,294,srag
2020-03-12,348,348,348,348,srag
2020-03-13,394,394,394,394,srag
2020-03-14,443,443,443,443,srag
2020-03-15,522,522,522,522,srag
2020-03-16,665,665,665,665,srag
2020-03-17,834,834,834,834,srag
2020-03-18,1084,1084,1084,1084,srag
2020-03-19,1381,1381,1381,1381,srag
2020-03-20,1718,1718,1718,1718,srag
2020-03-21,2031,2031,2031,2031,srag
2020-03-22,2252,2252,2252,2252,srag
2020-03-23,2610,2610,2610,2610,srag
2020-03-24,2943,2943,2943,2943,srag
2020-03-25,3283,3283,3283,3283,srag
2020-03-26,3734,3734,3738,3734,srag
2020-03-27,4133,4135,4148,4133,srag
2020-03-28,4443,4447,4464,4443,srag
2020-03-29,4733,4738,4765,4733,srag
2020-03-30,5220,5226,5264,5220,srag
2020-03-31,5579,5586,5643,5579,srag
2020-04-01,5869,5878,5946,5869,srag
2020-04-02,6181,6191,6269,6181,srag
2020-04-03,6386,6402,6497,6386,srag
2020-04-04,6576,6599,6700,6576,srag
2020-04-05,6694,6719,6839,6694,srag
2020-04-06,6979,7012,7153,6979,srag
2020-04-07,7231,7276,7439,7231,srag
2020-04-08,7368,7421,7598,7368,srag
2020-04-09,7535,7595,7794,7535,srag
2020-04-10,7622,7690,7905,7622,srag
2020-04-11,7776,7857,8088,7777,srag
2020-04-12,7916,8007,8270,7918,srag
2020-04-13,8220,8321,8605,8223,srag
2020-04-14,8491,8605,8908,8495,srag
2020-04-15,8752,8880,9206,8758,srag
2020-04-16,8934,9081,9435,8942,srag
2020-04-17,9185,9349,9748,9194,srag
2020-04-18,9283,9472,9886,9301,srag
2020-04-19,9452,9663,10124,9483,srag
2020-04-20,9796,10036,10530,9845,srag
2020-04-21,10122,10402,10936,10189,srag
2020-04-22,10668,10993,11564,10766,srag
2020-04-23,11142,11534,12157,11265,srag
2020-04-24,11536,11992,12658,11681,srag
2020-04-25,11836,12376,13091,12034,srag
2020-04-26,12162,12789,13554,12409,srag
2020-04-27,12613,13363,14214,12930,srag
2020-04-28,12859,13752,14652,13263,srag
2020-04-29,13089,14162,15064,13596,srag
2020-04-30,13136,14377,15381,13733,srag
2020-05-01,13074,14488,15543,13788,srag
