"estimate","lower","upper","onset_date","n.reported"
636,636,636,2020-03-23,636
572,570,577,2020-03-24,570
558,555,565,2020-03-25,554
545,540,553,2020-03-26,538
502,496,511,2020-03-27,494
494,488,503,2020-03-28,484
467,460,478,2020-03-29,454
500,491,513,2020-03-30,480
495,484,509,2020-03-31,467
617,603,634,2020-04-01,576
499,486,516,2020-04-02,454
479,465,496,2020-04-03,430
457,442,475,2020-04-04,402
463,447,483,2020-04-05,398
547,528,569,2020-04-06,462
491,469,513,2020-04-07,395
516,492,542,2020-04-08,402
499,474,526,2020-04-09,369
598,569,630,2020-04-10,435
481,451.975,513,2020-04-11,313
490,458,526,2020-04-12,297
499,464,537,2020-04-13,275
465,425,507.025,2020-04-14,209
538,491,588,2020-04-15,221
489,438,544,2020-04-16,151
482,424,544.025,2020-04-17,110
521,455,597,2020-04-18,94
500,420,592,2020-04-19,43
544,440,677,2020-04-20,30
533,407,710,2020-04-21,2
