"estimate","lower","upper","onset_date","n.reported"
16,16,16,2020-03-25,16
18,18,18,2020-03-26,18
27,27,27,2020-03-27,27
35,35,35,2020-03-28,35
33,33,33,2020-03-29,33
38,38,38,2020-03-30,38
45,45,45,2020-03-31,45
48,48,48,2020-04-01,48
46,46,46,2020-04-02,46
43,43,44,2020-04-03,43
61,61,64,2020-04-04,61
55,55,59,2020-04-05,55
59,58,64,2020-04-06,58
65,63,70,2020-04-07,63
59,56,64,2020-04-08,56
39,36,45,2020-04-09,36
64,61,71,2020-04-10,60
54,50,61,2020-04-11,49
55,50,62,2020-04-12,49
72,66,80,2020-04-13,64
55,49,63,2020-04-14,46
65,58,74,2020-04-15,55
54,47,62,2020-04-16,43
73,66,83,2020-04-17,60
63,55,72,2020-04-18,49
54,46,64,2020-04-19,40
70,62,81,2020-04-20,53
59,50,71,2020-04-21,40
84,74,99,2020-04-22,59
101,88,117,2020-04-23,70
73,61,88,2020-04-24,44
68,56,83,2020-04-25,38
88,74.9750000000002,105,2020-04-26,52
83,68,101,2020-04-27,44
90,75,110,2020-04-28,48
75,61,93,2020-04-29,36
56,42,72,2020-04-30,22
50,37,67,2020-05-01,18
43,30,62,2020-05-02,11
46,29,68,2020-05-03,8
