date,observed,estimate,upper,lower,type
2020-03-01,0,0,0,0,covid
2020-03-02,0,0,0,0,covid
2020-03-03,0,0,0,0,covid
2020-03-04,0,0,0,0,covid
2020-03-05,0,0,0,0,covid
2020-03-06,0,0,0,0,covid
2020-03-07,0,0,0,0,covid
2020-03-08,0,0,0,0,covid
2020-03-09,0,0,0,0,covid
2020-03-10,0,0,0,0,covid
2020-03-11,0,0,0,0,covid
2020-03-12,0,0,0,0,covid
2020-03-13,0,0,0,0,covid
2020-03-14,0,0,0,0,covid
2020-03-15,0,0,0,0,covid
2020-03-16,1,1,1,1,covid
2020-03-17,1,1,1,1,covid
2020-03-18,1,1,1,1,covid
2020-03-19,1,1,1,1,covid
2020-03-20,2,2,2,2,covid
2020-03-21,2,2,2,2,covid
2020-03-22,3,3,3,3,covid
2020-03-23,5,5,5,5,covid
2020-03-24,6,6,6,6,covid
2020-03-25,9,9,9,9,covid
2020-03-26,12,12,12,12,covid
2020-03-27,14,14,14,14,covid
2020-03-28,16,16,16,16,covid
2020-03-29,17,17,17,17,covid
2020-03-30,16,16,16,16,covid
2020-03-31,18,18,18,18,covid
2020-04-01,18,18,18,18,covid
2020-04-02,21,21,21,21,covid
2020-04-03,21,21,21,21,covid
2020-04-04,23,23,23,23,covid
2020-04-05,20,20,20,20,covid
2020-04-06,19,19,19,19,covid
2020-04-07,19,19,19,19,covid
2020-04-08,22,22,22,22,covid
2020-04-09,23,23,23,23,covid
2020-04-10,21,21,21,21,covid
2020-04-11,19,19,19,19,covid
2020-04-12,18,18,18,18,covid
2020-04-13,18,18,18,18,covid
2020-04-14,15,15,15,15,covid
2020-04-15,14,14,14,14,covid
2020-04-16,14,14,14,14,covid
2020-04-17,15,15,15,15,covid
2020-04-18,17,17,17,17,covid
2020-04-19,17,17,17,17,covid
2020-04-20,17,17,17,17,covid
2020-04-21,21,21,21,21,covid
2020-04-22,22,22,22,22,covid
2020-04-23,23,23,23,23,covid
2020-04-24,24,24,24,24,covid
2020-04-25,24,24,24,24,covid
2020-04-26,23,23,23,23,covid
2020-04-27,24,24,24,24,covid
2020-04-28,26,26,26,26,covid
2020-04-29,27,27,27,27,covid
2020-04-30,27,27,27,27,covid
2020-05-01,26,26,26,26,covid
2020-05-02,25,25,25,25,covid
2020-05-03,26,26,26,26,covid
2020-05-04,34,34,34,34,covid
2020-05-05,33,33,33,33,covid
2020-05-06,30,30,30,30,covid
2020-05-07,28,28,28,28,covid
2020-05-08,30,30,30,30,covid
2020-05-09,29,29,29,29,covid
2020-05-10,30,30,30,30,covid
2020-05-11,28,28,28,28,covid
2020-05-12,28,28,28,28,covid
2020-05-13,27,27,27,27,covid
2020-05-14,27,27,27,27,covid
2020-05-15,26,26,26,26,covid
2020-05-16,28,28,28,28,covid
2020-05-17,26,26,26,26,covid
2020-05-18,28,28,28,28,covid
2020-05-19,27,27,27,27,covid
2020-05-20,30,30,30,30,covid
2020-05-21,33,33,33,33,covid
2020-05-22,34,34,34,34,covid
2020-05-23,36,36,36,36,covid
2020-05-24,36,36,36,36,covid
2020-05-25,41,41,41,41,covid
2020-05-26,40,40,40,40,covid
2020-05-27,38,38,38,38,covid
2020-05-28,43,43,43,43,covid
2020-05-29,50,50,50,50,covid
2020-05-30,55,55,55,55,covid
2020-05-31,57,57,57,57,covid
2020-06-01,67,67,67,67,covid
2020-06-02,70,70,70,70,covid
2020-06-03,73,73,73,73,covid
2020-06-04,78,78,78,78,covid
2020-06-05,83,83,83,83,covid
2020-06-06,83,83,83,83,covid
2020-06-07,83,83,83,83,covid
2020-06-08,95,95,95,95,covid
2020-06-09,100,100,100,100,covid
2020-06-10,104,104,104,104,covid
2020-06-11,105,105,105,105,covid
2020-06-12,102,102,102,102,covid
2020-06-13,111,111,111,111,covid
2020-06-14,112,112,112,112,covid
2020-06-15,127,127,127,127,covid
2020-06-16,130,130,130,130,covid
2020-06-17,139,139,139,139,covid
2020-06-18,141,141,141,141,covid
2020-06-19,144,144,144,144,covid
2020-06-20,148,148,148,148,covid
2020-06-21,148,148,148,148,covid
2020-06-22,153,153,153,153,covid
2020-06-23,170,170,170,170,covid
2020-06-24,168,168,168,168,covid
2020-06-25,163,163,163,163,covid
2020-06-26,172,172,172,172,covid
2020-06-27,165,165,165,165,covid
2020-06-28,175,175,175,175,covid
2020-06-29,167,167,167,167,covid
2020-06-30,171,171,171,171,covid
2020-07-01,172,172,172,172,covid
2020-07-02,176,176,176,176,covid
2020-07-03,181,181,181,181,covid
2020-07-04,185,185,185,185,covid
2020-07-05,186,186,186,186,covid
2020-07-06,197,197,197,197,covid
2020-07-07,204,204,204,204,covid
2020-07-08,204,204,204,204,covid
2020-07-09,205,205,205,205,covid
2020-07-10,208,208,208,208,covid
2020-07-11,211,211,211,211,covid
2020-07-12,218,218,218,218,covid
2020-07-13,215,215,215,215,covid
2020-07-14,224,224,224,224,covid
2020-07-15,221,221,221,221,covid
2020-07-16,226,226,226,226,covid
2020-07-17,226,226,226,226,covid
2020-07-18,221,221,222,221,covid
2020-07-19,227,227,228,227,covid
2020-07-20,224,224,226,224,covid
2020-07-21,224,224,230,224,covid
2020-07-22,235,235,241,235,covid
2020-07-23,232,232,240,232,covid
2020-07-24,233,233,243,233,covid
2020-07-25,233,233,242,233,covid
2020-07-26,229,229,241,229,covid
2020-07-27,227,227,242,227,covid
2020-07-28,224,224,240,224,covid
2020-07-29,223,223,239,223,covid
2020-07-30,222,222,240,222,covid
2020-07-31,221,221,237,221,covid
2020-08-01,216,216,240,216,covid
2020-08-02,220,220,245,220,covid
2020-08-03,219,219,247,219,covid
2020-08-04,211,212,243,211,covid
2020-08-05,215,216,246,215,covid
2020-08-06,228,230,266,228,covid
2020-08-07,222,224,265,222,covid
2020-08-08,220,222,268,220,covid
2020-08-09,223,225,276,223,covid
2020-08-10,229,231,290,229,covid
2020-08-11,225,229,287,225,covid
2020-08-12,223,227,285,223,covid
2020-08-13,219,226,281,219,covid
2020-08-14,216,223,283,216,covid
2020-08-15,212,223,292,212,covid
2020-08-16,200,213,286,200,covid
2020-08-17,192,210,290,192,covid
2020-08-18,191,215,293,193,covid
2020-08-19,186,218,300,189,covid
2020-03-01,7,7,7,7,srag
2020-03-02,6,6,6,6,srag
2020-03-03,6,6,6,6,srag
2020-03-04,6,6,6,6,srag
2020-03-05,5,5,5,5,srag
2020-03-06,6,6,6,6,srag
2020-03-07,7,7,7,7,srag
2020-03-08,7,7,7,7,srag
2020-03-09,7,7,7,7,srag
2020-03-10,8,8,8,8,srag
2020-03-11,9,9,9,9,srag
2020-03-12,11,11,11,11,srag
2020-03-13,13,13,13,13,srag
2020-03-14,15,15,15,15,srag
2020-03-15,17,17,17,17,srag
2020-03-16,16,16,16,16,srag
2020-03-17,18,18,18,18,srag
2020-03-18,20,20,20,20,srag
2020-03-19,22,22,22,22,srag
2020-03-20,26,26,26,26,srag
2020-03-21,23,23,23,23,srag
2020-03-22,27,27,27,27,srag
2020-03-23,36,36,36,36,srag
2020-03-24,43,43,43,43,srag
2020-03-25,44,44,44,44,srag
2020-03-26,48,48,48,48,srag
2020-03-27,51,51,51,51,srag
2020-03-28,55,55,55,55,srag
2020-03-29,64,64,64,64,srag
2020-03-30,64,64,64,64,srag
2020-03-31,65,65,65,65,srag
2020-04-01,67,67,67,67,srag
2020-04-02,67,67,67,67,srag
2020-04-03,64,64,64,64,srag
2020-04-04,66,66,66,66,srag
2020-04-05,65,65,65,65,srag
2020-04-06,72,72,72,72,srag
2020-04-07,69,69,69,69,srag
2020-04-08,70,70,70,70,srag
2020-04-09,71,71,71,71,srag
2020-04-10,72,72,72,72,srag
2020-04-11,70,70,70,70,srag
2020-04-12,76,76,76,76,srag
2020-04-13,78,78,78,78,srag
2020-04-14,71,71,71,71,srag
2020-04-15,70,70,70,70,srag
2020-04-16,72,72,72,72,srag
2020-04-17,72,72,72,72,srag
2020-04-18,77,77,77,77,srag
2020-04-19,77,77,77,77,srag
2020-04-20,73,73,73,73,srag
2020-04-21,73,73,73,73,srag
2020-04-22,73,73,73,73,srag
2020-04-23,69,69,69,69,srag
2020-04-24,72,72,72,72,srag
2020-04-25,68,68,68,68,srag
2020-04-26,69,69,69,69,srag
2020-04-27,78,78,78,78,srag
2020-04-28,83,83,83,83,srag
2020-04-29,87,87,87,87,srag
2020-04-30,86,86,86,86,srag
2020-05-01,77,77,77,77,srag
2020-05-02,74,74,74,74,srag
2020-05-03,80,80,80,80,srag
2020-05-04,93,93,93,93,srag
2020-05-05,94,94,94,94,srag
2020-05-06,89,89,89,89,srag
2020-05-07,85,85,85,85,srag
2020-05-08,87,87,87,87,srag
2020-05-09,86,86,86,86,srag
2020-05-10,91,91,91,91,srag
2020-05-11,98,98,98,98,srag
2020-05-12,98,98,98,98,srag
2020-05-13,92,92,92,92,srag
2020-05-14,98,98,98,98,srag
2020-05-15,92,92,92,92,srag
2020-05-16,92,92,92,92,srag
2020-05-17,86,86,86,86,srag
2020-05-18,87,87,87,87,srag
2020-05-19,79,79,79,79,srag
2020-05-20,81,81,81,81,srag
2020-05-21,85,85,85,85,srag
2020-05-22,83,83,83,83,srag
2020-05-23,89,89,89,89,srag
2020-05-24,90,90,90,90,srag
2020-05-25,94,94,94,94,srag
2020-05-26,98,98,98,98,srag
2020-05-27,104,104,104,104,srag
2020-05-28,108,108,108,108,srag
2020-05-29,113,113,113,113,srag
2020-05-30,118,118,118,118,srag
2020-05-31,119,119,119,119,srag
2020-06-01,129,129,129,129,srag
2020-06-02,132,132,132,132,srag
2020-06-03,133,133,133,133,srag
2020-06-04,143,143,143,143,srag
2020-06-05,150,150,150,150,srag
