date,observed,estimate,upper,lower,type
2020-03-01,0,0,0,0,covid
2020-03-02,0,0,0,0,covid
2020-03-03,0,0,0,0,covid
2020-03-04,0,0,0,0,covid
2020-03-05,0,0,0,0,covid
2020-03-06,0,0,0,0,covid
2020-03-07,0,0,0,0,covid
2020-03-08,0,0,0,0,covid
2020-03-09,0,0,0,0,covid
2020-03-10,0,0,0,0,covid
2020-03-11,0,0,0,0,covid
2020-03-12,0,0,0,0,covid
2020-03-13,0,0,0,0,covid
2020-03-14,0,0,0,0,covid
2020-03-15,1,1,1,1,covid
2020-03-16,1,1,1,1,covid
2020-03-17,1,1,1,1,covid
2020-03-18,1,1,1,1,covid
2020-03-19,3,3,3,3,covid
2020-03-20,7,7,7,7,covid
2020-03-21,8,8,8,8,covid
2020-03-22,10,10,10,10,covid
2020-03-23,13,13,13,13,covid
2020-03-24,15,15,15,15,covid
2020-03-25,14,14,14,14,covid
2020-03-26,19,19,19,19,covid
2020-03-27,22,22,22,22,covid
2020-03-28,27,27,27,27,covid
2020-03-29,31,31,31,31,covid
2020-03-30,37,37,37,37,covid
2020-03-31,39,39,39,39,covid
2020-04-01,43,43,43,43,covid
2020-04-02,41,41,41,41,covid
2020-04-03,43,43,43,43,covid
2020-04-04,44,44,44,44,covid
2020-04-05,44,44,44,44,covid
2020-04-06,43,43,43,43,covid
2020-04-07,43,43,43,43,covid
2020-04-08,47,47,47,47,covid
2020-04-09,46,46,46,46,covid
2020-04-10,43,43,43,43,covid
2020-04-11,41,41,41,41,covid
2020-04-12,38,38,38,38,covid
2020-04-13,40,40,40,40,covid
2020-04-14,36,36,36,36,covid
2020-04-15,40,40,40,40,covid
2020-04-16,40,40,40,40,covid
2020-04-17,41,41,41,41,covid
2020-04-18,41,41,41,41,covid
2020-04-19,42,42,42,42,covid
2020-04-20,45,45,45,45,covid
2020-04-21,50,50,50,50,covid
2020-04-22,52,52,52,52,covid
2020-04-23,50,50,50,50,covid
2020-04-24,48,48,48,48,covid
2020-04-25,45,45,45,45,covid
2020-04-26,44,44,44,44,covid
2020-04-27,46,46,46,46,covid
2020-04-28,49,49,49,49,covid
2020-04-29,51,51,51,51,covid
2020-04-30,49,49,49,49,covid
2020-05-01,44,44,44,44,covid
2020-05-02,44,44,44,44,covid
2020-05-03,48,48,48,48,covid
2020-05-04,54,54,54,54,covid
2020-05-05,53,53,53,53,covid
2020-05-06,53,53,53,53,covid
2020-05-07,50,50,50,50,covid
2020-05-08,51,51,51,51,covid
2020-05-09,48,48,48,48,covid
2020-05-10,48,48,48,48,covid
2020-05-11,49,49,49,49,covid
2020-05-12,50,50,50,50,covid
2020-05-13,50,50,50,50,covid
2020-05-14,49,49,49,49,covid
2020-05-15,50,50,50,50,covid
2020-05-16,51,51,51,51,covid
2020-05-17,49,49,49,49,covid
2020-05-18,50,50,50,50,covid
2020-05-19,56,56,58,56,covid
2020-05-20,68,68,72,68,covid
2020-05-21,73,73,83,73,covid
2020-05-22,80,80,95,80,covid
2020-05-23,81,81,97,81,covid
2020-05-24,85,85,105,85,covid
2020-05-25,88,88,113,88,covid
2020-05-26,87,87,115,87,covid
2020-05-27,88,88,116,88,covid
2020-05-28,97,97,130,97,covid
2020-05-29,104,104,143,104,covid
2020-05-30,112,112,157,112,covid
2020-05-31,119,119,169,119,covid
2020-06-01,133,133,187,133,covid
2020-06-02,149,149,212,149,covid
2020-06-03,156,156,220,156,covid
2020-06-04,162,162,233,162,covid
2020-06-05,170,170,249,170,covid
2020-06-06,185,185,270,185,covid
2020-06-07,192,192,278,192,covid
2020-06-08,212,212,301,212,covid
2020-06-09,213,213,308,213,covid
2020-06-10,217,217,312,217,covid
2020-06-11,219,219,320,219,covid
2020-06-12,227,228,342,227,covid
2020-06-13,241,244,362,241,covid
2020-06-14,251,255,378,251,covid
2020-06-15,278,288,417,278,covid
2020-06-16,275,286,425,275,covid
2020-06-17,279,294,449,279,covid
2020-06-18,291,308,474,291,covid
2020-06-19,283,307,471,284,covid
2020-06-20,274,304,498,275,covid
2020-06-21,271,310,526,272,covid
2020-06-22,265,321,542,266,covid
2020-03-01,11,11,11,11,srag
2020-03-02,12,12,12,12,srag
2020-03-03,11,11,11,11,srag
2020-03-04,12,12,12,12,srag
2020-03-05,11,11,11,11,srag
2020-03-06,12,12,12,12,srag
2020-03-07,13,13,13,13,srag
2020-03-08,15,15,15,15,srag
2020-03-09,18,18,18,18,srag
2020-03-10,17,17,17,17,srag
2020-03-11,21,21,21,21,srag
2020-03-12,26,26,26,26,srag
2020-03-13,29,29,29,29,srag
2020-03-14,31,31,31,31,srag
2020-03-15,35,35,35,35,srag
2020-03-16,36,36,36,36,srag
2020-03-17,38,38,38,38,srag
2020-03-18,43,43,43,43,srag
2020-03-19,47,47,47,47,srag
2020-03-20,67,67,67,67,srag
2020-03-21,77,77,77,77,srag
2020-03-22,89,89,89,89,srag
2020-03-23,111,111,111,111,srag
2020-03-24,126,126,126,126,srag
2020-03-25,123,123,123,123,srag
2020-03-26,140,140,140,140,srag
2020-03-27,145,145,145,145,srag
2020-03-28,146,146,146,146,srag
2020-03-29,161,161,161,161,srag
2020-03-30,175,175,175,175,srag
2020-03-31,179,179,179,179,srag
2020-04-01,190,190,190,190,srag
2020-04-02,187,187,187,187,srag
2020-04-03,199,199,199,199,srag
2020-04-04,202,202,202,202,srag
2020-04-05,201,201,201,201,srag
2020-04-06,208,208,208,208,srag
2020-04-07,192,192,192,192,srag
2020-04-08,199,199,199,199,srag
2020-04-09,198,198,198,198,srag
2020-04-10,187,187,187,187,srag
2020-04-11,187,187,187,187,srag
2020-04-12,192,192,192,192,srag
2020-04-13,203,203,203,203,srag
2020-04-14,192,192,192,192,srag
2020-04-15,198,198,198,198,srag
2020-04-16,203,203,203,203,srag
2020-04-17,197,197,197,197,srag
2020-04-18,196,196,196,196,srag
2020-04-19,198,198,198,198,srag
2020-04-20,199,199,199,199,srag
2020-04-21,211,211,211,211,srag
2020-04-22,221,221,221,221,srag
2020-04-23,203,203,203,203,srag
2020-04-24,201,201,201,201,srag
2020-04-25,196,196,196,196,srag
2020-04-26,196,196,196,196,srag
2020-04-27,214,214,214,214,srag
2020-04-28,220,220,220,220,srag
2020-04-29,225,225,225,225,srag
2020-04-30,224,224,224,224,srag
2020-05-01,209,209,209,209,srag
2020-05-02,206,206,206,206,srag
2020-05-03,212,212,212,212,srag
2020-05-04,221,221,221,221,srag
2020-05-05,218,218,218,218,srag
2020-05-06,216,216,216,216,srag
2020-05-07,219,219,219,219,srag
2020-05-08,208,208,208,208,srag
2020-05-09,184,184,184,184,srag
2020-05-10,185,185,185,185,srag
2020-05-11,197,197,197,197,srag
2020-05-12,201,201,201,201,srag
2020-05-13,209,209,209,209,srag
2020-05-14,216,216,216,216,srag
2020-05-15,219,219,219,219,srag
2020-05-16,212,212,212,212,srag
2020-05-17,208,208,208,208,srag
2020-05-18,221,221,223,221,srag
2020-05-19,221,221,224,221,srag
2020-05-20,232,232,238,232,srag
2020-05-21,232,232,243,232,srag
2020-05-22,231,231,244,231,srag
2020-05-23,229,229,245,229,srag
2020-05-24,240,240,259,240,srag
2020-05-25,247,247,271,247,srag
2020-05-26,256,256,282,256,srag
2020-05-27,268,268,298,268,srag
2020-05-28,275,275,317,275,srag
2020-05-29,277,277,321,277,srag
2020-05-30,287,287,339,287,srag
2020-05-31,295,295,354,295,srag
2020-06-01,319,319,382,319,srag
2020-06-02,336,336,404,336,srag
2020-06-03,344,344,414,344,srag
2020-06-04,361,361,442,361,srag
2020-06-05,383,383,472,383,srag
2020-06-06,390,390,485,390,srag
2020-06-07,404,404,510,404,srag
2020-06-08,439,439,553,439,srag
2020-06-09,436,436,558,436,srag
2020-06-10,441,441,575,441,srag
2020-06-11,446,447,581,446,srag
2020-06-12,469,472,615,469,srag
2020-06-13,489,493,643,489,srag
2020-06-14,509,515,677,509,srag
2020-06-15,543,552,722,543,srag
2020-06-16,536,550,741,536,srag
2020-06-17,547,573,757,547,srag
2020-06-18,574,609,798,574,srag
2020-06-19,576,624,824,577,srag
2020-06-20,577,635,846,579,srag
2020-06-21,590,663,895,592,srag
2020-06-22,605,694,949,610,srag
2020-06-23,621,721,1003,631,srag
