"estimativa","ic.inf","ic.sup","data"
1.8132164707096,0.986727177192757,7.71141773864717,2020-03-16
2.23996157433982,1.23706699384426,9.44895568716469,2020-03-18
2.95480410162816,1.55089367068989,22.6016104954892,2020-03-19
3.07874875536978,1.66829420347693,16.7571826659633,2020-03-20
3.73014639328577,1.94305577424808,35.7715598519306,2020-03-21
5.08242120920814,2.38805966300843,-46.8844316877549,2020-03-22
4.15096186462589,2.23736270259989,25.6738221315456,2020-03-23
4.78768760593766,2.50161438624976,47.4699818706026,2020-03-24
5.42286900648187,2.75396568534448,123.667380169573,2020-03-25
6.33549166024947,3.0752597951744,-130.05048942784,2020-03-26
7.8131206938291,3.49927052176622,-35.1050366936634,2020-03-27
7.88893578996173,3.58962606789993,-41.9101216426471,2020-03-28
8.60663567157928,3.82584260109963,-35.7228825485451,2020-03-29
10.2779450569054,4.22167024220714,-24.0968453726639,2020-03-30
9.68257628458479,4.20472531546939,-32.7873154513303,2020-03-31
9.00655322063761,4.15248807680435,-55.5934784782595,2020-04-01
10.1985709340368,4.47776700858009,-37.6165912724115,2020-04-02
12.5524910470998,4.96332816688454,-24.0053502296052,2020-04-03
20.7844002798189,5.99294320620216,-14.2135990842081,2020-04-04
18.8299464142414,5.91476630476757,-15.9851335595221,2020-04-05
14.9006478165361,5.53336374168287,-21.6730119299147,2020-04-06
10.6194115624944,4.8817140770263,-62.365189485491,2020-04-07
10.4979369888637,4.9290168392789,-83.9617420792997,2020-04-08
13.8104070550326,5.65325719070303,-31.5029144899919,2020-04-09
14.1765962825893,5.80457575065423,-32.3651347605101,2020-04-10
17.663469228549,6.41574236443565,-23.5810408573407,2020-04-11
17.2350561507811,6.43078278894635,-25.4903455912276,2020-04-12
14.2997413845108,6.05540701849683,-39.9744720403926,2020-04-13
15.0096961721764,6.26821111997699,-38.3888591268963,2020-04-14
14.9272300352382,6.32658206980111,-41.9300247446937,2020-04-15
15.2959049439317,6.47877797038564,-42.7692774368815,2020-04-16
15.7669587749568,6.66185319737665,-43.3596475401265,2020-04-17
14.0750057002966,6.41493334050025,-73.6477168904499,2020-04-18
12.0108175761017,6.02775722639558,1172.10287124354,2020-04-19
10.7458131969292,5.77539974516401,75.6535850874005,2020-04-20
11.1217540040246,5.96427792944721,80.7221211470746,2020-04-21
11.9012663264433,6.26504177915297,115.839453768497,2020-04-22
16.0377116745314,7.35378628829482,-89.7841052673461,2020-04-23
21.3946553686047,8.4160160859749,-39.621604633377,2020-04-24
22.1158456111155,8.61276251363579,-39.0940628362549,2020-04-25
19.4679184780617,8.268814076633,-55.2491984192628,2020-04-26
16.545936647267,7.76571972197712,-128.5651046421,2020-04-27
18.9492566883552,8.33645099742967,-69.8761997602856,2020-04-28
23.5581678420828,9.21403250935335,-42.4507172487715,2020-04-29
23.582932374952,9.32319560532856,-44.6866741939058,2020-04-30
18.2692082895829,8.44349050390121,-112.761832731799,2020-05-01
16.2721843035439,8.05575582844877,-888.618795568513,2020-05-02
18.5721560612281,8.6658532431598,-131.190414641488,2020-05-03
24.92221957215,9.94383015921245,-49.3725210801283,2020-05-04
26.5902255820309,10.2986791661875,-45.8110277419693,2020-05-05
28.1319434585282,10.5945932187126,-43.0237757265831,2020-05-06
