"estimativa","ic.inf","ic.sup","data"
2.60698653286946,1.29425297207825,62.14944998198,2020-03-28
3.01212227254256,1.49712192940177,96.6280120809224,2020-03-29
3.79627039019254,1.7919965965001,-44.9937874409948,2020-03-30
3.8409069684778,1.88361431971155,-374.72453801454,2020-03-31
3.99145207239453,2.00808765740346,109.052904232388,2020-04-01
3.79122985028339,2.0524736421691,21.9587162686291,2020-04-02
3.20094159935649,1.93999309372688,8.74056224271352,2020-04-03
3.09499738849257,1.97387558193347,6.95119784917644,2020-04-04
3.32898520128592,2.14932278942726,7.20689605280766,2020-04-05
3.64635061342457,2.36881748696081,7.76760512449278,2020-04-06
4.12666546062559,2.65243782469236,9.13964821181794,2020-04-07
4.67605447124073,2.95618578351907,11.0155123048407,2020-04-08
5.3155021609656,3.29248672964761,13.5939500527091,2020-04-09
6.04801596892456,3.65714540843214,17.2290292863303,2020-04-10
5.80434763229998,3.64815142968618,14.0469661534946,2020-04-11
5.68837005779567,3.67966413827194,12.4232974828432,2020-04-12
6.50343344291302,4.08837759240932,15.7590311634407,2020-04-13
7.26275124561813,4.46570399012896,19.2786063173972,2020-04-14
7.60989992410383,4.68872989119021,20.0394370791373,2020-04-15
7.006827979738,4.53191421838179,15.3525217085471,2020-04-16
6.16285567503995,4.22882512073841,11.309651796438,2020-04-17
6.72729033477709,4.56273720570345,12.7495013305886,2020-04-18
7.72254733303573,5.08584877153432,15.9747013468755,2020-04-19
7.51742057817172,5.07989699666791,14.4054493866136,2020-04-20
7.06323888504302,4.9416817033201,12.3438767113705,2020-04-21
6.54635715138321,4.74447814212191,10.5314116067527,2020-04-22
7.11179831706872,5.10481457817363,11.6949818860699,2020-04-23
7.23703021903026,5.24708096707375,11.6372365901314,2020-04-24
6.73143516858678,5.04115774567558,10.1113833529966,2020-04-25
6.34772858826622,4.88110646749221,9.0622980761859,2020-04-26
6.40598633784186,4.97266441212903,8.98966175625364,2020-04-27
7.07058980139791,5.43288443253505,10.1108380148712,2020-04-28
7.58635803921788,5.799235461224,10.9547542209967,2020-04-29
7.39473691361138,5.74889377460933,10.3519717177057,2020-04-30
7.01777060248834,5.57403150563278,9.46363375542139,2020-05-01
7.17314889778644,5.72711980711799,9.58945965842711,2020-05-02
7.19347419704418,5.79460735594671,9.47685175313339,2020-05-03
7.70419358651035,6.18073140675852,10.2186034679433,2020-05-04
7.8370092576693,6.32220268255253,10.301200742487,2020-05-05
8.02690884946882,6.49872665192775,10.4898870864183,2020-05-06
8.71783136410497,7.00272321102222,11.5405736024994,2020-05-07
9.14071654550245,7.33053875199843,12.1331644673345,2020-05-08
9.54588604327361,7.6479449296094,12.6920234088943,2020-05-09
9.88437538996003,7.9197594738544,13.1406843003832,2020-05-10
10.1969902619479,8.17549152273767,13.5421628312616,2020-05-11
11.1036078524296,8.80815920836518,15.0125015337452,2020-05-12
12.1640512716663,9.52572050801838,16.8186820852539,2020-05-13
12.6564832918876,9.88702792708514,17.5761617249452,2020-05-14
13.2482952228017,10.3077546301744,18.5312026126787,2020-05-15
13.889227775983,10.752397322978,19.6050806121365,2020-05-16
14.6602367306015,11.2726831398078,20.9532261724846,2020-05-17
16.0922603811048,12.1691843521405,23.7422802425658,2020-05-18
16.5404690888195,12.491008255955,24.4692405205962,2020-05-19
17.1592675950178,12.9054813671003,25.5901147191597,2020-05-20
18.7262716239228,13.8422194588406,28.9293498646053,2020-05-21
19.8614377054234,14.5233689615921,31.3968992264389,2020-05-22
22.4049389697234,15.9162362462059,37.816813573876,2020-05-23
24.4381741542761,16.9919553290477,43.4909713895043,2020-05-24
25.5068253376494,17.5801600778878,46.439944868179,2020-05-25
28.3728291735687,18.9771956187011,56.180968394316,2020-05-26
30.7040934260543,20.0725678699126,65.2626595294422,2020-05-27
32.740677385324,21.0072479666573,74.144494679405,2020-05-28
36.1718892610111,22.4588221187296,92.8599442642498,2020-05-29
37.2497691647287,22.9498547756184,98.7997934397959,2020-05-30
41.1509083891481,24.4600085931221,129.51143716732,2020-05-31
47.5381193139908,26.6771460213871,217.931200160265,2020-06-01
51.5778095880072,27.9959454911452,326.897436877529,2020-06-02
57.1998381985824,29.6640143668216,796.067758099681,2020-06-03
56.9975096217553,29.6993360480293,704.042763962574,2020-06-04
57.5368395473863,29.9319469296203,739.054490287257,2020-06-05
58.6940940188461,30.3292853650209,904.691486007958,2020-06-06
63.7662756834825,31.712699265286,-5990.72974588885,2020-06-07
77.3987452792959,34.8561191476092,-351.146363493145,2020-06-08
81.5125588627413,35.7594526492873,-291.776814134126,2020-06-09
82.5349232310667,36.0445300424037,-284.895385988239,2020-06-10
79.4493751139386,35.5227199826876,-335.969206297446,2020-06-11
86.7087477239371,36.9888366705188,-251.996780572734,2020-06-12
96.064594897254,38.6837100826851,-198.794712809293,2020-06-13
104.056334610493,40.0054779991173,-173.152076061545,2020-06-14
104.301319469783,40.1253840696075,-174.042381823429,2020-06-15
107.332371650168,40.6453393647338,-167.547641074166,2020-06-16
117.004182920915,42.0428816700513,-149.454363720193,2020-06-17
122.487309178886,42.8109014036805,-142.257056539182,2020-06-18
128.437076785723,43.5984210681662,-135.795067574421,2020-06-19
137.09281184585,44.6275159881817,-127.904249503554,2020-06-20
142.624719760448,45.2765912888173,-124.023480737575,2020-06-21
140.085539409149,45.0963738656235,-126.629278981792,2020-06-22
136.13104506989,44.7547350659319,-130.691799106557,2020-06-23
123.219877817866,43.3366836247307,-146.129732867216,2020-06-24
131.047006134867,44.3444424227912,-137.205593983473,2020-06-25
