dt_int,observed,estimate,upper,lower
2020-03-19,1,1,1,1
2020-03-24,1,1,1,1
2020-03-26,1,1,1,1
2020-03-28,1,1,1,1
2020-03-29,1,1,1,1
2020-03-30,2,2,2,2
2020-04-02,2,2,2,2
2020-04-03,1,1,1,1
2020-04-04,1,1,1,1
2020-04-05,2,2,2,2
2020-04-06,1,1,1,1
2020-04-09,1,1,1,1
2020-04-10,1,1,1,1
2020-04-12,1,1,1,1
2020-04-13,1,1,1,1
2020-04-14,2,2,2,2
2020-04-15,2,2,2,2
2020-04-17,1,1,1,1
2020-04-18,1,1,1,1
2020-04-19,2,2,2,2
2020-04-20,1,1,1,1
2020-04-21,2,2,2,2
2020-04-23,3,3,3,3
2020-04-25,3,3,3,3
2020-04-26,2,2,2,2
2020-04-27,1,1,1,1
2020-04-28,2,2,2,2
2020-05-02,2,2,2,2
2020-05-04,2,3,4,2
2020-05-06,4,4,6,4
2020-05-07,2,3,3,5
2020-05-08,2,6,5,4
2020-05-09,3,4,6,4
2020-05-10,1,1,6,3
2020-05-12,4,7,11,5
2020-05-13,5,10,9,6
2020-05-14,1,2,6,4
2020-05-15,5,9,10,7
2020-05-16,2,5,8,4
2020-05-17,1,3,9,3
2020-05-18,1,5,4,2
2020-05-19,5,7,11,11
2020-05-20,5,8,16,8
2020-05-21,6,9,11,7
2020-05-22,3,6,11,7
2020-05-23,5,6,8,6
2020-05-24,1,4,13,3
2020-05-25,3,5,8,5
2020-05-26,9,12,16,12
2020-05-27,6,7,14,7
2020-05-28,4,6,12,5
2020-05-29,7,7,17,12
2020-05-30,2,4,12,4
2020-05-31,4,4,15,8
2020-06-01,8,9,20,11
2020-06-02,3,5,15,6
2020-06-03,4,5,12,5
2020-06-04,2,4,11,4
2020-06-05,2,2,13,2
2020-06-09,2,5,19,2
2020-06-11,1,4,17,1
2020-06-12,1,1,10,1
2020-06-14,1,1,9,1
2020-05-01,NA,1,NA,NA
2020-05-03,NA,1,2,1
2020-05-11,NA,3,4,3
2020-06-06,NA,3,16,1
2020-06-07,NA,2,7,NA
2020-06-08,NA,2,12,NA
2020-06-10,NA,1,11,NA
2020-06-13,NA,1,11,NA
2020-06-15,NA,1,7,NA
2020-04-30,NA,NA,1,NA
2020-05-05,NA,NA,3,NA
2020-06-16,NA,NA,5,1
