date,observed,estimate,upper,lower,type
2020-03-08,17,17,17,17,covid
2020-03-09,19,19,19,19,covid
2020-03-10,23,23,23,23,covid
2020-03-11,31,31,31,31,covid
2020-03-12,43,43,43,43,covid
2020-03-13,57,57,57,57,covid
2020-03-14,81,81,81,81,covid
2020-03-15,115,115,115,115,covid
2020-03-16,150,150,150,150,covid
2020-03-17,211,211,211,211,covid
2020-03-18,295,295,295,295,covid
2020-03-19,383,383,383,383,covid
2020-03-20,489,489,489,489,covid
2020-03-21,591,591,591,591,covid
2020-03-22,695,695,695,695,covid
2020-03-23,832,832,832,832,covid
2020-03-24,990,990,990,990,covid
2020-03-25,1174,1174,1176,1174,covid
2020-03-26,1368,1368,1372,1368,covid
2020-03-27,1558,1559,1563,1558,covid
2020-03-28,1717,1718,1730,1717,covid
2020-03-29,1854,1857,1878,1854,covid
2020-03-30,2070,2074,2107,2070,covid
2020-03-31,2228,2234,2277,2228,covid
2020-04-01,2338,2347,2403,2338,covid
2020-04-02,2470,2481,2550,2470,covid
2020-04-03,2545,2564,2645,2545,covid
2020-04-04,2599,2620,2713,2599,covid
2020-04-05,2655,2685,2785,2656,covid
2020-04-06,2746,2783,2907,2747,covid
2020-04-07,2831,2874,3022,2832,covid
2020-04-08,2839,2889,3065,2841,covid
2020-04-09,2870,2933,3139,2874,covid
2020-04-10,2878,2952,3189,2883,covid
2020-04-11,2914,3008,3277,2921,covid
2020-04-12,2958,3087,3370,2975,covid
2020-04-13,3038,3190,3515,3061,covid
2020-04-14,3067,3246,3610,3101,covid
2020-04-15,3136,3351,3755,3182,covid
2020-04-16,3163,3418,3843,3220,covid
2020-04-17,3214,3523,3967,3291,covid
2020-04-18,3178,3535,4023,3278,covid
2020-04-19,3181,3589,4122,3304,covid
2020-04-20,3257,3726,4293,3396,covid
2020-04-21,3285,3830,4438,3458,covid
2020-04-22,3379,3997,4640,3591,covid
2020-04-23,3405,4108,4819,3662,covid
2020-04-24,3404,4208,4954,3705,covid
2020-04-25,3380,4287,5088,3739,covid
2020-04-26,3372,4396,5256,3788,covid
2020-04-27,3372,4519,5411,3855,covid
2020-04-28,3290,4576,5518,3854,covid
2020-04-29,3221,4637,5638,3871,covid
2020-04-30,3136,4692,5765,3866,covid
2020-03-08,230,230,230,230,srag
2020-03-09,251,251,251,251,srag
2020-03-10,267,267,267,267,srag
2020-03-11,294,294,294,294,srag
2020-03-12,349,349,349,349,srag
2020-03-13,395,395,395,395,srag
2020-03-14,444,444,444,444,srag
2020-03-15,524,524,524,524,srag
2020-03-16,666,666,666,666,srag
2020-03-17,835,835,835,835,srag
2020-03-18,1085,1085,1085,1085,srag
2020-03-19,1381,1381,1381,1381,srag
2020-03-20,1717,1717,1717,1717,srag
2020-03-21,2031,2031,2031,2031,srag
2020-03-22,2256,2256,2256,2256,srag
2020-03-23,2617,2617,2617,2617,srag
2020-03-24,2951,2951,2951,2951,srag
2020-03-25,3290,3290,3290,3290,srag
2020-03-26,3740,3740,3741,3740,srag
2020-03-27,4136,4137,4141,4136,srag
2020-03-28,4443,4445,4454,4443,srag
2020-03-29,4730,4732,4748,4730,srag
2020-03-30,5219,5222,5248,5219,srag
2020-03-31,5566,5570,5608,5566,srag
2020-04-01,5857,5864,5910,5857,srag
2020-04-02,6167,6182,6238,6167,srag
2020-04-03,6371,6391,6460,6371,srag
2020-04-04,6560,6582,6665,6560,srag
2020-04-05,6681,6706,6806,6681,srag
2020-04-06,6963,6996,7110,6963,srag
2020-04-07,7215,7255,7385,7215,srag
2020-04-08,7354,7403,7554,7354,srag
2020-04-09,7516,7573,7740,7516,srag
2020-04-10,7597,7661,7858,7597,srag
2020-04-11,7745,7821,8040,7745,srag
2020-04-12,7893,7979,8215,7893,srag
2020-04-13,8194,8292,8547,8194,srag
2020-04-14,8451,8562,8849,8452,srag
2020-04-15,8715,8839,9151,8719,srag
2020-04-16,8897,9029,9373,8902,srag
2020-04-17,9146,9287,9672,9156,srag
2020-04-18,9248,9410,9817,9264,srag
2020-04-19,9421,9618,10052,9445,srag
2020-04-20,9764,9985,10453,9797,srag
2020-04-21,10081,10343,10833,10127,srag
2020-04-22,10632,10942,11475,10690,srag
2020-04-23,11100,11461,12025,11187,srag
2020-04-24,11494,11909,12503,11611,srag
2020-04-25,11793,12283,12916,11938,srag
2020-04-26,12128,12709,13393,12309,srag
2020-04-27,12593,13266,14005,12836,srag
2020-04-28,12870,13635,14420,13178,srag
2020-04-29,13139,14044,14895,13524,srag
2020-04-30,13273,14336,15258,13762,srag
2020-05-01,13364,14583,15563,13951,srag
2020-05-02,13368,14776,15826,14066,srag
