date,observed,estimate,upper,lower,type
2020-03-01,0,0,0,0,covid
2020-03-02,0,0,0,0,covid
2020-03-03,1,1,1,1,covid
2020-03-04,1,1,1,1,covid
2020-03-05,1,1,1,1,covid
2020-03-06,1,1,1,1,covid
2020-03-07,1,1,1,1,covid
2020-03-08,0,0,0,0,covid
2020-03-09,0,0,0,0,covid
2020-03-10,0,0,0,0,covid
2020-03-11,0,0,0,0,covid
2020-03-12,0,0,0,0,covid
2020-03-13,0,0,0,0,covid
2020-03-14,0,0,0,0,covid
2020-03-15,0,0,0,0,covid
2020-03-16,0,0,0,0,covid
2020-03-17,0,0,0,0,covid
2020-03-18,0,0,0,0,covid
2020-03-19,1,1,1,1,covid
2020-03-20,1,1,1,1,covid
2020-03-21,2,2,2,2,covid
2020-03-22,3,3,3,3,covid
2020-03-23,3,3,3,3,covid
2020-03-24,8,8,8,8,covid
2020-03-25,9,9,9,9,covid
2020-03-26,8,8,8,8,covid
2020-03-27,8,8,8,8,covid
2020-03-28,11,11,11,11,covid
2020-03-29,13,13,13,13,covid
2020-03-30,14,14,14,14,covid
2020-03-31,14,14,14,14,covid
2020-04-01,14,14,14,14,covid
2020-04-02,16,16,16,16,covid
2020-04-03,18,18,18,18,covid
2020-04-04,17,17,17,17,covid
2020-04-05,17,17,17,17,covid
2020-04-06,16,16,16,16,covid
2020-04-07,19,19,19,19,covid
2020-04-08,23,23,23,23,covid
2020-04-09,23,23,23,23,covid
2020-04-10,17,17,17,17,covid
2020-04-11,15,15,15,15,covid
2020-04-12,14,14,14,14,covid
2020-04-13,12,12,12,12,covid
2020-04-14,13,13,13,13,covid
2020-04-15,16,16,16,16,covid
2020-04-16,17,17,17,17,covid
2020-04-17,16,16,16,16,covid
2020-04-18,19,19,19,19,covid
2020-04-19,19,19,19,19,covid
2020-04-20,20,20,20,20,covid
2020-04-21,19,19,19,19,covid
2020-04-22,19,19,19,19,covid
2020-04-23,16,16,16,16,covid
2020-04-24,18,18,18,18,covid
2020-04-25,21,21,21,21,covid
2020-04-26,23,23,23,23,covid
2020-04-27,27,27,27,27,covid
2020-04-28,28,28,28,28,covid
2020-04-29,26,26,26,26,covid
2020-04-30,22,22,22,22,covid
2020-05-01,29,29,29,29,covid
2020-05-02,31,31,31,31,covid
2020-05-03,29,29,29,29,covid
2020-05-04,31,31,31,31,covid
2020-05-05,27,27,27,27,covid
2020-05-06,27,27,27,27,covid
2020-05-07,24,24,24,24,covid
2020-05-08,24,24,24,24,covid
2020-05-09,24,24,24,24,covid
2020-05-10,23,23,23,23,covid
2020-05-11,20,20,20,20,covid
2020-05-12,20,20,20,20,covid
2020-05-13,21,21,21,21,covid
2020-05-14,21,21,21,21,covid
2020-05-15,17,17,17,17,covid
2020-05-16,14,14,14,14,covid
2020-05-17,16,16,16,16,covid
2020-05-18,18,18,18,18,covid
2020-05-19,20,20,20,20,covid
2020-05-20,20,20,20,20,covid
2020-05-21,23,23,23,23,covid
2020-05-22,23,23,23,23,covid
2020-05-23,22,22,22,22,covid
2020-05-24,24,24,24,24,covid
2020-05-25,24,24,24,24,covid
2020-05-26,26,26,26,26,covid
2020-05-27,24,24,24,24,covid
2020-05-28,27,27,27,27,covid
2020-05-29,24,24,24,24,covid
2020-05-30,29,29,29,29,covid
2020-05-31,30,30,30,30,covid
2020-06-01,33,33,33,33,covid
2020-06-02,38,38,38,38,covid
2020-06-03,47,47,47,47,covid
2020-06-04,46,46,46,46,covid
2020-06-05,44,44,44,44,covid
2020-06-06,42,42,42,42,covid
2020-06-07,42,42,42,42,covid
2020-06-08,57,57,57,57,covid
2020-06-09,59,59,59,59,covid
2020-06-10,62,62,62,62,covid
2020-06-11,63,63,63,63,covid
2020-06-12,67,67,67,67,covid
2020-06-13,66,66,66,66,covid
2020-06-14,65,65,65,65,covid
2020-06-15,68,68,68,68,covid
2020-06-16,71,71,71,71,covid
2020-06-17,76,76,76,76,covid
2020-06-18,83,83,83,83,covid
2020-06-19,87,87,87,87,covid
2020-06-20,85,85,85,85,covid
2020-06-21,90,90,90,90,covid
2020-06-22,95,95,95,95,covid
2020-06-23,98,98,99,98,covid
2020-06-24,102,102,103,102,covid
2020-06-25,104,104,105,104,covid
2020-06-26,103,103,108,103,covid
2020-06-27,104,104,110,104,covid
2020-06-28,110,110,119,110,covid
2020-06-29,122,122,134,122,covid
2020-06-30,128,128,141,128,covid
2020-07-01,129,129,148,129,covid
2020-07-02,128,128,150,128,covid
2020-07-03,140,140,164,140,covid
2020-07-04,139,139,165,139,covid
2020-07-05,151,151,179,151,covid
2020-07-06,164,164,198,164,covid
2020-07-07,169,169,207,169,covid
2020-07-08,172,172,213,172,covid
2020-07-09,164,164,208,164,covid
2020-07-10,164,164,212,164,covid
2020-07-11,153,153,207,153,covid
2020-07-12,146,147,209,146,covid
2020-07-13,153,154,220,153,covid
2020-07-14,155,157,230,155,covid
2020-07-15,163,165,246,163,covid
2020-07-16,165,170,255,165,covid
2020-07-17,171,180,283,171,covid
2020-07-18,167,178,297,167,covid
2020-07-19,169,181,321,169,covid
2020-07-20,176,193,347,176,covid
2020-07-21,163,186,360,163,covid
2020-07-22,160,186,362,160,covid
2020-07-23,163,195,380,163,covid
2020-07-24,156,194,393,156,covid
2020-03-01,6,6,6,6,srag
2020-03-02,6,6,6,6,srag
2020-03-03,8,8,8,8,srag
2020-03-04,7,7,7,7,srag
2020-03-05,7,7,7,7,srag
2020-03-06,7,7,7,7,srag
2020-03-07,8,8,8,8,srag
2020-03-08,6,6,6,6,srag
2020-03-09,7,7,7,7,srag
2020-03-10,8,8,8,8,srag
2020-03-11,8,8,8,8,srag
2020-03-12,8,8,8,8,srag
2020-03-13,9,9,9,9,srag
2020-03-14,9,9,9,9,srag
2020-03-15,10,10,10,10,srag
2020-03-16,12,12,12,12,srag
2020-03-17,14,14,14,14,srag
2020-03-18,17,17,17,17,srag
2020-03-19,18,18,18,18,srag
2020-03-20,18,18,18,18,srag
2020-03-21,21,21,21,21,srag
2020-03-22,25,25,25,25,srag
2020-03-23,30,30,30,30,srag
2020-03-24,36,36,36,36,srag
2020-03-25,38,38,38,38,srag
2020-03-26,43,43,43,43,srag
2020-03-27,43,43,43,43,srag
2020-03-28,47,47,47,47,srag
2020-03-29,53,53,53,53,srag
2020-03-30,55,55,55,55,srag
2020-03-31,53,53,53,53,srag
2020-04-01,54,54,54,54,srag
2020-04-02,53,53,53,53,srag
2020-04-03,54,54,54,54,srag
2020-04-04,52,52,52,52,srag
2020-04-05,56,56,56,56,srag
2020-04-06,53,53,53,53,srag
2020-04-07,55,55,55,55,srag
2020-04-08,60,60,60,60,srag
2020-04-09,61,61,61,61,srag
2020-04-10,57,57,57,57,srag
2020-04-11,54,54,54,54,srag
2020-04-12,56,56,56,56,srag
2020-04-13,57,57,57,57,srag
2020-04-14,54,54,54,54,srag
2020-04-15,60,60,60,60,srag
2020-04-16,59,59,59,59,srag
2020-04-17,55,55,55,55,srag
2020-04-18,60,60,60,60,srag
2020-04-19,63,63,63,63,srag
2020-04-20,66,66,66,66,srag
2020-04-21,68,68,68,68,srag
2020-04-22,71,71,71,71,srag
2020-04-23,64,64,64,64,srag
2020-04-24,60,60,60,60,srag
2020-04-25,64,64,64,64,srag
2020-04-26,69,69,69,69,srag
2020-04-27,77,77,77,77,srag
2020-04-28,76,76,76,76,srag
2020-04-29,75,75,75,75,srag
2020-04-30,72,72,72,72,srag
2020-05-01,80,80,80,80,srag
2020-05-02,81,81,81,81,srag
2020-05-03,81,81,81,81,srag
2020-05-04,85,85,85,85,srag
2020-05-05,82,82,82,82,srag
2020-05-06,85,85,85,85,srag
2020-05-07,86,86,86,86,srag
2020-05-08,82,82,82,82,srag
2020-05-09,78,78,78,78,srag
2020-05-10,76,76,76,76,srag
2020-05-11,80,80,80,80,srag
2020-05-12,80,80,80,80,srag
2020-05-13,73,73,73,73,srag
2020-05-14,73,73,73,73,srag
2020-05-15,64,64,64,64,srag
2020-05-16,55,55,55,55,srag
2020-05-17,61,61,61,61,srag
2020-05-18,65,65,65,65,srag
2020-05-19,69,69,69,69,srag
2020-05-20,67,67,67,67,srag
2020-05-21,70,70,70,70,srag
2020-05-22,70,70,70,70,srag
2020-05-23,71,71,71,71,srag
2020-05-24,70,70,70,70,srag
2020-05-25,74,74,74,74,srag
2020-05-26,76,76,76,76,srag
2020-05-27,75,75,75,75,srag
2020-05-28,77,77,77,77,srag
2020-05-29,75,75,75,75,srag
2020-05-30,78,78,78,78,srag
2020-05-31,79,79,79,79,srag
2020-06-01,86,86,86,86,srag
2020-06-02,97,97,97,97,srag
2020-06-03,106,106,106,106,srag
2020-06-04,106,106,106,106,srag
2020-06-05,104,104,104,104,srag
2020-06-06,100,100,100,100,srag
2020-06-07,93,93,93,93,srag
2020-06-08,109,109,109,109,srag
2020-06-09,113,113,113,113,srag
2020-06-10,117,117,117,117,srag
2020-06-11,115,115,115,115,srag
2020-06-12,126,126,126,126,srag
2020-06-13,120,120,120,120,srag
2020-06-14,113,113,113,113,srag
2020-06-15,124,124,124,124,srag
2020-06-16,134,134,134,134,srag
2020-06-17,134,134,134,134,srag
2020-06-18,140,140,140,140,srag
2020-06-19,146,146,146,146,srag
2020-06-20,148,148,148,148,srag
2020-06-21,159,159,159,159,srag
2020-06-22,177,177,177,177,srag
2020-06-23,173,173,173,173,srag
2020-06-24,172,172,173,172,srag
2020-06-25,178,178,180,178,srag
2020-06-26,177,177,183,177,srag
2020-06-27,172,172,179,172,srag
2020-06-28,181,181,191,181,srag
2020-06-29,197,197,209,197,srag
2020-06-30,198,198,213,198,srag
2020-07-01,196,196,215,196,srag
