dt_int,observed,estimate,upper,lower
2020-03-03,1,1,1,1
2020-03-19,1,1,1,1
2020-03-21,1,1,1,1
2020-03-22,1,1,1,1
2020-03-24,5,5,5,5
2020-03-25,1,1,1,1
2020-03-28,3,3,3,3
2020-03-29,2,2,2,2
2020-03-30,2,2,2,2
2020-03-31,1,1,1,1
2020-04-02,3,3,3,3
2020-04-03,2,2,2,2
2020-04-04,1,1,1,1
2020-04-05,2,2,2,2
2020-04-06,1,1,1,1
2020-04-07,4,4,4,4
2020-04-08,4,4,4,4
2020-04-09,1,1,1,1
2020-04-10,1,1,1,1
2020-04-14,3,3,3,3
2020-04-15,4,4,4,4
2020-04-16,3,3,3,3
2020-04-17,1,1,1,1
2020-04-18,3,3,3,3
2020-04-19,1,1,1,1
2020-04-20,2,2,2,2
2020-04-21,2,2,2,2
2020-04-22,1,1,1,1
2020-04-24,5,5,5,5
2020-04-25,4,4,4,4
2020-04-26,2,2,2,2
2020-04-27,4,4,4,4
2020-04-28,4,4,4,4
2020-04-29,2,2,2,2
2020-05-01,7,7,7,7
2020-05-02,3,3,3,3
2020-05-04,6,6,6,6
2020-05-05,1,1,1,1
2020-05-06,2,2,2,2
2020-05-08,2,2,2,2
2020-05-09,1,1,1,1
2020-05-10,2,2,2,2
2020-05-12,3,3,3,3
2020-05-13,1,1,1,1
2020-05-14,1,1,1,1
2020-05-17,2,2,2,2
2020-05-18,4,4,4,4
2020-05-19,3,3,3,3
2020-05-20,1,1,1,1
2020-05-21,2,2,2,2
2020-05-22,1,1,2,1
2020-05-23,1,1,2,1
2020-05-24,3,3,5,3
2020-05-25,2,2,6,2
2020-05-26,4,4,8,4
2020-05-27,1,1,4,1
2020-05-28,3,3,6,3
2020-05-29,1,1,2,1
2020-05-30,5,5,10,5
2020-05-31,2,2,9,2
2020-06-01,3,3,7,3
2020-06-02,5,5,11,5
2020-06-03,8,8,16,8
2020-06-04,3,3,9,3
2020-06-05,3,3,11,3
2020-06-06,2,2,6,2
2020-06-07,2,2,12,2
2020-06-08,14,14,26,14
2020-06-09,7,7,17,7
2020-06-10,7,7,14,7
2020-06-11,6,6,15,6
2020-06-12,9,9,20,9
2020-06-13,4,4,11,4
2020-06-14,1,1,14,1
2020-06-15,7,7,15,7
2020-06-16,5,5,17,5
2020-06-17,11,11,24,11
2020-06-18,7,8,26,7
2020-06-19,4,5,23,4
2020-06-20,5,10,18,5
2020-06-21,7,10,20,7
2020-06-22,5,7,23,5
2020-06-23,8,13,31,8
2020-06-24,7,10,43,7
2020-06-25,4,8,33,4
2020-06-26,2,8,41,2
2020-06-27,2,9,27,2
2020-06-28,2,8,37,2
2020-06-30,1,4,34,1
2020-06-29,NA,5,41,NA
2020-07-01,NA,7,30,NA
2020-07-02,NA,2,27,NA
