"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-15,851,NA,851,NA,NA,NA
2020-03-22,2178,NA,2178,NA,NA,NA
2020-03-29,2988,NA,2988,NA,NA,NA
2020-04-05,2916,NA,2916,NA,NA,NA
2020-04-12,3222,NA,3222,NA,NA,NA
2020-04-19,4342,NA,4342,NA,NA,NA
2020-04-26,5148,NA,5148,NA,NA,NA
2020-05-03,5728,NA,5728,NA,NA,NA
2020-05-10,6309,NA,6309,NA,NA,NA
2020-05-17,6596,NA,6596,NA,NA,NA
2020-05-24,6259,NA,6259,NA,NA,NA
2020-05-31,6082,NA,6082,NA,NA,NA
2020-06-07,6776,NA,6776,NA,NA,NA
2020-06-14,6409,NA,6409,NA,NA,NA
2020-06-21,6215,NA,6215,NA,NA,NA
2020-06-28,5852,NA,5852,NA,NA,NA
2020-07-05,6979,NA,6979,NA,NA,NA
2020-07-12,6740,NA,6740,NA,NA,NA
2020-07-19,5956,NA,5956,NA,NA,NA
2020-07-26,5583,NA,5583,NA,NA,NA
2020-08-02,5195,NA,5195,NA,NA,NA
2020-08-09,4601,NA,4601,NA,NA,NA
2020-08-16,4567,NA,4567,NA,NA,NA
2020-08-23,4148,NA,4148,NA,NA,NA
2020-08-30,3817,NA,3817,NA,NA,NA
2020-09-06,3811,NA,3811,NA,NA,NA
2020-09-13,3328,NA,3328,NA,NA,NA
2020-09-20,3207,NA,3207,NA,NA,NA
2020-09-27,2866,NA,2866,NA,NA,NA
2020-10-04,2675,NA,2675,NA,NA,NA
2020-10-11,2465,NA,2465,NA,NA,NA
2020-10-18,2322,NA,2322,NA,NA,NA
2020-10-25,2453,NA,2453,NA,NA,NA
2020-11-01,2575,NA,2575,NA,NA,NA
2020-11-08,3355,NA,3355,NA,NA,NA
2020-11-15,4176,NA,4176,NA,NA,NA
2020-11-22,4531,NA,4531,NA,NA,NA
2020-11-29,4768,NA,4768,NA,NA,NA
2020-12-06,5454,NA,5454,NA,NA,NA
2020-12-13,5069,NA,5069,NA,NA,NA
2020-12-20,5323,NA,5323,NA,NA,NA
2020-12-27,5801,NA,5801,NA,NA,NA
2021-01-03,7185,NA,7185,NA,NA,NA
2021-01-10,7513,NA,7513,NA,NA,NA
2021-01-17,6295,NA,6295,NA,NA,NA
2021-01-24,6094,NA,6094,NA,NA,NA
2021-01-31,5499,NA,5499,NA,NA,NA
2021-02-07,6438,NA,6438,NA,NA,NA
2021-02-14,7151,NA,7151,NA,NA,NA
2021-02-21,9732,NA,9732,NA,NA,NA
2021-02-28,11721,NA,11721,NA,NA,NA
2021-03-07,16931,NA,16931,NA,NA,NA
2021-03-14,18916,NA,18916,NA,NA,NA
2021-03-21,18357,NA,18357,NA,NA,NA
2021-03-28,13843,NA,13843,NA,NA,NA
2021-04-04,12093,NA,12093,NA,NA,NA
2021-04-11,11090,NA,11090,NA,NA,NA
2021-04-18,10022,NA,10022,NA,NA,NA
2021-04-25,10387,NA,10387,NA,NA,NA
2021-05-02,10840,NA,10840,NA,NA,NA
2021-05-09,11265,NA,11265,NA,NA,NA
2021-05-16,12817,NA,12817,NA,NA,NA
2021-05-23,12806,NA,12806,NA,NA,NA
2021-05-30,13517,NA,13517,NA,NA,NA
2021-06-06,13524,NA,13524,NA,NA,NA
2021-06-13,11212,NA,11212,NA,NA,NA
2021-06-20,9844,NA,9844,NA,NA,NA
2021-06-27,7358,NA,7358,NA,NA,NA
2021-07-04,6888,NA,6888,NA,NA,NA
2021-07-11,5541,NA,5541,NA,NA,NA
2021-07-18,4316,NA,4316,NA,NA,NA
2021-07-25,3840,NA,3840,NA,NA,NA
2021-08-01,3497,NA,3497,NA,NA,NA
2021-08-08,2984,NA,2984,NA,NA,NA
2021-08-15,2277,NA,2277,NA,NA,NA
2021-08-22,1949,NA,1949,NA,NA,NA
2021-08-29,1735,NA,1735,NA,NA,NA
2021-09-05,1852,NA,1852,NA,NA,NA
2021-09-12,1646,NA,1646,NA,NA,NA
2021-09-19,1552,NA,1545,NA,NA,NA
2021-09-26,NA,1360,1360,NA,1355,1369
2021-10-03,NA,1252,1252,NA,1242,1264
2021-10-10,NA,985,985,NA,974,998
2021-10-17,NA,811,811,NA,798,826
2021-10-24,NA,765,765,NA,748,784
2021-10-31,NA,593,593,NA,575,614
2021-11-07,NA,516,516,NA,494,541
2021-11-14,NA,395.5,395.5,NA,358,437
2021-11-21,NA,437,437,NA,338,560
