"t_start","t_end","Mean.R","Std.R","Quantile.0.025.R","Quantile.0.05.R","Quantile.0.25.R","Median.R","Quantile.0.75.R","Quantile.0.95.R","Quantile.0.975.R","data"
26,31,2.47705274837465,0.536839701545515,1.60747152176796,1.72092263614883,2.11304073668313,2.42840774974255,2.7920579625542,3.38415748755077,3.60264642441677,2020-03-21
27,32,2.03239064906576,0.439357575558405,1.34302137306848,1.43537254319018,1.74957159209323,1.99672703459928,2.27711093644506,2.74858089077283,2.92581522684393,2020-03-22
28,33,2.00692187230036,0.406504505826317,1.37694433796983,1.45984287248592,1.75012330196358,1.97675332179082,2.2303449939468,2.64774253223607,2.80108016783903,2020-03-23
29,34,1.97340766340134,0.376012506202581,1.40185348953966,1.48053147995869,1.74309659610134,1.94794922298541,2.17442397935312,2.54358248742807,2.67622080793457,2020-03-24
30,35,1.75810952917633,0.342063349244835,1.26441739662544,1.33036073302362,1.55890033463777,1.73782690333999,1.93221399832772,2.24619449345734,2.36317304330494,2020-03-25
31,36,1.48873975824927,0.310408002807773,1.07405642439057,1.13232140206713,1.32330209757351,1.47098947687715,1.63461071856892,1.90019502880366,1.99109949974723,2020-03-26
32,37,1.47310479105564,0.302588397405849,1.08562850885994,1.13789475302269,1.31996216812764,1.45784993832083,1.60930557956532,1.8531596166403,1.93825165652975,2020-03-27
33,38,1.40505612071838,0.293369347868389,1.04806490935698,1.09931104959601,1.26579186548482,1.39260981575463,1.52737933156767,1.74975767419387,1.82687408083611,2020-03-28
34,39,1.06913909374917,0.276680398015713,0.778692083209656,0.819441966848322,0.954553161467724,1.05907483188144,1.16928887001269,1.34815269955343,1.411223065872,2020-03-29
35,40,0.98288998653766,0.274954647517509,0.715007484656777,0.751796701669953,0.878028675723474,0.97325821251786,1.07600142791496,1.23601230916602,1.29579729129097,2020-03-30
36,41,1.01055229574582,0.278866788598013,0.745115778978739,0.782115415281212,0.90725474042072,1.00095580800282,1.10307744457104,1.26103411949465,1.3169147280943,2020-03-31
37,42,1.04558720214911,0.284292947271285,0.778332609239168,0.815852488145863,0.942406622662746,1.03629617936365,1.13790036706915,1.29726406466687,1.35407635977582,2020-04-01
38,43,0.950073372339811,0.286595074252191,0.695457800721376,0.731516057332585,0.852358274889458,0.94175880477536,1.03769098804304,1.18918957174693,1.24076396671946,2020-04-02
39,44,0.893450530450424,0.290539739525642,0.646289198613656,0.681810587914324,0.79761354836239,0.884888500055448,0.978968056343012,1.12548115430374,1.17446420471306,2020-04-03
40,45,0.943378930013716,0.297761484429624,0.690892908482408,0.725534477244861,0.843660627231819,0.934378511814402,1.03085271006959,1.18169174999675,1.23376622378191,2020-04-04
41,46,0.980105071760817,0.305078445484605,0.717726076238224,0.754559960140355,0.878282522783985,0.97142538426063,1.07015267354513,1.22588232314001,1.27824562900411,2020-04-05
42,47,0.872717056820035,0.308011914041059,0.624583197790583,0.660117761290862,0.775311925083767,0.863615117992211,0.959404729276277,1.10480485191676,1.15469644641465,2020-04-06
43,48,0.780558842626696,0.311670325309918,0.544373362606318,0.577797865825036,0.687395184999494,0.771227404047547,0.862581574143253,1.00288611948287,1.05290865504019,2020-04-07
44,49,0.778356040295653,0.318334212394312,0.539391121262501,0.574628770517113,0.683405149393277,0.768892490696043,0.86076786639692,1.0059694511566,1.05384583817928,2020-04-08
45,50,0.997591601068915,0.332014691984452,0.720264357126604,0.759336432394312,0.88782352848983,0.98714502440739,1.0943626752195,1.26115448201513,1.31892787300561,2020-04-09
46,51,1.0942493131392,0.342422478831791,0.792734978275408,0.83624432181561,0.977261240805303,1.08314506630163,1.19956210896226,1.37584545139187,1.43579171507242,2020-04-10
47,52,1.19937847638934,0.351953173405334,0.879506385453567,0.925292790714728,1.0760791598428,1.18946911342512,1.30924810746256,1.49640112502999,1.56183252606464,2020-04-11
