date,observed,estimate,upper,lower,type
2020-03-01,0,0,0,0,covid
2020-03-02,0,0,0,0,covid
2020-03-03,0,0,0,0,covid
2020-03-04,0,0,0,0,covid
2020-03-05,0,0,0,0,covid
2020-03-06,0,0,0,0,covid
2020-03-07,0,0,0,0,covid
2020-03-08,0,0,0,0,covid
2020-03-09,0,0,0,0,covid
2020-03-10,0,0,0,0,covid
2020-03-11,0,0,0,0,covid
2020-03-12,0,0,0,0,covid
2020-03-13,1,1,1,1,covid
2020-03-14,1,1,1,1,covid
2020-03-15,1,1,1,1,covid
2020-03-16,2,2,2,2,covid
2020-03-17,2,2,2,2,covid
2020-03-18,3,3,3,3,covid
2020-03-19,5,5,5,5,covid
2020-03-20,6,6,6,6,covid
2020-03-21,9,9,9,9,covid
2020-03-22,9,9,9,9,covid
2020-03-23,11,11,11,11,covid
2020-03-24,16,16,16,16,covid
2020-03-25,20,20,20,20,covid
2020-03-26,28,28,28,28,covid
2020-03-27,33,33,33,33,covid
2020-03-28,37,37,37,37,covid
2020-03-29,44,44,44,44,covid
2020-03-30,51,51,51,51,covid
2020-03-31,51,51,51,51,covid
2020-04-01,61,61,61,61,covid
2020-04-02,69,69,69,69,covid
2020-04-03,72,72,72,72,covid
2020-04-04,79,79,79,79,covid
2020-04-05,79,79,79,79,covid
2020-04-06,78,78,78,78,covid
2020-04-07,81,81,81,81,covid
2020-04-08,85,85,85,85,covid
2020-04-09,84,84,84,84,covid
2020-04-10,80,80,80,80,covid
2020-04-11,79,79,79,79,covid
2020-04-12,86,86,86,86,covid
2020-04-13,87,87,87,87,covid
2020-04-14,87,87,87,87,covid
2020-04-15,86,86,86,86,covid
2020-04-16,78,78,78,78,covid
2020-04-17,75,75,75,75,covid
2020-04-18,72,72,72,72,covid
2020-04-19,75,75,75,75,covid
2020-04-20,80,80,80,80,covid
2020-04-21,84,84,84,84,covid
2020-04-22,90,90,90,90,covid
2020-04-23,96,96,96,96,covid
2020-04-24,96,96,96,96,covid
2020-04-25,95,95,95,95,covid
2020-04-26,88,88,88,88,covid
2020-04-27,89,89,89,89,covid
2020-04-28,97,97,97,97,covid
2020-04-29,100,100,100,100,covid
2020-04-30,103,103,103,103,covid
2020-05-01,107,107,107,107,covid
2020-05-02,112,112,112,112,covid
2020-05-03,116,116,116,116,covid
2020-05-04,119,119,119,119,covid
2020-05-05,116,116,116,116,covid
2020-05-06,123,123,123,123,covid
2020-05-07,120,120,120,120,covid
2020-05-08,127,127,127,127,covid
2020-05-09,129,129,129,129,covid
2020-05-10,134,134,134,134,covid
2020-05-11,148,148,148,148,covid
2020-05-12,146,146,146,146,covid
2020-05-13,142,142,142,142,covid
2020-05-14,146,146,146,146,covid
2020-05-15,152,152,152,152,covid
2020-05-16,150,150,150,150,covid
2020-05-17,161,161,161,161,covid
2020-05-18,173,173,173,173,covid
2020-05-19,178,178,178,178,covid
2020-05-20,167,167,167,167,covid
2020-05-21,175,175,175,175,covid
2020-05-22,174,174,174,174,covid
2020-05-23,194,194,194,194,covid
2020-05-24,203,203,203,203,covid
2020-05-25,211,211,211,211,covid
2020-05-26,229,229,229,229,covid
2020-05-27,228,228,228,228,covid
2020-05-28,234,234,234,234,covid
2020-05-29,235,235,235,235,covid
2020-05-30,231,231,231,231,covid
2020-05-31,229,229,229,229,covid
2020-06-01,241,241,241,241,covid
2020-06-02,245,245,245,245,covid
2020-06-03,246,246,246,246,covid
2020-06-04,252,252,252,252,covid
2020-06-05,272,272,272,272,covid
2020-06-06,278,278,278,278,covid
2020-06-07,287,287,287,287,covid
2020-06-08,306,306,306,306,covid
2020-06-09,311,311,311,311,covid
2020-06-10,317,317,317,317,covid
2020-06-11,323,323,323,323,covid
2020-06-12,336,336,336,336,covid
2020-06-13,357,357,357,357,covid
2020-06-14,372,372,372,372,covid
2020-06-15,380,380,380,380,covid
2020-06-16,348,348,348,348,covid
2020-06-17,339,339,339,339,covid
2020-06-18,343,343,343,343,covid
2020-06-19,339,339,339,339,covid
2020-06-20,335,335,335,335,covid
2020-06-21,341,341,341,341,covid
2020-06-22,360,360,360,360,covid
2020-06-23,351,351,351,351,covid
2020-06-24,351,351,351,351,covid
2020-06-25,372,372,372,372,covid
2020-06-26,376,376,376,376,covid
2020-06-27,372,372,372,372,covid
2020-06-28,396,396,396,396,covid
2020-06-29,420,420,420,420,covid
2020-06-30,429,429,429,429,covid
2020-07-01,428,428,428,428,covid
2020-07-02,435,435,435,435,covid
2020-07-03,443,443,444,443,covid
2020-07-04,453,453,454,453,covid
2020-07-05,466,466,468,466,covid
2020-07-06,481,481,485,481,covid
2020-07-07,500,500,505,500,covid
2020-07-08,523,523,530,523,covid
2020-07-09,526,526,536,526,covid
2020-07-10,546,546,560,546,covid
2020-07-11,554,554,577,554,covid
2020-07-12,563,563,588,563,covid
2020-07-13,585,585,616,585,covid
2020-07-14,586,586,623,586,covid
2020-07-15,601,601,645,601,covid
2020-07-16,632,633,683,632,covid
2020-07-17,643,644,707,643,covid
2020-07-18,659,660,737,659,covid
2020-07-19,668,670,756,668,covid
2020-07-20,688,691,785,688,covid
2020-07-21,678,682,778,678,covid
2020-07-22,680,687,789,680,covid
2020-07-23,671,677,793,671,covid
2020-07-24,674,684,800,674,covid
2020-07-25,673,689,807,673,covid
2020-07-26,680,702,838,680,covid
2020-07-27,704,729,875,704,covid
2020-07-28,716,747,910,716,covid
2020-07-29,730,767,938,731,covid
2020-07-30,728,772,963,729,covid
2020-07-31,725,777,974,726,covid
2020-08-01,724,786,1005,725,covid
2020-08-02,726,805,1041,728,covid
2020-08-03,730,819,1075,734,covid
2020-08-04,727,825,1095,735,covid
2020-08-05,723,845,1126,733,covid
2020-08-06,713,851,1156,729,covid
2020-08-07,709,862,1169,730,covid
2020-08-08,695,856,1159,722,covid
2020-08-09,686,867,1186,713,covid
2020-03-01,39,39,39,39,srag
2020-03-02,39,39,39,39,srag
2020-03-03,42,42,42,42,srag
2020-03-04,43,43,43,43,srag
2020-03-05,46,46,46,46,srag
2020-03-06,44,44,44,44,srag
2020-03-07,45,45,45,45,srag
2020-03-08,50,50,50,50,srag
2020-03-09,54,54,54,54,srag
2020-03-10,53,53,53,53,srag
2020-03-11,55,55,55,55,srag
2020-03-12,66,66,66,66,srag
2020-03-13,74,74,74,74,srag
2020-03-14,83,83,83,83,srag
2020-03-15,86,86,86,86,srag
2020-03-16,103,103,103,103,srag
2020-03-17,114,114,114,114,srag
2020-03-18,134,134,134,134,srag
2020-03-19,155,155,155,155,srag
2020-03-20,167,167,167,167,srag
2020-03-21,183,183,183,183,srag
2020-03-22,195,195,195,195,srag
2020-03-23,220,220,220,220,srag
2020-03-24,233,233,233,233,srag
2020-03-25,253,253,253,253,srag
2020-03-26,284,284,284,284,srag
2020-03-27,310,310,310,310,srag
2020-03-28,328,328,328,328,srag
2020-03-29,351,351,351,351,srag
2020-03-30,379,379,379,379,srag
2020-03-31,385,385,385,385,srag
2020-04-01,403,403,403,403,srag
2020-04-02,432,432,432,432,srag
2020-04-03,435,435,435,435,srag
2020-04-04,445,445,445,445,srag
2020-04-05,447,447,447,447,srag
2020-04-06,457,457,457,457,srag
2020-04-07,461,461,461,461,srag
2020-04-08,482,482,482,482,srag
2020-04-09,485,485,485,485,srag
2020-04-10,491,491,491,491,srag
2020-04-11,490,490,490,490,srag
2020-04-12,494,494,494,494,srag
2020-04-13,506,506,506,506,srag
2020-04-14,516,516,516,516,srag
2020-04-15,528,528,528,528,srag
2020-04-16,528,528,528,528,srag
2020-04-17,526,526,526,526,srag
2020-04-18,512,512,512,512,srag
2020-04-19,522,522,522,522,srag
2020-04-20,531,531,531,531,srag
2020-04-21,528,528,528,528,srag
2020-04-22,537,537,537,537,srag
2020-04-23,528,528,528,528,srag
2020-04-24,530,530,530,530,srag
2020-04-25,528,528,528,528,srag
2020-04-26,529,529,529,529,srag
2020-04-27,549,549,549,549,srag
2020-04-28,542,542,542,542,srag
2020-04-29,560,560,560,560,srag
2020-04-30,561,561,561,561,srag
2020-05-01,559,559,559,559,srag
2020-05-02,568,568,568,568,srag
2020-05-03,581,581,581,581,srag
2020-05-04,602,602,602,602,srag
2020-05-05,586,586,586,586,srag
2020-05-06,608,608,608,608,srag
2020-05-07,609,609,609,609,srag
2020-05-08,631,631,631,631,srag
2020-05-09,628,628,628,628,srag
2020-05-10,646,646,646,646,srag
2020-05-11,671,671,671,671,srag
2020-05-12,652,652,652,652,srag
2020-05-13,663,663,663,663,srag
2020-05-14,671,671,671,671,srag
2020-05-15,650,650,650,650,srag
2020-05-16,642,642,642,642,srag
2020-05-17,677,677,677,677,srag
2020-05-18,699,699,699,699,srag
2020-05-19,715,715,715,715,srag
2020-05-20,692,692,692,692,srag
2020-05-21,686,686,686,686,srag
2020-05-22,668,668,668,668,srag
2020-05-23,701,701,701,701,srag
2020-05-24,723,723,723,723,srag
2020-05-25,733,733,733,733,srag
2020-05-26,766,766,766,766,srag
2020-05-27,761,761,761,761,srag
2020-05-28,760,760,760,760,srag
2020-05-29,746,746,746,746,srag
2020-05-30,741,741,741,741,srag
2020-05-31,752,752,752,752,srag
2020-06-01,776,776,776,776,srag
2020-06-02,777,777,777,777,srag
2020-06-03,782,782,782,782,srag
2020-06-04,785,785,785,785,srag
2020-06-05,799,799,799,799,srag
2020-06-06,807,807,807,807,srag
2020-06-07,821,821,821,821,srag
2020-06-08,859,859,859,859,srag
2020-06-09,871,871,871,871,srag
2020-06-10,870,870,870,870,srag
2020-06-11,881,881,881,881,srag
2020-06-12,908,908,908,908,srag
2020-06-13,943,943,943,943,srag
2020-06-14,971,971,971,971,srag
