dt_int,observed,estimate,upper,lower
2020-03-18,1,1,1,1
2020-03-19,1,1,1,1
2020-03-22,1,1,1,1
2020-03-23,1,1,1,1
2020-03-24,3,3,3,3
2020-03-25,4,4,4,4
2020-03-26,1,1,1,1
2020-03-27,2,2,2,2
2020-03-28,5,5,5,5
2020-03-29,4,4,4,4
2020-03-30,9,9,9,9
2020-03-31,3,3,3,3
2020-04-01,7,7,7,7
2020-04-02,4,4,4,4
2020-04-03,5,5,5,5
2020-04-04,4,4,4,4
2020-04-05,2,2,2,2
2020-04-06,6,6,6,6
2020-04-07,5,5,5,5
2020-04-08,5,5,5,5
2020-04-09,6,6,6,6
2020-04-10,1,1,1,1
2020-04-11,3,3,3,3
2020-04-12,3,3,3,3
2020-04-13,2,2,2,2
2020-04-14,3,3,3,3
2020-04-15,5,5,5,5
2020-04-16,1,1,1,1
2020-04-17,1,1,1,1
2020-04-18,1,1,1,1
2020-04-19,1,1,1,1
2020-04-21,7,7,7,7
2020-04-22,5,5,5,5
2020-04-23,3,3,3,3
2020-04-24,8,8,8,8
2020-04-25,7,7,7,7
2020-04-26,7,7,7,7
2020-04-27,10,10,10,10
2020-04-28,8,8,8,8
2020-04-29,4,4,4,4
2020-04-30,6,6,6,6
2020-05-01,1,1,1,1
2020-05-02,3,3,3,3
2020-05-03,7,7,7,7
2020-05-04,6,6,6,6
2020-05-05,6,6,6,6
2020-05-06,11,11,11,11
2020-05-07,5,5,7,5
2020-05-08,4,4,7,4
2020-05-09,11,11,13,11
2020-05-10,14,14,16,14
2020-05-11,7,7,10,7
2020-05-12,9,9,11,9
2020-05-13,7,7,12,7
2020-05-14,8,8,11,8
2020-05-15,4,4,7,4
2020-05-16,3,3,9,3
2020-05-17,11,11,16,11
2020-05-18,10,10,15,10
2020-05-19,10,10,13,10
2020-05-20,8,8,15,8
2020-05-21,13,13,20,13
2020-05-22,8,8,10,8
2020-05-23,8,8,15,8
2020-05-24,10,10,15,10
2020-05-25,8,8,19,8
2020-05-26,10,10,16,10
2020-05-27,8,8,9,8
2020-05-28,12,12,18,12
2020-05-29,17,17,23,17
2020-05-30,15,15,23,15
2020-05-31,11,12,24,11
2020-06-01,17,18,28,17
2020-06-02,9,11,21,9
2020-06-03,10,11,26,10
2020-06-04,13,15,26,13
2020-06-05,12,15,36,12
2020-06-06,10,14,33,10
2020-06-07,12,15,29,12
2020-06-08,8,18,33,8
2020-06-09,6,13,35,6
2020-06-10,3,6,25,3
2020-06-11,1,7,31,1
2020-06-12,2,8,37,2
2020-06-13,3,6,30,3
2020-06-14,NA,4,20,NA
2020-06-15,NA,1,19,NA
2020-06-16,NA,8,13,NA
