date,observed,estimate,upper,lower,type
2020-03-01,6,6,6,6,srag
2020-03-02,8,8,8,8,srag
2020-03-03,9,9,9,9,srag
2020-03-04,6,6,6,6,srag
2020-03-05,6,6,6,6,srag
2020-03-06,6,6,6,6,srag
2020-03-07,6,6,6,6,srag
2020-03-08,9,9,9,9,srag
2020-03-09,11,11,11,11,srag
2020-03-10,12,12,12,12,srag
2020-03-11,13,13,13,13,srag
2020-03-12,17,17,17,17,srag
2020-03-13,19,19,19,19,srag
2020-03-14,19,19,19,19,srag
2020-03-15,18,18,18,18,srag
2020-03-16,17,17,17,17,srag
2020-03-17,19,19,19,19,srag
2020-03-18,25,25,25,25,srag
2020-03-19,36,36,36,36,srag
2020-03-20,47,47,47,47,srag
2020-03-21,54,54,54,54,srag
2020-03-22,60,60,60,60,srag
2020-03-23,75,75,75,75,srag
2020-03-24,85,85,85,85,srag
2020-03-25,85,85,85,85,srag
2020-03-26,84,84,84,84,srag
2020-03-27,89,89,89,89,srag
2020-03-28,95,95,95,95,srag
2020-03-29,104,104,104,104,srag
2020-03-30,119,119,119,119,srag
2020-03-31,131,131,131,131,srag
2020-04-01,135,135,135,135,srag
2020-04-02,146,146,146,146,srag
2020-04-03,157,157,157,157,srag
2020-04-04,155,155,155,155,srag
2020-04-05,159,159,159,159,srag
2020-04-06,166,166,166,166,srag
2020-04-07,170,170,170,170,srag
2020-04-08,170,170,170,170,srag
2020-04-09,176,176,176,176,srag
2020-04-10,170,170,170,170,srag
2020-04-11,178,178,178,178,srag
2020-04-12,183,183,183,183,srag
2020-04-13,191,191,191,191,srag
2020-04-14,192,192,192,192,srag
2020-04-15,188,188,188,188,srag
2020-04-16,189,189,189,189,srag
2020-04-17,192,192,192,192,srag
2020-04-18,175,175,175,175,srag
2020-04-19,175,175,175,175,srag
2020-04-20,170,170,170,170,srag
2020-04-21,178,178,178,178,srag
2020-04-22,188,188,188,188,srag
2020-04-23,190,190,190,190,srag
2020-04-24,197,197,197,197,srag
2020-04-25,193,193,193,193,srag
2020-04-26,204,204,204,204,srag
2020-04-27,223,223,223,223,srag
2020-04-28,219,219,219,219,srag
2020-04-29,216,216,216,216,srag
2020-04-30,221,221,221,221,srag
2020-05-01,221,221,221,221,srag
2020-05-02,224,224,224,224,srag
2020-05-03,242,242,242,242,srag
2020-05-04,243,243,243,243,srag
2020-05-05,245,245,245,245,srag
2020-05-06,263,263,263,263,srag
2020-05-07,243,243,243,243,srag
2020-05-08,232,232,232,232,srag
2020-05-09,227,227,227,227,srag
2020-05-10,247,247,247,247,srag
2020-05-11,260,260,260,260,srag
2020-05-12,262,262,262,262,srag
2020-05-13,276,276,276,276,srag
2020-05-14,275,275,275,275,srag
2020-05-15,280,280,280,280,srag
2020-05-16,271,271,271,271,srag
2020-05-17,278,278,278,278,srag
2020-05-18,302,302,302,302,srag
2020-05-19,305,305,305,305,srag
2020-05-20,308,308,308,308,srag
2020-05-21,314,314,314,314,srag
2020-05-22,307,307,307,307,srag
2020-05-23,310,310,310,310,srag
2020-05-24,304,304,304,304,srag
2020-05-25,311,311,311,311,srag
2020-05-26,313,313,313,313,srag
2020-05-27,306,306,306,306,srag
2020-05-28,301,301,301,301,srag
2020-05-29,309,309,309,309,srag
2020-05-30,305,305,305,305,srag
2020-05-31,313,313,313,313,srag
2020-06-01,335,335,335,335,srag
2020-06-02,333,333,333,333,srag
2020-06-03,325,325,325,325,srag
2020-06-04,332,332,332,332,srag
2020-06-05,336,336,336,336,srag
2020-06-06,341,341,341,341,srag
2020-06-07,346,346,346,346,srag
2020-06-08,371,371,371,371,srag
2020-06-09,383,383,383,383,srag
2020-06-10,388,388,388,388,srag
2020-06-11,387,387,387,387,srag
2020-06-12,406,406,406,406,srag
2020-06-13,397,397,397,397,srag
2020-06-14,399,399,399,399,srag
2020-06-15,413,413,413,413,srag
2020-06-16,409,409,409,409,srag
2020-06-17,393,393,393,393,srag
2020-06-18,388,388,388,388,srag
2020-06-19,394,394,394,394,srag
2020-06-20,383,383,383,383,srag
2020-06-21,379,379,379,379,srag
2020-06-22,388,388,388,388,srag
2020-06-23,390,390,390,390,srag
2020-06-24,393,393,393,393,srag
2020-06-25,377,377,377,377,srag
2020-06-26,380,380,380,380,srag
2020-06-27,374,374,374,374,srag
2020-06-28,378,378,378,378,srag
2020-06-29,396,396,396,396,srag
2020-06-30,420,420,420,420,srag
2020-07-01,424,424,424,424,srag
2020-07-02,413,413,413,413,srag
2020-07-03,425,425,425,425,srag
2020-07-04,412,412,412,412,srag
2020-07-05,415,415,415,415,srag
2020-07-06,445,445,445,445,srag
2020-07-07,455,455,455,455,srag
2020-07-08,472,472,472,472,srag
2020-07-09,475,475,475,475,srag
2020-07-10,466,466,466,466,srag
2020-07-11,470,470,470,470,srag
2020-07-12,474,474,474,474,srag
2020-07-13,490,490,490,490,srag
2020-07-14,489,489,489,489,srag
2020-07-15,488,488,488,488,srag
2020-07-16,496,496,496,496,srag
2020-07-17,498,498,498,498,srag
2020-07-18,492,492,492,492,srag
2020-07-19,505,505,505,505,srag
2020-07-20,526,526,526,526,srag
2020-07-21,543,543,543,543,srag
2020-07-22,550,550,550,550,srag
2020-07-23,546,546,546,546,srag
2020-07-24,552,552,552,552,srag
2020-07-25,539,539,539,539,srag
2020-07-26,548,548,548,548,srag
2020-07-27,574,574,574,574,srag
2020-07-28,581,581,581,581,srag
2020-07-29,577,577,577,577,srag
2020-07-30,566,566,566,566,srag
2020-07-31,545,545,545,545,srag
2020-08-01,532,532,532,532,srag
2020-08-02,525,525,525,525,srag
2020-08-03,550,550,550,550,srag
2020-08-04,550,550,550,550,srag
2020-08-05,552,552,552,552,srag
2020-08-06,550,550,550,550,srag
2020-08-07,545,545,545,545,srag
2020-08-08,548,548,548,548,srag
2020-08-09,541,541,541,541,srag
2020-08-10,553,553,553,553,srag
2020-08-11,560,560,560,560,srag
2020-08-12,576,576,576,576,srag
2020-08-13,583,583,583,583,srag
2020-08-14,591,591,591,591,srag
2020-08-15,566,566,566,566,srag
2020-08-16,572,572,572,572,srag
2020-08-17,584,584,584,584,srag
2020-08-18,568,568,568,568,srag
2020-08-19,571,571,571,571,srag
2020-08-20,559,559,559,559,srag
2020-08-21,559,559,559,559,srag
2020-08-22,558,558,559,558,srag
2020-08-23,547,547,549,547,srag
2020-08-24,565,565,568,565,srag
2020-08-25,558,558,566,558,srag
2020-08-26,562,562,572,562,srag
2020-08-27,553,553,566,553,srag
2020-08-28,562,562,579,562,srag
2020-08-29,560,560,578,560,srag
2020-08-30,563,563,589,563,srag
2020-08-31,568,568,598,568,srag
2020-09-01,586,586,615,586,srag
2020-09-02,606,606,639,606,srag
2020-09-03,589,589,628,589,srag
2020-09-04,567,567,608,567,srag
2020-09-05,560,560,611,560,srag
2020-09-06,564,564,620,564,srag
2020-09-07,572,572,639,572,srag
2020-09-08,602,602,674,602,srag
2020-09-09,605,605,679,605,srag
2020-09-10,602,602,684,602,srag
2020-09-11,591,591,681,591,srag
2020-09-12,574,574,673,574,srag
2020-09-13,571,572,676,571,srag
2020-09-14,595,597,707,595,srag
2020-09-15,599,604,727,599,srag
2020-09-16,594,601,739,594,srag
2020-09-17,612,619,768,612,srag
2020-09-18,609,617,777,609,srag
2020-09-19,609,621,791,609,srag
2020-09-20,605,623,802,605,srag
2020-09-21,607,630,818,607,srag
2020-09-22,604,635,847,605,srag
2020-09-23,604,644,869,605,srag
2020-09-24,594,646,880,596,srag
2020-09-25,598,658,912,601,srag
2020-09-26,597,667,937,603,srag
2020-09-27,599,682,964,605,srag
