"Index","predito","ic.low","ic.upp"
"2020-10-31",359283.963669195,358022.103766077,360550.271036306
"2020-11-01",361309.704640784,359686.299942464,362940.436398307
"2020-11-02",363346.867292433,361347.577913026,365357.218481207
"2020-11-03",365395.516022689,363010.795008177,367795.902946852
"2020-11-04",367455.715593197,364678.252737085,370254.332164561
