"Index","predito","ic.low","ic.upp"
"2020-10-09",146058.927831131,145255.275864199,146867.026152799
"2020-10-10",146863.122810951,145829.649140296,147903.920560312
"2020-10-11",147671.745658175,146399.526282665,148955.020685164
"2020-10-12",148484.820752474,146967.990818309,150017.305612834
"2020-10-13",149302.372607755,147536.496588821,151089.384536692
