"Index","predito","ic.low","ic.upp"
"2020-10-31",163209.428074295,162360.580340582,164062.713723133
"2020-11-01",163944.697372977,162854.253830097,165042.442334717
"2020-11-02",164683.279108618,163342.305934144,166035.261121521
"2020-11-03",165425.188203966,163827.99265515,167037.955167532
"2020-11-04",166170.439648997,164312.846968326,168049.032821297
