"Index","predito","ic.low","ic.upp"
"2020-09-27",189491.233196791,188576.438605211,190410.465506842
"2020-09-28",190340.513524984,189165.321865868,191523.00607531
"2020-09-29",191193.600240754,189748.365917002,192649.842312796
"2020-09-30",192050.510403939,190329.079956924,193787.510320341
"2020-10-01",192911.261150841,190909.116597749,194934.403039644
