"Index","predito","ic.low","ic.upp"
"2020-12-09",99342.0595624048,98680.271611682,100008.285718298
"2020-12-10",99792.9447810776,98942.9442584519,100650.247500882
"2020-12-11",100245.876438905,99200.7711717828,101301.992154903
"2020-12-12",100700.86382409,99456.2909870657,101961.010955424
"2020-12-13",101157.916266992,99710.6980728373,102626.139634533
