"Index","predito","ic.low","ic.upp"
"2020-05-22",6918.56865476574,6730.88124851224,7111.48963462804
"2020-05-23",7581.53643234483,7316.88389145281,7855.76148640498
"2020-05-24",8308.03270780267,7951.75500852357,8680.27339875688
"2020-05-25",9104.14506213369,8640.48784823935,9592.68258553972
"2020-05-26",9976.5444152055,9388.09785358548,10601.8748441736
