"Index","predito","ic.low","ic.upp"
"2020-11-23",301579.811534249,300419.482987295,302744.621689132
"2020-11-24",304499.167252388,302999.842240102,306005.911329567
"2020-11-25",307446.78294511,305592.416886419,309312.401486814
"2020-11-26",310422.932174888,308201.804908359,312660.066506448
"2020-11-27",313427.891152333,310830.265682395,316047.225119888
