"Index","predito","ic.low","ic.upp"
"2020-12-22",381997.979469993,380694.024723196,383306.400527978
"2020-12-23",385004.668385832,383322.98058798,386693.733966893
"2020-12-24",388035.0228149,385958.984934727,390122.227511882
"2020-12-25",391089.229027388,388607.128803753,393587.182849848
"2020-12-26",394167.47475961,391269.869515352,397086.53863589
