"Index","estimativa","ic.inf","ic.sup"
"2020-03-12",2.5013341674786,1.68851174270152,4.6945791676589
"2020-03-13",2.09624350096558,1.54417046674835,3.20825828264999
"2020-03-14",2.4052151898832,1.77822704153261,3.66831692882684
"2020-03-15",1.82957839239774,1.49554473698541,2.33915131828305
"2020-03-16",1.9809941250728,1.64615667142179,2.47449372172447
"2020-03-17",2.54063324888491,2.07555652518042,3.26153500108833
"2020-03-18",2.6999583520497,2.2391271638213,3.38985205323451
"2020-03-19",3.43409077626015,2.80038644668138,4.42848165283482
"2020-03-20",2.7382428167282,2.3548596606582,3.2652773520881
"2020-03-21",2.79738543703643,2.43558006480867,3.28112288735706
"2020-03-22",2.84825131557676,2.51548517702891,3.27923640546003
"2020-03-23",2.95648260599061,2.63410900599461,3.36614098325272
"2020-03-24",3.72878621696299,3.27511311856376,4.32554494510937
"2020-03-25",4.8933624665557,4.19089031632571,5.87535513612608
"2020-03-26",5.89154713301326,4.96825388286517,7.23269476283027
"2020-03-27",5.39094390738569,4.65042529274435,6.40922805656127
"2020-03-28",4.73456505466156,4.18487582116242,5.44851591295541
"2020-03-29",5.38536610914075,4.72101311522232,6.26527057465392
"2020-03-30",7.93360992684039,6.63548718692465,9.86008826151265
"2020-03-31",4.65092871453291,4.20516915530018,5.20115835055109
"2020-04-01",3.26475938781132,3.05594712219525,3.50353620262476
"2020-04-02",2.86117210359301,2.71263241500641,3.02645302388532
"2020-04-03",3.13693884135431,2.97621680494747,3.31559232771137
"2020-04-04",4.47125431813705,4.18264860785917,4.80213663521778
"2020-04-05",6.38569420728135,5.84828698323342,7.03119911098597
"2020-04-06",9.03336782124052,8.0391384247488,10.3073080352685
"2020-04-07",8.92714363172194,7.99580598259687,10.1032373412613
"2020-04-08",6.55280891009344,6.0598688456512,7.13255185850599
"2020-04-09",5.34279124559928,5.02586171453058,5.70203277633899
"2020-04-10",5.33661420215077,5.03715198222082,5.67362517792384
"2020-04-11",7.21936782665427,6.70929163583431,7.81299456901465
"2020-04-12",10.8822833383907,9.80667956278245,12.2223201997411
"2020-04-13",17.1735684804995,14.7006400642204,20.6457535462319
"2020-04-14",21.71333731497,17.9754830207904,27.4124928972146
"2020-04-15",10.9699695886829,9.95445225795036,12.2157356857414
"2020-04-16",8.82703709294208,8.17654446193614,9.58962534607353
"2020-04-17",7.35292946777701,6.91185532118898,7.85387255717103
"2020-04-18",7.47856699249275,7.0415184171298,7.97321600996964
"2020-04-19",10.0301301490303,9.28910324882014,10.8993239518928
"2020-04-20",12.4785813100051,11.3804905501993,13.8108291687463
"2020-04-21",17.0264231807178,15.0951289869087,19.5238794327846
"2020-04-22",19.8889592031009,17.3509808220638,23.2960091945969
"2020-04-23",16.9601207320484,15.110044587587,19.325976750231
"2020-04-24",14.1971991032683,12.9036260125117,15.7786638093397
"2020-04-25",10.6566839739494,9.93238692124614,11.4946843045796
"2020-04-26",9.80535509753782,9.20569795110666,10.4883730961667
