"Index","predito","ic.low","ic.upp"
"2020-08-28",78258.7577426065,77670.8006294901,78851.1656089542
"2020-08-29",78730.362583564,77974.049232392,79494.011835472
"2020-08-30",79204.8094211546,78273.531433798,80147.1675102244
"2020-08-31",79682.115381888,78571.5020330723,80808.4273234333
"2020-09-01",80162.2976954819,78869.0230204007,81476.7791678728
