"Index","predito","ic.low","ic.upp"
"2020-10-28",51469.1354984421,50994.5340312815,51948.1540380774
"2020-10-29",51573.4721901514,50965.79034107,52188.3996294068
"2020-10-30",51678.0203900808,50933.1358278336,52433.7987055213
"2020-10-31",51782.7805269934,50898.3981081571,52682.529485678
"2020-11-01",51887.7530305215,50862.4367770885,52933.7382390059
