"Index","predito","ic.low","ic.upp"
"2020-10-03",28739.5828415267,28384.122803817,29099.4943762681
"2020-10-04",28915.1837068998,28458.2115606498,29379.4937542686
"2020-10-05",29091.8575058673,28529.5154918336,29665.2837789673
"2020-10-06",29269.6107941287,28599.3988838485,29955.5287689492
"2020-10-07",29448.4501674392,28668.5031790369,30249.6161675533
