"Index","predito","ic.low","ic.upp"
"2020-04-26",20786.1823132722,20466.9712138064,21110.3719571919
"2020-04-27",22183.1252272971,21745.3061750903,22629.7593093283
"2020-04-28",23673.9501960271,23100.1349627419,24262.0191954691
"2020-04-29",25264.9665969658,24537.497655035,26014.0029810585
"2020-04-30",26962.9078316181,26063.1275294398,27893.7513510283
