"Index","predito","ic.low","ic.upp"
"2020-11-26",124258.007099332,123518.647910022,125001.79195246
"2020-11-27",124637.023982714,123688.845597794,125592.470947474
"2020-11-28",125017.19695898,123853.11403968,126192.220976156
"2020-11-29",125398.529554492,124014.292276866,126798.217574171
"2020-11-30",125781.02530637,124173.715534747,127409.140162958
