"Index","predito","ic.low","ic.upp"
"2020-11-14",60413.6662923222,59898.1555094012,60933.6137956238
"2020-11-15",60677.146435129,60015.3272108428,61346.2638731547
"2020-11-16",60941.7756852472,60128.4204410505,61766.1331601429
"2020-11-17",61207.5590542411,60239.4141314788,62191.2636335005
"2020-11-18",61474.5015755315,60349.2388760034,62620.7457516536
