"Index","estimativa","ic.inf","ic.sup"
"2020-03-22",1.79909748756335,1.40149333585107,2.48019882557853
"2020-03-23",1.64047082113607,1.35582488370294,2.0610079627083
"2020-03-24",1.94482503359815,1.60844121205333,2.44570417958144
"2020-03-25",2.92431036070813,2.30328146486264,3.98548274604879
"2020-03-26",5.9596704970848,4.0225519211924,11.4363398135864
"2020-03-27",6.97816943963201,4.59107622656479,14.4671257438753
"2020-03-28",5.41260040828963,3.90676181531507,8.77763960231291
"2020-03-29",5.05130520793418,3.77042136409975,7.62884465485845
"2020-03-30",5.54534082702502,4.11268870003232,8.48857790642455
"2020-03-31",7.0295864278868,4.96474184705649,12.0052435218499
"2020-04-01",6.77379973561229,4.90513484786898,10.9194265951613
"2020-04-02",6.04269826543494,4.57600872669933,8.87795018296236
"2020-04-03",6.0738000657864,4.6538258221555,8.72773259631237
"2020-04-04",6.26689966582923,4.82306902822468,8.93253607489841
"2020-04-05",6.47506836162266,5.01382584162407,9.12761638707911
"2020-04-06",7.46014466344242,5.65693812759678,10.9387112480719
"2020-04-07",7.94419048485006,5.99290210472091,11.7675074241214
"2020-04-08",8.46122274888238,6.35264309189348,12.652940974747
"2020-04-09",9.7860010631087,7.15369310534579,15.4689619214069
"2020-04-10",9.54740689336271,7.08748056972312,14.6103723978003
"2020-04-11",9.72431667880091,7.2510097879625,14.7469457433758
"2020-04-12",10.1756199214192,7.57075739727624,15.5020297342484
"2020-04-13",12.0447806674612,8.62969484131405,19.9182085424491
"2020-04-14",12.5234790230621,8.94989551201088,20.8330618339294
"2020-04-15",14.9970910087333,10.2307019988363,28.0576019483106
"2020-04-16",15.4267156990229,10.5112742401456,28.9569166858801
"2020-04-17",13.0511629618903,9.41334521253133,21.259035505966
"2020-04-18",13.3054380028198,9.61972266058014,21.5576263758592
"2020-04-19",11.395788219714,8.63583640684496,16.7404436914038
"2020-04-20",12.5626006361275,9.35628978631472,19.1031604813897
"2020-04-21",14.8193056734703,10.6293617558321,24.449920332468
"2020-04-22",16.841913013635,11.7135139114945,29.9431860868466
"2020-04-23",21.2467162473068,13.7821039124457,46.3240273657349
"2020-04-24",16.5533862649947,11.7117689253137,28.2066080490919
"2020-04-25",14.5896291293341,10.7554976227756,22.6628918836091
"2020-04-26",13.8656822169506,10.4166644005343,20.7219111789805
"2020-04-27",14.8446269544101,11.0204447973292,22.7253302032197
"2020-04-28",18.8401014276299,13.1725206273953,33.055169614081
"2020-04-29",16.9661341299548,12.3007908690604,27.3234726288246
"2020-04-30",15.8780030708763,11.7825280834594,24.3299782687608
"2020-05-01",13.8399940194535,10.6763034130203,19.6629243151325
"2020-05-02",13.7608958935125,10.6876667005977,19.30994611931
"2020-05-03",14.6069198860772,11.2563213164642,20.792499677689
"2020-05-04",11.6006384335881,9.4335674261647,15.0570844471407
"2020-05-05",11.0828105138272,9.13584100126841,14.0816294764862
"2020-05-06",10.6645822480287,8.89402664701162,13.3128828297762
"2020-05-07",10.890197185042,9.09802900127026,13.559327006339
"2020-05-08",12.0250953000524,9.93437996306415,15.2279073660477
"2020-05-09",11.445980643105,9.5807347039631,14.2109633962538
"2020-05-10",12.5672564935943,10.4044537907422,15.8629206944527
"2020-05-11",15.2943037171034,12.2662239350575,20.3045483415908
"2020-05-12",18.8383282150279,14.51832342828,26.8142719465613
"2020-05-13",16.4586427006947,13.1262348074552,22.0558654405993
"2020-05-14",13.3083176065496,11.0851799630115,16.6448835467018
