"Index","predito","ic.low","ic.upp"
"2020-09-03",113473.11656263,112764.348819347,114186.339186547
"2020-09-04",114212.519335915,113300.150776919,115132.234896498
"2020-09-05",114956.740135511,113832.511573732,116092.071763028
"2020-09-06",115705.810356185,114364.152083499,117063.20823685
"2020-09-07",116459.761597273,114896.357012716,118044.439562106
