"Index","predito","ic.low","ic.upp"
"2020-09-26",171709.707749149,170839.172983314,172584.678445954
"2020-09-27",172442.852446197,171324.817421388,173568.183567016
"2020-09-28",173179.127433046,171804.543646839,174564.709069166
"2020-09-29",173918.546075016,172281.690935325,175570.953039941
"2020-09-30",174661.121794495,172757.831160923,176585.381174963
