"Index","predito","ic.low","ic.upp"
"2020-12-15",317192.460199017,316010.648425481,318378.691694088
"2020-12-16",317936.331773136,316421.438406805,319458.477814643
"2020-12-17",318681.947855679,316822.913728914,320551.890309257
"2020-12-18",319429.312537823,317219.611588131,321654.405910016
"2020-12-19",320178.429920337,317613.666214973,322763.904361931
