"Index","predito","ic.low","ic.upp"
"2020-08-30",55159.5706233141,54664.7109767615,55658.910053358
"2020-08-31",55681.4684269024,55042.6463249963,56327.7046650306
"2020-09-01",56208.3042188452,55418.978860537,57008.8718362871
"2020-09-02",56740.1247204145,55795.6126873532,57700.6255192161
"2020-09-03",57276.9770949394,56173.4511591803,58402.1817679981
