"Index","predito","ic.low","ic.upp"
"2020-07-16",131768.600994927,131001.006129111,132540.693550459
"2020-07-17",133294.355356747,132300.723630386,134295.449657616
"2020-07-18",134837.77649468,133606.721003009,136080.174960808
"2020-07-19",136399.068973097,134922.036692252,137892.270772369
"2020-07-20",137978.439725024,136248.163945604,139730.689042921
