"Index","predito","ic.low","ic.upp"
"2020-07-28",54839.1655610734,54341.1944572484,55341.699965774
"2020-07-29",55897.5736730683,55247.8335042247,56554.9550879162
"2020-07-30",56976.4092974091,56165.1939531174,57799.3413347005
"2020-07-31",58076.0666896347,57095.3954405329,59073.5819607701
"2020-08-01",59196.9477145039,58039.5651426948,60377.4099633271
