"Index","predito","ic.low","ic.upp"
"2020-08-29",254907.122041614,253835.996368108,255982.767602863
"2020-08-30",258526.202286829,257135.381664078,259924.545724963
"2020-08-31",262196.664940336,260468.311888139,263936.486582518
"2020-09-01",265919.23951121,263839.384221265,268015.490374696
"2020-09-02",269694.665865835,267251.052915343,272160.622018297
