date,observed,estimate,upper,lower,type
2020-03-01,0,0,0,0,covid
2020-03-02,0,0,0,0,covid
2020-03-03,0,0,0,0,covid
2020-03-04,0,0,0,0,covid
2020-03-05,0,0,0,0,covid
2020-03-06,0,0,0,0,covid
2020-03-07,0,0,0,0,covid
2020-03-08,0,0,0,0,covid
2020-03-09,0,0,0,0,covid
2020-03-10,0,0,0,0,covid
2020-03-11,0,0,0,0,covid
2020-03-12,0,0,0,0,covid
2020-03-13,0,0,0,0,covid
2020-03-14,0,0,0,0,covid
2020-03-15,0,0,0,0,covid
2020-03-16,0,0,0,0,covid
2020-03-17,0,0,0,0,covid
2020-03-18,0,0,0,0,covid
2020-03-19,0,0,0,0,covid
2020-03-20,0,0,0,0,covid
2020-03-21,0,0,0,0,covid
2020-03-22,0,0,0,0,covid
2020-03-23,0,0,0,0,covid
2020-03-24,0,0,0,0,covid
2020-03-25,1,1,1,1,covid
2020-03-26,6,6,6,6,covid
2020-03-27,7,7,7,7,covid
2020-03-28,12,12,12,12,covid
2020-03-29,13,13,13,13,covid
2020-03-30,13,13,13,13,covid
2020-03-31,12,12,12,12,covid
2020-04-01,12,12,12,12,covid
2020-04-02,16,16,16,16,covid
2020-04-03,20,20,20,20,covid
2020-04-04,18,18,18,18,covid
2020-04-05,18,18,18,18,covid
2020-04-06,18,18,18,18,covid
2020-04-07,16,16,16,16,covid
2020-04-08,16,16,16,16,covid
2020-04-09,13,13,13,13,covid
2020-04-10,15,15,15,15,covid
2020-04-11,14,14,14,14,covid
2020-04-12,14,14,14,14,covid
2020-04-13,16,16,16,16,covid
2020-04-14,16,16,16,16,covid
2020-04-15,16,16,16,16,covid
2020-04-16,15,15,15,15,covid
2020-04-17,16,16,16,16,covid
2020-04-18,17,17,17,17,covid
2020-04-19,19,19,19,19,covid
2020-04-20,19,19,19,19,covid
2020-04-21,21,21,21,21,covid
2020-04-22,24,24,24,24,covid
2020-04-23,25,25,25,25,covid
2020-04-24,26,26,26,26,covid
2020-04-25,27,27,27,27,covid
2020-04-26,30,30,30,30,covid
2020-04-27,34,34,34,34,covid
2020-04-28,36,36,36,36,covid
2020-04-29,40,40,40,40,covid
2020-04-30,42,42,42,42,covid
2020-05-01,47,47,47,47,covid
2020-05-02,49,49,49,49,covid
2020-05-03,47,47,47,47,covid
2020-05-04,47,47,47,47,covid
2020-05-05,52,52,52,52,covid
2020-05-06,46,46,46,46,covid
2020-05-07,44,44,44,44,covid
2020-05-08,41,41,41,41,covid
2020-05-09,41,41,41,41,covid
2020-05-10,43,43,43,43,covid
2020-05-11,49,49,49,49,covid
2020-05-12,43,43,43,43,covid
2020-05-13,43,43,43,43,covid
2020-05-14,42,42,42,42,covid
2020-05-15,42,42,42,42,covid
2020-05-16,38,38,38,38,covid
2020-05-17,40,40,40,40,covid
2020-05-18,43,43,43,43,covid
2020-05-19,44,44,44,44,covid
2020-05-20,42,42,42,42,covid
2020-05-21,42,42,42,42,covid
2020-05-22,41,41,41,41,covid
2020-05-23,35,35,35,35,covid
2020-05-24,33,33,33,33,covid
2020-05-25,34,34,34,34,covid
2020-05-26,32,32,32,32,covid
2020-05-27,36,36,36,36,covid
2020-05-28,34,34,34,34,covid
2020-05-29,34,34,34,34,covid
2020-05-30,37,37,37,37,covid
2020-05-31,35,35,35,35,covid
2020-06-01,40,40,40,40,covid
2020-06-02,42,42,42,42,covid
2020-06-03,43,43,43,43,covid
2020-06-04,42,42,42,42,covid
2020-06-05,41,41,41,41,covid
2020-06-06,45,45,45,45,covid
2020-06-07,44,44,44,44,covid
2020-06-08,44,44,44,44,covid
2020-06-09,50,50,50,50,covid
2020-06-10,53,53,53,53,covid
2020-06-11,51,51,51,51,covid
2020-06-12,51,51,51,51,covid
2020-06-13,57,57,57,57,covid
2020-06-14,58,58,58,58,covid
2020-06-15,64,64,64,64,covid
2020-06-16,68,68,68,68,covid
2020-06-17,76,76,76,76,covid
2020-06-18,86,86,86,86,covid
2020-06-19,90,90,90,90,covid
2020-06-20,88,88,88,88,covid
2020-06-21,88,88,88,88,covid
2020-06-22,95,95,95,95,covid
2020-06-23,91,91,91,91,covid
2020-06-24,86,86,86,86,covid
2020-06-25,89,89,89,89,covid
2020-06-26,82,82,82,82,covid
2020-06-27,81,81,81,81,covid
2020-06-28,87,87,87,87,covid
2020-06-29,98,98,98,98,covid
2020-06-30,101,101,101,101,covid
2020-07-01,98,98,98,98,covid
2020-07-02,99,99,99,99,covid
2020-07-03,100,100,100,100,covid
2020-07-04,100,100,100,100,covid
2020-07-05,103,103,103,103,covid
2020-07-06,116,116,116,116,covid
2020-07-07,122,122,122,122,covid
2020-07-08,124,124,124,124,covid
2020-07-09,134,134,134,134,covid
2020-07-10,145,145,145,145,covid
2020-07-11,136,136,136,136,covid
2020-07-12,140,140,140,140,covid
2020-07-13,148,148,148,148,covid
2020-07-14,149,149,150,149,covid
2020-07-15,142,142,143,142,covid
2020-07-16,148,148,149,148,covid
2020-07-17,145,145,148,145,covid
2020-07-18,144,144,148,144,covid
2020-07-19,141,141,149,141,covid
2020-07-20,145,145,155,145,covid
2020-07-21,143,143,158,143,covid
2020-07-22,140,140,160,140,covid
2020-07-23,146,146,168,146,covid
2020-07-24,138,138,157,138,covid
2020-07-25,128,128,151,128,covid
2020-07-26,123,123,151,123,covid
2020-07-27,142,142,175,142,covid
2020-07-28,146,146,187,146,covid
2020-07-29,148,148,195,148,covid
2020-07-30,139,139,189,139,covid
2020-07-31,141,141,189,141,covid
2020-08-01,134,134,192,134,covid
2020-08-02,135,135,203,135,covid
2020-08-03,136,136,209,136,covid
2020-08-04,133,133,210,133,covid
2020-08-05,131,131,213,131,covid
2020-08-06,133,134,228,133,covid
2020-08-07,136,137,239,136,covid
2020-08-08,136,141,255,136,covid
2020-08-09,128,136,263,128,covid
2020-08-10,129,141,276,129,covid
2020-08-11,132,145,290,132,covid
2020-08-12,135,154,309,135,covid
2020-08-13,130,153,331,130,covid
2020-08-14,125,153,339,125,covid
2020-08-15,123,158,349,123,covid
2020-03-01,4,4,4,4,srag
2020-03-02,4,4,4,4,srag
2020-03-03,4,4,4,4,srag
2020-03-04,3,3,3,3,srag
2020-03-05,4,4,4,4,srag
2020-03-06,4,4,4,4,srag
2020-03-07,4,4,4,4,srag
2020-03-08,4,4,4,4,srag
2020-03-09,3,3,3,3,srag
2020-03-10,4,4,4,4,srag
2020-03-11,5,5,5,5,srag
2020-03-12,5,5,5,5,srag
2020-03-13,5,5,5,5,srag
2020-03-14,5,5,5,5,srag
2020-03-15,7,7,7,7,srag
2020-03-16,7,7,7,7,srag
2020-03-17,7,7,7,7,srag
2020-03-18,10,10,10,10,srag
2020-03-19,10,10,10,10,srag
2020-03-20,10,10,10,10,srag
2020-03-21,11,11,11,11,srag
2020-03-22,13,13,13,13,srag
2020-03-23,17,17,17,17,srag
2020-03-24,16,16,16,16,srag
2020-03-25,20,20,20,20,srag
2020-03-26,29,29,29,29,srag
2020-03-27,37,37,37,37,srag
2020-03-28,42,42,42,42,srag
2020-03-29,45,45,45,45,srag
2020-03-30,48,48,48,48,srag
2020-03-31,50,50,50,50,srag
2020-04-01,55,55,55,55,srag
2020-04-02,61,61,61,61,srag
2020-04-03,65,65,65,65,srag
2020-04-04,67,67,67,67,srag
2020-04-05,68,68,68,68,srag
2020-04-06,70,70,70,70,srag
2020-04-07,71,71,71,71,srag
2020-04-08,77,77,77,77,srag
2020-04-09,73,73,73,73,srag
2020-04-10,76,76,76,76,srag
2020-04-11,78,78,78,78,srag
2020-04-12,79,79,79,79,srag
2020-04-13,82,82,82,82,srag
2020-04-14,77,77,77,77,srag
2020-04-15,74,74,74,74,srag
2020-04-16,74,74,74,74,srag
2020-04-17,71,71,71,71,srag
2020-04-18,69,69,69,69,srag
2020-04-19,71,71,71,71,srag
2020-04-20,72,72,72,72,srag
2020-04-21,67,67,67,67,srag
2020-04-22,67,67,67,67,srag
2020-04-23,66,66,66,66,srag
2020-04-24,64,64,64,64,srag
2020-04-25,69,69,69,69,srag
2020-04-26,72,72,72,72,srag
2020-04-27,79,79,79,79,srag
2020-04-28,82,82,82,82,srag
2020-04-29,87,87,87,87,srag
2020-04-30,92,92,92,92,srag
2020-05-01,91,91,91,91,srag
2020-05-02,96,96,96,96,srag
2020-05-03,99,99,99,99,srag
2020-05-04,99,99,99,99,srag
2020-05-05,104,104,104,104,srag
2020-05-06,104,104,104,104,srag
2020-05-07,101,101,101,101,srag
2020-05-08,100,100,100,100,srag
2020-05-09,94,94,94,94,srag
2020-05-10,94,94,94,94,srag
2020-05-11,106,106,106,106,srag
2020-05-12,94,94,94,94,srag
2020-05-13,96,96,96,96,srag
2020-05-14,101,101,101,101,srag
2020-05-15,103,103,103,103,srag
2020-05-16,95,95,95,95,srag
2020-05-17,101,101,101,101,srag
2020-05-18,107,107,107,107,srag
2020-05-19,111,111,111,111,srag
2020-05-20,106,106,106,106,srag
2020-05-21,108,108,108,108,srag
2020-05-22,109,109,109,109,srag
2020-05-23,100,100,100,100,srag
2020-05-24,91,91,91,91,srag
2020-05-25,90,90,90,90,srag
2020-05-26,91,91,91,91,srag
2020-05-27,91,91,91,91,srag
2020-05-28,81,81,81,81,srag
2020-05-29,84,84,84,84,srag
2020-05-30,85,85,85,85,srag
2020-05-31,84,84,84,84,srag
2020-06-01,94,94,94,94,srag
2020-06-02,97,97,97,97,srag
2020-06-03,100,100,100,100,srag
2020-06-04,97,97,97,97,srag
2020-06-05,96,96,96,96,srag
2020-06-06,102,102,102,102,srag
2020-06-07,99,99,99,99,srag
2020-06-08,105,105,105,105,srag
2020-06-09,113,113,113,113,srag
