dt_int,observed,estimate,upper,lower
2020-03-25,1,1,1,1
2020-03-26,5,5,5,5
2020-03-27,1,1,1,1
2020-03-28,5,5,5,5
2020-03-29,1,1,1,1
2020-03-30,1,1,1,1
2020-03-31,2,2,2,2
2020-04-01,1,1,1,1
2020-04-02,4,4,4,4
2020-04-03,4,4,4,4
2020-04-05,3,3,3,3
2020-04-06,2,2,2,2
2020-04-10,2,2,2,2
2020-04-13,3,3,3,3
2020-04-15,1,1,1,1
2020-04-16,1,1,1,1
2020-04-17,2,3,2,2
2020-04-18,2,2,2,2
2020-04-19,3,4,3,4
2020-04-20,1,2,2,3
2020-04-21,4,4,4,6
2020-04-22,3,3,4,3
2020-04-23,3,6,3,3
2020-04-24,2,3,3,3
2020-04-25,3,5,6,6
2020-04-26,4,4,6,4
2020-04-27,6,9,9,9
2020-04-28,5,10,7,5
2020-04-29,4,5,8,7
2020-04-30,3,5,5,5
2020-05-01,5,6,6,8
2020-05-02,5,6,9,8
2020-05-03,1,6,2,3
2020-05-04,5,5,6,8
2020-05-05,9,10,14,13
2020-05-06,2,8,4,2
2020-05-07,1,4,3,4
2020-05-08,4,7,10,6
2020-05-09,4,7,5,4
2020-05-10,3,7,7,4
2020-05-11,7,11,12,9
2020-05-12,2,3,11,7
2020-05-13,2,2,3,8
2020-05-14,2,2,7,2
2020-05-15,4,9,9,6
2020-05-16,1,1,10,2
2020-05-17,3,5,13,6
2020-05-18,4,5,17,6
2020-05-19,4,6,12,6
2020-05-21,4,5,14,5
2020-05-25,3,3,16,4
2020-05-26,1,2,13,1
2020-05-27,4,4,19,4
2020-05-28,1,2,9,1
2020-05-29,3,3,15,3
2020-05-31,1,1,6,1
2020-06-01,1,1,9,1
2020-06-03,1,1,6,1
2020-06-02,NA,1,9,NA
2020-05-20,NA,NA,8,2
2020-05-22,NA,NA,12,NA
2020-05-23,NA,NA,8,NA
2020-05-24,NA,NA,11,1
2020-05-30,NA,NA,8,NA
2020-06-04,NA,NA,3,NA
2020-06-05,NA,NA,3,NA
2020-06-06,NA,NA,2,NA
2020-06-07,NA,NA,1,NA
