date,observed,estimate,upper,lower,type
2020-03-01,3,3,3,3,srag
2020-03-02,4,4,4,4,srag
2020-03-03,5,5,5,5,srag
2020-03-04,5,5,5,5,srag
2020-03-05,5,5,5,5,srag
2020-03-06,5,5,5,5,srag
2020-03-07,7,7,7,7,srag
2020-03-08,5,5,5,5,srag
2020-03-09,6,6,6,6,srag
2020-03-10,7,7,7,7,srag
2020-03-11,8,8,8,8,srag
2020-03-12,8,8,8,8,srag
2020-03-13,8,8,8,8,srag
2020-03-14,10,10,10,10,srag
2020-03-15,10,10,10,10,srag
2020-03-16,12,12,12,12,srag
2020-03-17,16,16,16,16,srag
2020-03-18,18,18,18,18,srag
2020-03-19,19,19,19,19,srag
2020-03-20,21,21,21,21,srag
2020-03-21,23,23,23,23,srag
2020-03-22,22,22,22,22,srag
2020-03-23,25,25,25,25,srag
2020-03-24,28,28,28,28,srag
2020-03-25,29,29,29,29,srag
2020-03-26,33,33,33,33,srag
2020-03-27,35,35,35,35,srag
2020-03-28,39,39,39,39,srag
2020-03-29,45,45,45,45,srag
2020-03-30,46,46,46,46,srag
2020-03-31,46,46,46,46,srag
2020-04-01,45,45,45,45,srag
2020-04-02,48,48,48,48,srag
2020-04-03,46,46,46,46,srag
2020-04-04,40,40,40,40,srag
2020-04-05,44,44,44,44,srag
2020-04-06,48,48,48,48,srag
2020-04-07,47,47,47,47,srag
2020-04-08,49,49,49,49,srag
2020-04-09,49,49,49,49,srag
2020-04-10,51,51,51,51,srag
2020-04-11,59,59,59,59,srag
2020-04-12,60,60,60,60,srag
2020-04-13,63,63,63,63,srag
2020-04-14,60,60,60,60,srag
2020-04-15,58,58,58,58,srag
2020-04-16,61,61,61,61,srag
2020-04-17,58,58,58,58,srag
2020-04-18,56,56,56,56,srag
2020-04-19,56,56,56,56,srag
2020-04-20,53,53,53,53,srag
2020-04-21,49,49,49,49,srag
2020-04-22,56,56,56,56,srag
2020-04-23,54,54,54,54,srag
2020-04-24,55,55,55,55,srag
2020-04-25,54,54,54,54,srag
2020-04-26,57,57,57,57,srag
2020-04-27,61,61,61,61,srag
2020-04-28,62,62,62,62,srag
2020-04-29,68,68,68,68,srag
2020-04-30,70,70,70,70,srag
2020-05-01,75,75,75,75,srag
2020-05-02,74,74,74,74,srag
2020-05-03,78,78,78,78,srag
2020-05-04,75,75,75,75,srag
2020-05-05,74,74,74,74,srag
2020-05-06,74,74,74,74,srag
2020-05-07,74,74,74,74,srag
2020-05-08,78,78,78,78,srag
2020-05-09,77,77,77,77,srag
2020-05-10,77,77,77,77,srag
