date,observed,estimate,upper,lower,type
2020-03-01,6,6,6,6,srag
2020-03-02,6,6,6,6,srag
2020-03-03,6,6,6,6,srag
2020-03-04,8,8,8,8,srag
2020-03-05,9,9,9,9,srag
2020-03-06,9,9,9,9,srag
2020-03-07,8,8,8,8,srag
2020-03-08,8,8,8,8,srag
2020-03-09,8,8,8,8,srag
2020-03-10,8,8,8,8,srag
2020-03-11,9,9,9,9,srag
2020-03-12,9,9,9,9,srag
2020-03-13,10,10,10,10,srag
2020-03-14,10,10,10,10,srag
2020-03-15,10,10,10,10,srag
2020-03-16,9,9,9,9,srag
2020-03-17,10,10,10,10,srag
2020-03-18,11,11,11,11,srag
2020-03-19,12,12,12,12,srag
2020-03-20,13,13,13,13,srag
2020-03-21,14,14,14,14,srag
2020-03-22,14,14,14,14,srag
2020-03-23,15,15,15,15,srag
2020-03-24,16,16,16,16,srag
2020-03-25,16,16,16,16,srag
2020-03-26,16,16,16,16,srag
2020-03-27,16,16,16,16,srag
2020-03-28,17,17,17,17,srag
2020-03-29,18,18,18,18,srag
2020-03-30,19,19,19,19,srag
2020-03-31,18,18,18,18,srag
2020-04-01,17,17,17,17,srag
2020-04-02,20,20,20,20,srag
2020-04-03,22,22,22,22,srag
2020-04-04,25,25,25,25,srag
2020-04-05,27,27,27,27,srag
2020-04-06,25,25,25,25,srag
2020-04-07,23,23,23,23,srag
2020-04-08,22,22,22,22,srag
2020-04-09,25,25,25,25,srag
2020-04-10,24,24,24,24,srag
2020-04-11,22,22,22,22,srag
2020-04-12,22,22,22,22,srag
2020-04-13,21,21,21,21,srag
2020-04-14,21,21,21,21,srag
2020-04-15,23,23,23,23,srag
2020-04-16,25,25,25,25,srag
2020-04-17,27,27,27,27,srag
2020-04-18,28,28,28,28,srag
2020-04-19,31,31,31,31,srag
2020-04-20,34,34,34,34,srag
2020-04-21,34,34,34,34,srag
2020-04-22,32,32,32,32,srag
2020-04-23,36,36,36,36,srag
2020-04-24,39,39,39,39,srag
2020-04-25,39,39,39,39,srag
2020-04-26,44,44,44,44,srag
2020-04-27,48,48,48,48,srag
2020-04-28,47,47,47,47,srag
2020-04-29,48,48,48,48,srag
2020-04-30,41,41,41,41,srag
2020-05-01,38,38,38,38,srag
2020-05-02,39,39,39,39,srag
2020-05-03,36,36,36,36,srag
2020-05-04,37,37,37,37,srag
2020-05-05,36,36,36,36,srag
2020-05-06,34,34,34,34,srag
2020-05-07,32,32,32,32,srag
2020-05-08,34,34,34,34,srag
2020-05-09,33,33,33,33,srag
2020-05-10,31,31,31,31,srag
2020-05-11,30,30,30,30,srag
2020-05-12,31,31,31,31,srag
2020-05-13,32,32,32,32,srag
2020-05-14,34,34,34,34,srag
2020-05-15,33,33,33,33,srag
2020-05-16,31,31,31,31,srag
2020-05-17,33,33,33,33,srag
2020-05-18,35,35,35,35,srag
2020-05-19,39,39,39,39,srag
2020-05-20,38,38,38,38,srag
2020-05-21,39,39,39,39,srag
2020-05-22,39,39,39,39,srag
2020-05-23,39,39,39,39,srag
2020-05-24,43,43,43,43,srag
2020-05-25,43,43,43,43,srag
2020-05-26,47,47,47,47,srag
2020-05-27,45,45,45,45,srag
2020-05-28,43,43,43,43,srag
2020-05-29,42,42,42,42,srag
2020-05-30,40,40,40,40,srag
2020-05-31,39,39,39,39,srag
2020-06-01,41,41,41,41,srag
2020-06-02,39,39,39,39,srag
2020-06-03,40,40,40,40,srag
2020-06-04,40,40,40,40,srag
2020-06-05,39,39,39,39,srag
2020-06-06,41,41,41,41,srag
2020-06-07,40,40,40,40,srag
2020-06-08,42,42,42,42,srag
2020-06-09,43,43,43,43,srag
2020-06-10,42,42,42,42,srag
2020-06-11,43,43,43,43,srag
2020-06-12,45,45,45,45,srag
2020-06-13,43,43,43,43,srag
2020-06-14,42,42,42,42,srag
2020-06-15,44,44,44,44,srag
2020-06-16,42,42,42,42,srag
2020-06-17,44,44,44,44,srag
2020-06-18,47,47,47,47,srag
2020-06-19,48,48,48,48,srag
2020-06-20,50,50,50,50,srag
2020-06-21,55,55,55,55,srag
2020-06-22,60,60,60,60,srag
2020-06-23,54,54,54,54,srag
2020-06-24,57,57,57,57,srag
2020-06-25,57,57,57,57,srag
2020-06-26,55,55,55,55,srag
2020-06-27,53,53,53,53,srag
2020-06-28,53,53,53,53,srag
2020-06-29,59,59,59,59,srag
2020-06-30,64,64,64,64,srag
2020-07-01,59,59,59,59,srag
2020-07-02,61,61,61,61,srag
2020-07-03,61,61,61,61,srag
2020-07-04,60,60,60,60,srag
2020-07-05,62,62,62,62,srag
2020-07-06,62,62,62,62,srag
2020-07-07,63,63,63,63,srag
2020-07-08,59,59,59,59,srag
2020-07-09,64,64,64,64,srag
2020-07-10,64,64,64,64,srag
2020-07-11,65,65,65,65,srag
2020-07-12,70,70,70,70,srag
2020-07-13,73,73,73,73,srag
2020-07-14,70,70,70,70,srag
2020-07-15,65,65,65,65,srag
2020-07-16,70,70,70,70,srag
2020-07-17,72,72,72,72,srag
2020-07-18,72,72,72,72,srag
2020-07-19,74,74,74,74,srag
2020-07-20,80,80,80,80,srag
2020-07-21,81,81,81,81,srag
2020-07-22,79,79,79,79,srag
2020-07-23,84,84,84,84,srag
