date,observed,estimate,upper,lower,type
2020-03-01,4,4,4,4,srag
2020-03-02,4,4,4,4,srag
2020-03-03,4,4,4,4,srag
2020-03-04,5,5,5,5,srag
2020-03-05,6,6,6,6,srag
2020-03-06,6,6,6,6,srag
2020-03-07,6,6,6,6,srag
2020-03-08,6,6,6,6,srag
2020-03-09,6,6,6,6,srag
2020-03-10,6,6,6,6,srag
2020-03-11,7,7,7,7,srag
2020-03-12,7,7,7,7,srag
2020-03-13,7,7,7,7,srag
2020-03-14,7,7,7,7,srag
2020-03-15,7,7,7,7,srag
2020-03-16,6,6,6,6,srag
2020-03-17,6,6,6,6,srag
2020-03-18,6,6,6,6,srag
2020-03-19,6,6,6,6,srag
2020-03-20,7,7,7,7,srag
2020-03-21,7,7,7,7,srag
2020-03-22,7,7,7,7,srag
2020-03-23,8,8,8,8,srag
2020-03-24,8,8,8,8,srag
2020-03-25,9,9,9,9,srag
2020-03-26,8,8,8,8,srag
2020-03-27,8,8,8,8,srag
2020-03-28,9,9,9,9,srag
2020-03-29,9,9,9,9,srag
2020-03-30,10,10,10,10,srag
2020-03-31,10,10,10,10,srag
2020-04-01,11,11,11,11,srag
2020-04-02,11,11,11,11,srag
2020-04-03,11,11,11,11,srag
2020-04-04,11,11,11,11,srag
2020-04-05,13,13,13,13,srag
2020-04-06,13,13,13,13,srag
2020-04-07,13,13,13,13,srag
2020-04-08,12,12,12,12,srag
2020-04-09,14,14,14,14,srag
2020-04-10,14,14,14,14,srag
2020-04-11,14,14,14,14,srag
2020-04-12,14,14,14,14,srag
2020-04-13,14,14,14,14,srag
2020-04-14,15,15,15,15,srag
2020-04-15,16,16,16,16,srag
2020-04-16,15,15,15,15,srag
2020-04-17,15,15,15,15,srag
2020-04-18,18,18,18,18,srag
2020-04-19,18,18,18,18,srag
2020-04-20,20,20,20,20,srag
2020-04-21,20,20,20,20,srag
2020-04-22,19,19,19,19,srag
2020-04-23,21,21,21,21,srag
2020-04-24,20,20,20,20,srag
2020-04-25,21,21,21,21,srag
2020-04-26,25,25,25,25,srag
2020-04-27,25,25,25,25,srag
2020-04-28,23,23,23,23,srag
2020-04-29,23,23,23,23,srag
2020-04-30,21,21,21,21,srag
2020-05-01,22,22,22,22,srag
2020-05-02,24,24,24,24,srag
2020-05-03,21,21,21,21,srag
2020-05-04,21,21,21,21,srag
2020-05-05,22,22,22,22,srag
2020-05-06,20,20,20,20,srag
2020-05-07,19,19,19,19,srag
2020-05-08,19,19,19,19,srag
2020-05-09,18,18,18,18,srag
2020-05-10,18,18,18,18,srag
2020-05-11,18,18,18,18,srag
2020-05-12,18,18,18,18,srag
2020-05-13,20,20,20,20,srag
2020-05-14,21,21,21,21,srag
2020-05-15,21,21,21,21,srag
2020-05-16,22,22,22,22,srag
2020-05-17,22,22,22,22,srag
2020-05-18,22,22,22,22,srag
2020-05-19,22,22,22,22,srag
2020-05-20,22,22,22,22,srag
2020-05-21,21,21,21,21,srag
2020-05-22,23,23,23,23,srag
2020-05-23,22,22,22,22,srag
2020-05-24,23,23,23,23,srag
2020-05-25,24,24,24,24,srag
2020-05-26,27,27,27,27,srag
2020-05-27,27,27,27,27,srag
2020-05-28,27,27,27,27,srag
2020-05-29,27,27,27,27,srag
2020-05-30,26,26,26,26,srag
2020-05-31,26,26,26,26,srag
2020-06-01,27,27,27,27,srag
2020-06-02,26,26,26,26,srag
2020-06-03,28,28,28,28,srag
2020-06-04,29,29,29,29,srag
2020-06-05,30,30,30,30,srag
2020-06-06,30,30,30,30,srag
2020-06-07,27,27,27,27,srag
2020-06-08,27,27,27,27,srag
2020-06-09,25,25,25,25,srag
2020-06-10,24,24,24,24,srag
2020-06-11,23,23,23,23,srag
2020-06-12,23,23,23,23,srag
2020-06-13,23,23,23,23,srag
2020-06-14,23,23,23,23,srag
2020-06-15,25,25,25,25,srag
2020-06-16,26,26,26,26,srag
2020-06-17,26,26,26,26,srag
2020-06-18,26,26,26,26,srag
