date,observed,estimate,upper,lower,type
2020-03-08,0,0,0,0,covid
2020-03-09,0,0,0,0,covid
2020-03-10,0,0,0,0,covid
2020-03-11,0,0,0,0,covid
2020-03-12,0,0,0,0,covid
2020-03-13,0,0,0,0,covid
2020-03-14,0,0,0,0,covid
2020-03-15,0,0,0,0,covid
2020-03-16,0,0,0,0,covid
2020-03-17,0,0,0,0,covid
2020-03-18,0,0,0,0,covid
2020-03-19,1,1,1,1,covid
2020-03-20,1,1,1,1,covid
2020-03-21,1,1,1,1,covid
2020-03-22,1,1,1,1,covid
2020-03-23,1,1,1,1,covid
2020-03-24,1,1,1,1,covid
2020-03-25,2,2,2,2,covid
2020-03-26,3,3,3,3,covid
2020-03-27,3,3,3,3,covid
2020-03-28,3,3,3,3,covid
2020-03-29,3,3,3,3,covid
2020-03-30,3,3,3,3,covid
2020-03-31,3,3,3,3,covid
2020-04-01,6,6,6,6,covid
2020-04-02,6,6,6,6,covid
2020-04-03,6,6,6,6,covid
2020-04-04,6,6,6,6,covid
2020-04-05,6,6,6,6,covid
2020-04-06,7,7,7,7,covid
2020-04-07,6,6,6,6,covid
2020-04-08,6,6,6,6,covid
2020-04-09,6,6,6,6,covid
2020-04-10,5,5,5,5,covid
2020-04-11,4,4,4,4,covid
2020-04-12,4,4,4,4,covid
2020-04-13,3,3,3,3,covid
2020-04-14,2,2,2,2,covid
2020-04-15,2,2,2,2,covid
2020-04-16,2,2,2,2,covid
2020-04-17,2,2,2,2,covid
2020-04-18,3,3,4,3,covid
2020-04-19,3,3,4,3,covid
2020-04-20,3,3,4,3,covid
2020-04-21,2,2,3,2,covid
2020-04-22,1,1,2,1,covid
2020-04-23,1,1,2,1,covid
2020-04-24,1,1,4,1,covid
2020-04-25,1,1,5,1,covid
2020-04-26,1,1,5,1,covid
2020-04-27,1,1,7,1,covid
2020-04-28,1,1,9,1,covid
2020-04-29,2,2,10,2,covid
2020-04-30,2,2,12,2,covid
2020-05-01,2,2,15,2,covid
2020-05-02,1,1,14,1,covid
2020-05-03,1,1,16,1,covid
2020-05-04,3,3,20,3,covid
2020-05-05,3,3,21,3,covid
2020-05-06,3,3,24,3,covid
2020-05-07,4,4,25,4,covid
2020-05-08,5,5,27,5,covid
2020-05-09,6,6,28,6,covid
2020-05-10,6,6,33,6,covid
2020-05-11,7,7,38,7,covid
2020-05-12,7,7,44,7,covid
2020-05-13,7,7,45,7,covid
2020-05-14,7,7,47,7,covid
2020-05-15,5,5,45,5,covid
2020-03-08,1,1,1,1,srag
2020-03-09,1,1,1,1,srag
2020-03-10,2,2,2,2,srag
2020-03-11,2,2,2,2,srag
2020-03-12,3,3,3,3,srag
2020-03-13,3,3,3,3,srag
2020-03-14,3,3,3,3,srag
2020-03-15,3,3,3,3,srag
2020-03-16,4,4,4,4,srag
2020-03-17,4,4,4,4,srag
2020-03-18,3,3,3,3,srag
2020-03-19,5,5,5,5,srag
2020-03-20,5,5,5,5,srag
2020-03-21,5,5,5,5,srag
2020-03-22,5,5,5,5,srag
2020-03-23,8,8,8,8,srag
2020-03-24,8,8,8,8,srag
2020-03-25,9,9,9,9,srag
2020-03-26,10,10,10,10,srag
2020-03-27,13,13,13,13,srag
2020-03-28,14,14,14,14,srag
2020-03-29,14,14,14,14,srag
2020-03-30,14,14,14,14,srag
2020-03-31,15,15,15,15,srag
2020-04-01,18,18,18,18,srag
2020-04-02,18,18,18,18,srag
2020-04-03,16,16,16,16,srag
2020-04-04,15,15,15,15,srag
2020-04-05,16,16,16,16,srag
2020-04-06,18,18,18,18,srag
2020-04-07,18,18,18,18,srag
2020-04-08,18,18,18,18,srag
2020-04-09,20,20,20,20,srag
2020-04-10,21,21,21,21,srag
2020-04-11,21,21,21,21,srag
2020-04-12,20,20,20,20,srag
2020-04-13,19,19,19,19,srag
2020-04-14,19,19,19,19,srag
2020-04-15,21,21,21,21,srag
2020-04-16,27,27,27,27,srag
2020-04-17,29,29,30,29,srag
2020-04-18,31,31,31,31,srag
2020-04-19,32,32,35,32,srag
2020-04-20,33,33,37,33,srag
2020-04-21,32,32,37,32,srag
2020-04-22,32,32,41,32,srag
2020-04-23,33,33,43,33,srag
2020-04-24,33,33,43,33,srag
2020-04-25,33,33,46,33,srag
2020-04-26,34,34,48,34,srag
2020-04-27,36,36,51,36,srag
2020-04-28,38,38,55,38,srag
2020-04-29,26,26,45,26,srag
2020-04-30,23,23,45,23,srag
2020-05-01,24,24,50,24,srag
2020-05-02,23,23,49,23,srag
2020-05-03,21,21,47,21,srag
2020-05-04,24,24,52,24,srag
2020-05-05,22,22,52,22,srag
2020-05-06,19,19,52,19,srag
2020-05-07,22,22,56,22,srag
2020-05-08,20,20,56,20,srag
2020-05-09,23,23,62,23,srag
2020-05-10,25,25,65,25,srag
2020-05-11,26,26,70,26,srag
2020-05-12,28,28,73,28,srag
2020-05-13,25,25,74,25,srag
2020-05-14,26,27,78,26,srag
2020-05-15,28,29,82,28,srag
2020-05-16,26,27,90,26,srag
2020-05-17,26,28,96,26,srag
2020-05-18,30,34,105,30,srag
2020-05-19,27,32,102,27,srag
2020-05-20,27,33,109,27,srag
